_ID_,dt,status,theta1[0],theta1[1],theta1[2],theta2[0],theta2[1],theta2[2],time,vel1[0],vel1[1],vel1[2],vel2[0],vel2[1],vel2[2]
3,0.00400000019,0,-7.43013588e-05,2.3190747e-05,-4.97318179e-05,-7.96441382e-05,-2.29933576e-05,-1.61099397e-05,1596.1792456061812,-0.000642256811,-0.00566277327,-0.0386054702,-0.000767150777,-0.00585534982,-0.0395421162
4,0.00400000019,0,-0.000138710733,3.9555307e-05,-4.45864935e-05,-0.000145168087,-3.00573483e-05,-7.92714673e-06,1596.1832456063712,-0.000596159196,-0.00550462632,-0.0383315384,-0.000773390289,-0.00566730974,-0.0395274684
6,0.00400000019,0,-0.000172646367,2.89498621e-05,-4.60924566e-05,-0.000188158694,-3.20421532e-05,7.46600017e-06,1596.1872456065612,-0.000620156352,-0.00538097182,-0.0381490365,-0.000718370837,-0.00556030916,-0.0392337255
7,0.00400000019,0,-0.000182872987,3.58380421e-05,-4.2982665e-05,-0.000187640704,-2.44371349e-05,7.28268196e-06,1596.1912456067512,-0.000563918613,-0.00529028568,-0.0377938449,-0.000726423867,-0.00538219325,-0.0390539505
8,0.00400000019,0,-0.000174127621,3.20689105e-05,-3.89226043e-05,-0.000190789491,-2.55267732e-05,-2.64352957e-06,1596.1952456069412,-0.000438540214,-0.00527454168,-0.0378389433,-0.000526214484,-0.00537532708,-0.0388953015
12,0.00400000019,0,-0.000175883528,2.18458263e-05,-4.01439829e-05,-0.000176661983,-3.04996993e-05,9.07977892e-07,1596.1992456071312,-0.000361255195,-0.00531267328,-0.0379616022,-0.000470707513,-0.00547715323,-0.0389907062
13,0.00400000019,0,-0.000162171738,2.34585223e-05,-2.72627567e-05,-0.000182780714,-4.20603683e-05,1.46015827e-05,1596.2032456073212,-0.000297825551,-0.00573359104,-0.0383153111,-0.000385561929,-0.00587096903,-0.0394618176
14,0.00400000019,0,-0.000177794223,2.50134362e-05,-3.4630335e-05,-0.000176343732,-4.15715149e-05,7.45322814e-06,1596.2072456075111,-7.94011139e-05,-0.00599827012,-0.0389616638,-0.000365776214,-0.00611301418,-0.0399604291
15,0.00400000019,0,-0.000167357488,2.89834989e-05,-3.72681425e-05,-0.000173711102,-3.66998538e-05,9.36139531e-06,1596.2112456077011,6.47249835e-05,-0.00598072074,-0.0395168141,-2.40977897e-05,-0.00608907128,-0.0408088155
16,0.00400000019,0,-0.000147849787,4.13976595e-05,-2.90045737e-05,-0.000174509099,-2.54276183e-05,-2.20348056e-06,1596.2152456078911,0.000296283222,-0.00603599381,-0.0401460305,9.12483665e-05,-0.00624707527,-0.041246593
17,0.00400000019,0,-0.000136452611,5.22763548e-05,-2.92406621e-05,-0.000162555953,-8.78472474e-06,6.24064751e-06,1596.2192456080811,0.000400940713,-0.00596996257,-0.0405681096,0.000145224345,-0.00620213896,-0.0416255221
18,0.00400000019,0,-0.000139431548,5.96106911e-05,-2.45330466e-05,-0.00014612927,-1.4873084e-06,1.31708948e-05,1596.2232456082711,0.000441960292,-0.0060806917,-0.0401938595,0.000325659261,-0.00620147167,-0.0413422659
22,0.00400000019,0,-0.000137523981,5.44051436e-05,-3.2559481e-05,-0.000147067651,3.24842904e-06,1.19960941e-06,1596.2272456084611,0.000510867394,-0.00638596714,-0.0400707349,0.000502306095,-0.00665411912,-0.0410875902
23,0.00400000019,0,-0.000138754564,5.98528277e-05,-3.45954722e-05,-0.000150417007,1.40819193e-05,6.81878817e-07,1596.2312456086511,0.000511748716,-0.00661902735,-0.0395905115,0.000443507364,-0.00675447145,-0.0406418033
24,0.00400000019,0,-0.000157314033,6.63139726e-05,-4.5175133e-05,-0.000147005892,1.57656159e-05,-5.03205138e-06,1596.2352456088411,0.000647775247,-0.00666285073,-0.0389951542,0.000393613736,-0.0068634171,-0.0400877744
26,0.00400000019,0,-0.000131529217,5.84410918e-05,-4.75524066e-05,-0.000150183172,7.45171837e-06,5.34573928e-06,1596.2392456090311,0.000578453881,-0.00677437382,-0.0388805419,0.00034311568,-0.00687497947,-0.0395443253
27,0.00400000019,0,-0.000117792224,6.81392703e-05,-5.06799734e-05,-0.000128361251,-1.19947185e-06,6.88728051e-06,1596.243245609221,0.000583436631,-0.00679924432,-0.0386196934,0.000427087449,-0.0069146594,-0.0392979868
28,0.00400000019,0,-8.85314803e-05,5.71368982e-05,-4.56209164e-05,-0.000104147723,-9.25594668e-06,-4.54054498e-06,1596.247245609411,0.000617641374,-0.00673549995,-0.0385304391,0.000440589705,-0.00689684739,-0.0395477228
29,0.00400000019,0,-6.75575866e-05,6.54959149e-05,-5.46960291e-05,-6.29539936e-05,4.55461031e-06,-9.51097172e-06,1596.251245609601,0.000602363551,-0.0068730684,-0.0387135707,0.000414060836,-0.00691609411,-0.0396422856
30,0.00400000019,0,-4.69843944e-05,6.0732571e-05,-5.06484066e-05,-4.42832279e-05,3.79342123e-06,-7.25027894e-06,1596.255245609791,0.000605249254,-0.00692030042,-0.0388206542,0.000516988046,-0.00691922288,-0.0398146585
32,0.00400000019,0,-2.92463628e-05,6.34369426e-05,-5.20617723e-05,-4.54412911e-05,1.63931127e-05,-5.63689491e-06,1596.259245609981,0.000702455873,-0.00692646438,-0.0386758931,0.000496758614,-0.00721142301,-0.03981518
33,0.00470092334,0,-4.57418428e-05,7.11040484e-05,-6.18930862e-05,-4.60094634e-05,2.30962814e-05,-2.62986832e-05,1596.2639465332031,0.00082854525,-0.00826027989,-0.0454178303,0.000577107712,-0.00859481562,-0.0469166227
34,0.00336621096,0,-4.58147115e-05,5.88490293e-05,-3.23149507e-05,-5.88392795e-05,2.19871563e-05,-1.16590181e-05,1596.2673127442831,0.000541066984,-0.00595503906,-0.0324043594,0.000416591822,-0.00613277731,-0.0335955434
35,0.00400000019,0,-7.01821409e-05,8.43598391e-05,-5.92016586e-05,-8.65678521e-05,1.71519223e-05,-1.92329826e-05,1596.2713127444731,0.000756885449,-0.00703153526,-0.0385768414,0.000637316087,-0.00726010883,-0.0396302305
36,0.00400000019,0,-8.63181194e-05,8.63741443e-05,-5.44222385e-05,-0.000102879756,2.12838531e-05,-2.00613995e-05,1596.2753127446631,0.000782406598,-0.00695200963,-0.0383952558,0.000575549551,-0.00714568747,-0.0394176394
37,0.00400000019,0,-7.92289211e-05,8.39851054e-05,-5.27695775e-05,-0.000107153632,1.83872016e-05,-2.66736297e-05,1596.2793127448531,0.000756170077,-0.00690972479,-0.0383593403,0.000657562632,-0.00709989946,-0.039268069
38,0.00400000019,0,-7.61515621e-05,7.64226716e-05,-6.26685214e-05,-9.16105419e-05,2.06610657e-05,-3.45124936e-05,1596.2833127450431,0.000832460646,-0.0068940958,-0.0380008481,0.000656865828,-0.00707651209,-0.0389062315
40,0.00400000019,0,-7.40735268e-05,7.71223567e-05,-6.25112079e-05,-6.68727153e-05,3.06968141e-05,-3.2974709e-05,1596.2873127452331,0.000797137618,-0.00688481377,-0.0378057696,0.000565357332,-0.00702683348,-0.0386060327
41,0.00400000019,0,-4.52435343e-05,7.73502688e-05,-5.79946754e-05,-6.23754531e-05,2.56519361e-05,-3.01258478e-05,1596.2913127454231,0.00067692314,-0.00677694846,-0.0376019925,0.000612325559,-0.00700582797,-0.0386611
42,0.00394482305,0,-1.56543174e-05,7.08958323e-05,-6.27284462e-05,-2.44176936e-05,2.09890768e-05,-3.47802816e-05,1596.2952575683594,0.000828088494,-0.00670820801,-0.0372712053,0.00063940417,-0.00676544802,-0.0380467027
