timeOfWeek, lla0,lla1,lla2,ned0,ned1,ned2,theta0,theta1,theta2
208628.714, 59.3530144, 18.0731386, 29.84, 1595.585205, -1923.653809, 1.351606,   7.6,   4.8,  96.9
208628.754, 59.3530144, 18.0731386, 29.85, 1595.585205, -1923.653809, 1.350921,   7.7,   4.9,  96.9
208628.794, 59.3530144, 18.0731386, 29.84, 1595.585205, -1923.653564, 1.351290,   7.7,   5.1,  97.0
208628.834, 59.3530144, 18.0731386, 29.85, 1595.585449, -1923.653564, 1.350558,   7.7,   5.3,  96.9
208628.874, 59.3530144, 18.0731386, 29.85, 1595.585449, -1923.653442, 1.350528,   7.7,   5.5,  96.9
208628.914, 59.3530144, 18.0731386, 29.84, 1595.585449, -1923.653198, 1.351207,   7.7,   5.6,  96.8
208628.954, 59.3530144, 18.0731386, 29.84, 1595.585693, -1923.653198, 1.353471,   7.7,   5.7,  96.6
208628.994, 59.3530144, 18.0731386, 29.84, 1595.585693, -1923.653076, 1.352904,   7.8,   5.8,  96.4
208629.034, 59.3530144, 18.0731386, 29.84, 1595.585693, -1923.653076, 1.352622,   7.8,   5.8,  96.3
208629.074, 59.3530144, 18.0731386, 29.84, 1595.585815, -1923.652832, 1.352428,   7.9,   5.7,  96.1
208629.114, 59.3530144, 18.0731386, 29.84, 1595.585815, -1923.652710, 1.351086,   7.9,   5.8,  95.9
208629.154, 59.3530145, 18.0731387, 29.84, 1595.586060, -1923.652466, 1.354224,   7.9,   5.9,  95.7
208629.194, 59.3530145, 18.0731387, 29.84, 1595.586060, -1923.652344, 1.354694,   7.9,   6.1,  95.4
208629.234, 59.3530145, 18.0731387, 29.84, 1595.586182, -1923.652100, 1.353772,   7.9,   6.2,  95.2
208629.274, 59.3530145, 18.0731387, 29.84, 1595.586182, -1923.652100, 1.353595,   7.8,   6.2,  95.0
208629.314, 59.3530145, 18.0731387, 29.84, 1595.586182, -1923.651978, 1.353444,   7.7,   6.2,  94.8
208629.354, 59.3530145, 18.0731387, 29.84, 1595.586182, -1923.651733, 1.355641,   7.7,   6.2,  94.7
208629.394, 59.3530145, 18.0731387, 29.84, 1595.586182, -1923.651733, 1.355633,   7.8,   6.1,  94.6
208629.434, 59.3530145, 18.0731387, 29.84, 1595.586182, -1923.651611, 1.355052,   7.8,   6.2,  94.6
208629.474, 59.3530145, 18.0731387, 29.84, 1595.586182, -1923.651611, 1.353526,   7.9,   6.2,  94.7
208629.514, 59.3530145, 18.0731387, 29.84, 1595.586182, -1923.651611, 1.353457,   7.8,   6.2,  94.7
208629.554, 59.3530145, 18.0731387, 29.84, 1595.586182, -1923.651611, 1.355162,   7.8,   6.1,  94.7
208629.594, 59.3530145, 18.0731387, 29.84, 1595.586182, -1923.651367, 1.354594,   7.8,   6.1,  94.7
208629.634, 59.3530145, 18.0731387, 29.84, 1595.586182, -1923.651367, 1.354100,   7.8,   6.1,  94.7
208629.674, 59.3530145, 18.0731387, 29.84, 1595.586182, -1923.651367, 1.353351,   7.8,   6.1,  94.7
