deltat,stamp.secs,stamp.nsecs,.header.frame_id,.num_sat,.fix_type,.rec_bias,.tow_offset,.cno,.latitude,.longitude,.altitude,.posEcef.x,.posEcef.y,.posEcef.z,.velEcef.x,.velEcef.y,.velEcef.z,.hMSL,.hAcc,.vAcc,.sAcc,.pDop
-37352.1953123,1570965088,0,body,5,768,0,40268.0525834,40,59.3197486,18.0483168,40.417,3101999.09,1010793.44,5462230.98,0,0,0,16.0620002747,3.0290000439,5.8280000687,0,6.4899997711
-37351.9953123,1570965088,199999999,body,5,768,0,40268.0525834,40,59.3197479,18.048317,40.281,3101999.09,1010793.45,5462230.82,0,0,0,15.9270009995,2.9580001831,5.7020001411,0,6.4899997711
-37351.7953123,1570965088,400000000,body,5,768,0,40268.0525834,40,59.3197473,18.0483171,40.206,3101999.1,1010793.46,5462230.73,0,0,0,15.8510007858,2.8920001984,5.5840001106,0,6.4800000191
-37351.5953123,1570965088,599999999,body,5,768,0,40268.0525834,40,59.3197468,18.0483173,40.13,3101999.11,1010793.47,5462230.63,0,0,0,15.7760009766,2.8300001621,5.4730000496,0,6.4800000191
-37351.3953123,1570965088,800000000,body,5,768,0,40268.0525834,40,59.3197465,18.0483174,40.099,3101999.12,1010793.48,5462230.59,0,0,0,15.7450008392,2.7720000744,5.3700003624,0,6.4800000191
-37351.1953123,1570965089,0,body,5,768,0,40268.0526444,40,59.3197462,18.0483174,40.08,3101999.14,1010793.49,5462230.55,0,0,0,15.7260007858,2.7190001011,5.2730002403,0,6.4800000191
-37350.9953123,1570965089,199999999,body,5,768,0,40268.0526444,40,59.3197459,18.0483173,40.071,3101999.17,1010793.49,5462230.53,0,0,0,15.7160005569,2.6680002213,5.1820001602,0,6.4800000191
-37350.7953123,1570965089,400000000,body,5,768,0,40268.0526444,40,59.3197456,18.0483172,40.055,3101999.18,1010793.49,5462230.5,0,0,0,15.7000007629,2.6210000515,5.095000267,0,6.4800000191
-37350.5953123,1570965089,599999999,body,5,768,0,40268.0526444,40,59.3197454,18.0483171,40.05,3101999.21,1010793.49,5462230.48,0,0,0,15.6960010529,2.5760002136,5.0140004158,0,6.4800000191
-37350.3953123,1570965089,800000000,body,5,768,0,40268.0526444,40,59.3197451,18.0483169,40.033,3101999.22,1010793.49,5462230.45,0,0,0,15.6780004501,2.5340001583,4.9370002747,0,6.4800000191
-37350.1953123,1570965090,0,body,5,768,0,40268.0526139,40,59.3197448,18.0483168,39.977,3101999.22,1010793.48,5462230.39,0,0,0,15.6230010986,2.4940001965,4.8640003204,0,6.4800000191
-37349.9953123,1570965090,199999999,body,5,768,0,40268.0526139,40,59.3197445,18.0483168,39.904,3101999.22,1010793.48,5462230.31,0,0,0,15.5490007401,2.4560000897,4.7940001488,0,6.4800000191
-37349.7953123,1570965090,400000000,body,5,768,0,40268.0526139,40,59.3197445,18.0483169,39.9,3101999.22,1010793.48,5462230.3,0,0,0,15.5460004807,2.4200000763,4.728000164,0,6.4800000191
-37349.5953123,1570965090,599999999,body,5,768,0,40268.0526139,40,59.3197443,18.0483169,39.854,3101999.21,1010793.48,5462230.25,0,0,0,15.5000009537,2.3860001564,4.6660003662,0,6.4800000191
-37349.3953123,1570965090,800000000,body,5,768,0,40268.0526139,40,59.3197443,18.0483169,39.845,3101999.21,1010793.48,5462230.24,0,0,0,15.4910011292,2.3540000916,4.6060004234,0,6.4800000191
-37349.1953123,1570965091,0,body,5,768,0,40268.0526749,40,59.3197444,18.0483169,39.874,3101999.21,1010793.48,5462230.28,0,0,0,15.5190010071,2.3230001926,4.5490002632,0,6.4800000191
-37348.9953123,1570965091,199999999,body,5,768,0,40268.0526749,40,59.3197444,18.0483168,39.873,3101999.21,1010793.48,5462230.27,0,0,0,15.5180006027,2.2940001488,4.4950003624,0,6.4800000191
-37348.7953123,1570965091,400000000,body,5,768,0,40268.0526749,40,59.3197443,18.0483167,39.869,3101999.22,1010793.48,5462230.27,0,0,0,15.5140008926,2.2660000324,4.4430003166,0,6.4800000191
-37348.5953123,1570965091,599999999,body,5,768,0,40268.0526749,40,59.3197443,18.0483167,39.866,3101999.22,1010793.47,5462230.26,0,0,0,15.5110006332,2.239000082,4.3930001259,0,6.4699997902
-37348.3953123,1570965091,800000000,body,5,768,0,40268.0526749,40,59.3197443,18.0483166,39.86,3101999.22,1010793.47,5462230.26,0,0,0,15.5060005188,2.2130000591,4.345000267,0,6.4699997902
-37348.1953123,1570965092,0,body,5,768,0,40268.0526444,40,59.3197444,18.0483164,39.848,3101999.21,1010793.45,5462230.25,0,0,0,15.4940004349,2.1890001297,4.3000001907,0,6.4699997902
-37347.9953123,1570965092,199999999,body,5,768,0,40268.0526444,40,59.3197446,18.048316,39.909,3101999.23,1010793.44,5462230.31,0,0,0,15.5540008545,2.1660001278,4.256000042,0,6.4699997902
-37347.7953123,1570965092,400000000,body,5,768,0,40268.0526444,40,59.3197447,18.0483157,39.955,3101999.25,1010793.42,5462230.36,0,0,0,15.6010007858,2.1430001259,4.2150001526,0,6.4699997902
-37347.5953123,1570965092,599999999,body,5,768,0,40268.0526444,39,59.3197448,18.0483154,39.997,3101999.26,1010793.41,5462230.4,0,0,0,15.6430006027,2.1220002174,4.1740002632,0,6.4699997902
-37347.3953123,1570965092,800000000,body,5,768,0,40268.0526444,40,59.3197449,18.0483151,40.044,3101999.28,1010793.4,5462230.45,0,0,0,15.6900005341,2.1010000706,4.1360001564,0,6.4699997902
-37347.1953123,1570965093,0,body,5,768,0,40268.0527055,40,59.319745,18.0483149,40.064,3101999.29,1010793.38,5462230.47,0,0,0,15.7090005875,2.0820000172,4.0989999771,0,6.4699997902
-37346.9953123,1570965093,199999999,body,5,768,0,40268.0527055,40,59.3197451,18.0483146,40.113,3101999.3,1010793.38,5462230.52,0,0,0,15.7580003738,2.0640001297,4.0650000572,0,6.4699997902
-37346.7953123,1570965093,400000000,body,5,768,0,40268.0527055,40,59.3197451,18.0483144,40.142,3101999.32,1010793.37,5462230.54,0,0,0,15.7870006561,2.0470001698,4.0310001373,0,6.4699997902
-37346.5953123,1570965093,599999999,body,5,768,0,40268.0527055,40,59.3197451,18.0483141,40.159,3101999.33,1010793.36,5462230.56,0,0,0,15.8040008545,2.0300002098,4,0,6.4699997902
-37346.3953123,1570965093,800000000,body,5,768,0,40268.0527055,40,59.3197453,18.048314,40.191,3101999.33,1010793.35,5462230.6,0,0,0,15.8360004425,2.0170001984,3.9720001221,0,6.4699997902
-37346.1953123,1570965094,0,body,5,768,0,40268.0526749,40,59.3197454,18.0483138,40.225,3101999.34,1010793.34,5462230.63,0,0,0,15.8700008392,2.0040001869,3.9450001717,0,6.4699997902
-37345.9953123,1570965094,199999999,body,5,768,0,40268.0526749,40,59.3197455,18.0483138,40.239,3101999.35,1010793.34,5462230.65,0,0,0,15.8850011826,1.992000103,3.9190001488,0,6.4699997902
-37345.7953123,1570965094,400000000,body,5,768,0,40268.0526749,39,59.3197456,18.0483138,40.29,3101999.36,1010793.34,5462230.7,0,0,0,15.936000824,1.9810000658,3.8950002194,0,6.4699997902
-37345.5953123,1570965094,599999999,body,5,768,0,40268.0526749,40,59.3197455,18.0483136,40.285,3101999.37,1010793.34,5462230.69,0,0,0,15.9300003052,1.9710000753,3.8720002174,0,6.4600000382
-37345.3953123,1570965094,800000000,body,5,768,0,40268.0526749,40,59.3197457,18.0483134,40.319,3101999.37,1010793.33,5462230.73,0,0,0,15.9640007019,1.9610000849,3.8500001431,0,6.4600000382
-37345.1953123,1570965095,0,body,5,768,0,40268.0526444,40,59.3197457,18.0483133,40.312,3101999.37,1010793.32,5462230.72,0,0,0,15.9580011368,1.9530000687,3.8300001621,0,6.4600000382
-37344.9953123,1570965095,199999999,body,5,768,0,40268.0526444,40,59.3197457,18.0483131,40.289,3101999.37,1010793.3,5462230.7,0,0,0,15.9340009689,1.9430000782,3.8100001812,0,6.4600000382
-37344.7953123,1570965095,400000000,body,5,768,0,40268.0526444,40,59.3197456,18.0483129,40.26,3101999.36,1010793.29,5462230.68,0,0,0,15.906001091,1.935000062,3.7910001278,0,6.4600000382
-37344.5953123,1570965095,599999999,body,5,768,0,40268.0526444,40,59.3197456,18.0483128,40.225,3101999.35,1010793.28,5462230.64,0,0,0,15.8700008392,1.9290001392,3.7740001679,0,6.4600000382
-37344.3953123,1570965095,800000000,body,5,768,0,40268.0526444,40,59.3197455,18.0483126,40.209,3101999.35,1010793.27,5462230.62,0,0,0,15.8540010452,1.9200000763,3.7550001144,0,6.4600000382
-37344.1953123,1570965096,0,body,5,768,0,40268.0527055,40,59.3197453,18.0483125,40.184,3101999.36,1010793.27,5462230.59,0,0,0,15.8300008774,1.9100000858,3.736000061,0,6.4600000382
-37343.9953123,1570965096,199999999,body,7,768,0,40268.0527055,40,59.3197453,18.0483123,40.183,3101999.37,1010793.26,5462230.59,0,0,0,15.829000473,1.8990000486,3.7120001316,0,5.1500000954
-37343.7953123,1570965096,400000000,body,7,768,0,40268.0527055,40,59.3197448,18.0483122,40.057,3101999.35,1010793.24,5462230.45,0,0,0,15.7030010223,1.8860000372,3.6890001297,0,5.1500000954
-37343.5953123,1570965096,599999999,body,7,768,0,40268.0527055,40,59.3197448,18.048312,40.072,3101999.36,1010793.24,5462230.47,0,0,0,15.718000412,1.8720000982,3.6640002728,0,5.1500000954
-37343.3953123,1570965096,800000000,body,7,768,0,40268.0527055,40,59.3197453,18.0483119,40.154,3101999.35,1010793.23,5462230.57,0,0,0,15.7990007401,1.8550001383,3.6350002289,0,5.1500000954
-37343.1953123,1570965097,0,body,7,768,0,40268.0526749,40,59.3197459,18.048312,40.214,3101999.32,1010793.23,5462230.65,0,0,0,15.8600006104,1.8330000639,3.6010000706,0,5.1500000954
-37342.9953123,1570965097,199999999,body,7,768,0,40268.0526749,40,59.319747,18.0483122,40.391,3101999.31,1010793.24,5462230.87,0,0,0,16.0360012054,1.8090001345,3.5640001297,0,5.1500000954
-37342.7953123,1570965097,400000000,body,7,768,0,40268.0526749,40,59.3197483,18.0483125,40.662,3101999.31,1010793.25,5462231.18,0,0,0,16.3070011139,1.7830001116,3.5250000954,0,5.1500000954
-37342.5953123,1570965097,599999999,body,7,768,0,40268.0526749,40,59.3197497,18.0483127,40.953,3101999.32,1010793.27,5462231.51,0,0,0,16.5980014801,1.7570000887,3.487000227,0,5.1500000954
-37342.3953123,1570965097,800000000,body,7,768,0,40268.0526749,40,59.3197511,18.0483129,41.225,3101999.32,1010793.28,5462231.82,0,0,0,16.8700008392,1.7320001125,3.4490001202,0,5.1500000954
-37342.1953123,1570965098,0,body,7,768,0,40268.052736,40,59.3197528,18.0483131,41.564,3101999.33,1010793.29,5462232.21,0,0,0,17.2090015411,1.7070001364,3.4120001793,0,5.1500000954
-37341.9953123,1570965098,199999999,body,10,768,0,40268.052736,40,59.3197562,18.048313,42.352,3101999.41,1010793.31,5462233.07,0,0,0,17.9970016479,1.6550000906,3.3050000668,0,2.0499999523
-37341.7953123,1570965098,400000000,body,10,768,0,40268.052736,40,59.3197588,18.0483132,42.892,3101999.43,1010793.33,5462233.69,0,0,0,18.5380001068,1.6030000448,3.1960000992,0,2.0499999523
-37341.5953123,1570965098,599999999,body,10,768,0,40268.052736,40,59.3197611,18.0483132,43.446,3101999.49,1010793.35,5462234.3,0,0,0,19.0910015106,1.5620000362,3.115000248,0,2.0499999523
-37341.3953123,1570965098,800000000,body,10,768,0,40268.052736,40,59.3197635,18.0483132,43.995,3101999.53,1010793.37,5462234.91,0,0,0,19.6410007477,1.5190000534,3.0280001164,0,2.0499999523
-37341.1953123,1570965099,0,body,10,768,0,40268.0527055,40,59.3197658,18.0483132,44.56,3101999.6,1010793.39,5462235.52,0,0,0,20.2050018311,1.4800000191,2.9480001926,0,2.0499999523
-37340.9953123,1570965099,199999999,body,11,768,0,40268.0527055,40,59.319768,18.048313,45.138,3101999.69,1010793.4,5462236.14,0,0,0,20.7840003967,1.4400000572,2.8660001755,0,1.8899999857
-37340.7953123,1570965099,400000000,body,11,768,0,40268.0527055,40,59.3197697,18.0483129,45.499,3101999.7,1010793.4,5462236.55,0,0,0,21.1450004578,1.4050000906,2.7920000553,0,1.8899999857
-37340.5953123,1570965099,599999999,body,11,768,0,40268.0527055,40,59.3197713,18.0483128,45.86,3101999.74,1010793.41,5462236.95,0,0,0,21.5060005188,1.3720000982,2.7240002155,0,1.8899999857
-37340.3953123,1570965099,800000000,body,11,768,0,40268.0527055,40,59.3197727,18.0483129,46.222,3101999.79,1010793.43,5462237.34,0,0,0,21.8680019379,1.3420000076,2.6610000134,0,1.8899999857
-37340.1953123,1570965100,0,body,11,768,0,40268.0527665,40,59.3197739,18.0483131,46.506,3101999.81,1010793.45,5462237.66,0,0,0,22.1520004272,1.3140000105,2.6040000916,0,1.8899999857
-37339.9953123,1570965100,199999999,body,12,768,0,40268.0527665,40,59.3197751,18.0483132,46.8,3101999.84,1010793.47,5462237.98,0,0,0,22.4450016022,1.2880001068,2.5500001907,0,1.8299999237
-37339.7953123,1570965100,400000000,body,12,768,0,40268.0527665,40,59.319776,18.0483134,46.996,3101999.85,1010793.48,5462238.2,0,0,0,22.6420001984,1.2650001049,2.503000021,0,1.8299999237
-37339.5953123,1570965100,599999999,body,12,768,0,40268.0527665,40,59.3197768,18.0483135,47.16,3101999.86,1010793.49,5462238.38,0,0,0,22.8060016632,1.2430000305,2.4550001621,0,1.8299999237
-37339.3953123,1570965100,800000000,body,12,768,0,40268.0527665,40,59.3197774,18.0483136,47.345,3101999.89,1010793.5,5462238.58,0,0,0,22.9900016785,1.2210000753,2.4090001583,0,1.8299999237
-37339.1953123,1570965101,0,body,12,768,0,40268.052736,40,59.319778,18.0483136,47.499,3101999.91,1010793.51,5462238.74,0,0,0,23.1450004578,1.2000000477,2.3650000095,0,1.8299999237
-37338.9953123,1570965101,199999999,body,12,768,0,40268.052736,40,59.3197785,18.0483136,47.635,3101999.93,1010793.52,5462238.89,0,0,0,23.2810020447,1.1800000668,2.3230001926,0,1.8299999237
-37338.7953123,1570965101,400000000,body,12,768,0,40268.052736,40,59.319779,18.0483136,47.781,3101999.95,1010793.53,5462239.04,0,0,0,23.4260005951,1.1620000601,2.2840001583,0,1.8299999237
-37338.5953123,1570965101,599999999,body,12,768,0,40268.052736,40,59.3197795,18.0483138,47.887,3101999.95,1010793.54,5462239.16,0,0,0,23.533000946,1.1440000534,2.2470002174,0,1.8299999237
-37338.3953123,1570965101,800000000,body,12,768,0,40268.052736,40,59.3197799,18.0483137,48.003,3101999.97,1010793.54,5462239.29,0,0,0,23.6490020752,1.128000021,2.2120001316,0,1.8299999237
-37338.1953123,1570965102,0,body,12,768,0,40268.0527055,40,59.3197804,18.0483137,48.112,3101999.99,1010793.54,5462239.4,0,0,0,23.7570018768,1.1120001078,2.1790001392,0,1.8299999237
-37337.9953123,1570965102,199999999,body,12,768,0,40268.0527055,40,59.3197808,18.0483136,48.233,3102000.01,1010793.55,5462239.53,0,0,0,23.8790016174,1.0970000029,2.1480000019,0,1.8299999237
-37337.7953123,1570965102,400000000,body,12,768,0,40268.0527055,40,59.3197812,18.0483135,48.343,3102000.03,1010793.55,5462239.65,0,0,0,23.9890003204,1.0830000639,2.1180000305,0,1.8299999237
-37337.5953123,1570965102,599999999,body,12,768,0,40268.0527055,40,59.3197816,18.0483135,48.436,3102000.04,1010793.55,5462239.75,0,0,0,24.0820007324,1.0690000057,2.0900001526,0,1.8299999237
-37337.3953123,1570965102,800000000,body,12,768,0,40268.0527055,40,59.3197819,18.0483136,48.527,3102000.05,1010793.56,5462239.85,0,0,0,24.172000885,1.0559999943,2.0630002022,0,1.8299999237
-37337.1953123,1570965103,0,body,12,768,0,40268.0527665,40,59.3197822,18.0483137,48.613,3102000.06,1010793.57,5462239.94,0,0,0,24.2580013275,1.0440000296,2.0370001793,0,1.8299999237
-37336.9953123,1570965103,199999999,body,12,768,0,40268.0527665,40,59.3197825,18.0483138,48.699,3102000.08,1010793.58,5462240.03,0,0,0,24.3450012207,1.0320000649,2.0130000114,0,1.8299999237
-37336.7953123,1570965103,400000000,body,12,768,0,40268.0527665,39,59.3197827,18.0483139,48.773,3102000.09,1010793.59,5462240.11,0,0,0,24.4190006256,1.0210000277,1.9900001288,0,1.8299999237
-37336.5953123,1570965103,599999999,body,12,768,0,40268.0527665,40,59.319783,18.0483139,48.877,3102000.12,1010793.6,5462240.21,0,0,0,24.5230007172,1.0099999905,1.9670001268,0,1.8299999237
-37336.3953123,1570965103,800000000,body,12,768,0,40268.0527665,39,59.3197832,18.0483138,48.98,3102000.15,1010793.6,5462240.31,0,0,0,24.626001358,1,1.9460000992,0,1.8299999237
-37336.1953123,1570965104,0,body,12,768,0,40268.052736,39,59.3197834,18.0483138,48.996,3102000.14,1010793.6,5462240.34,0,0,0,24.6420021057,0.9910000563,1.9260001183,0,1.8299999237
-37335.9953123,1570965104,199999999,body,12,768,0,40268.052736,39,59.3197837,18.0483138,49.068,3102000.15,1010793.6,5462240.41,0,0,0,24.7130012512,0.9810000658,1.9070000649,0,1.8299999237
-37335.7953123,1570965104,400000000,body,12,768,0,40268.052736,39,59.3197839,18.0483137,49.116,3102000.15,1010793.6,5462240.47,0,0,0,24.7620010376,0.9730000496,1.8880001307,0,1.8299999237
-37335.5953123,1570965104,599999999,body,12,768,0,40268.052736,39,59.3197842,18.0483137,49.222,3102000.17,1010793.61,5462240.58,0,0,0,24.8680019379,0.9640000463,1.870000124,0,1.8299999237
-37335.3953123,1570965104,800000000,body,12,768,0,40268.052736,40,59.3197845,18.0483137,49.332,3102000.2,1010793.61,5462240.69,0,0,0,24.9780006409,0.95600003,1.8530000448,0,1.8299999237
-37335.1953123,1570965105,0,body,12,768,0,40268.052797,39,59.3197847,18.0483136,49.314,3102000.18,1010793.6,5462240.68,0,0,0,24.9600009918,0.9480000734,1.8370001316,0,1.8299999237
-37334.9953123,1570965105,199999999,body,12,768,0,40268.052797,39,59.3197849,18.0483134,49.38,3102000.2,1010793.6,5462240.75,0,0,0,25.0250015259,0.9410000443,1.8220001459,0,1.8299999237
-37334.7953123,1570965105,400000000,body,12,768,0,40268.052797,39,59.3197851,18.0483133,49.415,3102000.2,1010793.59,5462240.79,0,0,0,25.0600013733,0.9340000153,1.807000041,0,1.8299999237
-37334.5953123,1570965105,599999999,body,12,768,0,40268.052797,39,59.3197853,18.0483132,49.465,3102000.2,1010793.58,5462240.85,0,0,0,25.1110019684,0.9270000458,1.7920000553,0,1.8299999237
-37334.3953123,1570965105,800000000,body,12,768,0,40268.052797,39,59.3197855,18.0483131,49.518,3102000.21,1010793.58,5462240.9,0,0,0,25.1640014648,0.9200000167,1.7780001164,0,1.8299999237
-37334.1953123,1570965106,0,body,12,768,0,40268.0527665,39,59.3197856,18.048313,49.544,3102000.21,1010793.58,5462240.94,0,0,0,25.1890010834,0.9140000343,1.7650001049,0,1.8299999237
-37333.9953123,1570965106,199999999,body,13,768,0,40268.0527665,39,59.3197858,18.0483129,49.591,3102000.22,1010793.57,5462240.99,0,0,0,25.2370014191,0.9070000649,1.7520000935,0,1.7899999619
-37333.7953123,1570965106,400000000,body,13,768,0,40268.0527665,39,59.319786,18.0483128,49.636,3102000.23,1010793.57,5462241.03,0,0,0,25.2810020447,0.9010000229,1.7400001288,0,1.7899999619
-37333.5953123,1570965106,599999999,body,13,768,0,40268.0527665,39,59.3197862,18.0483126,49.709,3102000.25,1010793.57,5462241.11,0,0,0,25.3550014496,0.8950000405,1.7280000448,0,1.7899999619
-37333.3953123,1570965106,800000000,body,13,768,0,40268.0527665,39,59.3197864,18.0483125,49.692,3102000.23,1010793.55,5462241.1,0,0,0,25.3380012512,0.8890000582,1.7160000801,0,1.7899999619
-37333.1953123,1570965107,0,body,13,768,0,40268.0528275,39,59.3197865,18.0483124,49.711,3102000.23,1010793.55,5462241.13,0,0,0,25.3560009003,0.8830000162,1.7050000429,0,1.7899999619
-37332.9953123,1570965107,199999999,body,13,768,0,40268.0528275,39,59.3197867,18.0483124,49.785,3102000.25,1010793.55,5462241.2,0,0,0,25.4300003052,0.8770000339,1.6940001249,0,1.7899999619
-37332.7953123,1570965107,400000000,body,13,768,0,40268.0528275,39,59.3197868,18.0483122,49.816,3102000.25,1010793.54,5462241.24,0,0,0,25.4610004425,0.8720000386,1.6840001345,0,1.7899999619
-37332.5953123,1570965107,599999999,body,13,768,0,40268.0528275,39,59.319787,18.0483122,49.899,3102000.28,1010793.55,5462241.32,0,0,0,25.5440006256,0.8670000434,1.6740000248,0,1.7899999619
-37332.3953123,1570965107,800000000,body,13,768,0,40268.0528275,39,59.3197871,18.048312,49.901,3102000.27,1010793.54,5462241.33,0,0,0,25.5460014343,0.8620000482,1.6650000811,0,1.7899999619
-37332.1953123,1570965108,0,body,13,768,0,40268.052797,39,59.3197873,18.0483118,49.953,3102000.29,1010793.53,5462241.38,0,0,0,25.5980014801,0.8580000401,1.6580001116,0,1.7899999619
-37331.9953123,1570965108,199999999,body,16,768,0,40268.052797,39,59.3197873,18.0483116,50.006,3102000.32,1010793.52,5462241.43,0,0,0,25.6520004272,0.8500000238,1.6350001097,0,1.439999938
-37331.7953123,1570965108,400000000,body,16,768,0,40268.052797,39,59.3197873,18.0483113,50.099,3102000.36,1010793.52,5462241.51,0,0,0,25.7450008392,0.8410000205,1.614000082,0,1.439999938
-37331.5953123,1570965108,599999999,body,16,768,0,40268.052797,39,59.3197874,18.048311,50.116,3102000.37,1010793.51,5462241.53,0,0,0,25.7620010376,0.8330000639,1.5930000544,0,1.439999938
-37331.3953123,1570965108,800000000,body,16,768,0,40268.052797,39,59.3197874,18.0483107,50.17,3102000.4,1010793.5,5462241.57,0,0,0,25.8160018921,0.8240000606,1.5720000267,0,1.439999938
-37331.1953123,1570965109,0,body,16,768,0,40268.0527665,39,59.3197875,18.0483105,50.226,3102000.42,1010793.49,5462241.63,0,0,0,25.8710002899,0.8160000443,1.5520000458,0,1.439999938
-37330.9953123,1570965109,199999999,body,16,768,0,40268.0527665,39,59.3197876,18.0483104,50.281,3102000.44,1010793.49,5462241.68,0,0,0,25.9270019531,0.8090000153,1.5330001116,0,1.439999938
-37330.7953123,1570965109,400000000,body,16,768,0,40268.0527665,39,59.3197877,18.0483103,50.314,3102000.45,1010793.49,5462241.71,0,0,0,25.9590015411,0.8020000458,1.5160000324,0,1.439999938
-37330.5953123,1570965109,599999999,body,16,768,0,40268.0527665,39,59.3197877,18.0483102,50.353,3102000.47,1010793.49,5462241.75,0,0,0,25.9980010986,0.7950000167,1.4990000725,0,1.439999938
-37330.3953123,1570965109,800000000,body,16,768,0,40268.0527665,39,59.3197878,18.0483101,50.402,3102000.49,1010793.49,5462241.79,0,0,0,26.0480003357,0.7880000472,1.4830000401,0,1.439999938
-37330.1953123,1570965110,0,body,16,768,0,40268.0528275,39,59.3197878,18.0483101,50.434,3102000.5,1010793.49,5462241.82,0,0,0,26.079000473,0.7820000649,1.4680000544,0,1.439999938
-37329.9953123,1570965110,199999999,body,16,768,0,40268.0528275,39,59.3197877,18.04831,50.451,3102000.52,1010793.49,5462241.84,0,0,0,26.0970020294,0.77700001,1.4540001154,0,1.439999938
-37329.7953123,1570965110,400000000,body,16,768,0,40268.0528275,39,59.3197877,18.0483098,50.479,3102000.54,1010793.49,5462241.85,0,0,0,26.1240005493,0.7710000277,1.441000104,0,1.439999938
-37329.5953123,1570965110,599999999,body,16,768,0,40268.0528275,39,59.3197876,18.0483097,50.517,3102000.57,1010793.49,5462241.88,0,0,0,26.1620006561,0.7660000324,1.4280000925,0,1.439999938
-37329.3953123,1570965110,800000000,body,16,768,0,40268.0528275,39,59.3197875,18.0483096,50.545,3102000.59,1010793.49,5462241.9,0,0,0,26.1900005341,0.7610000372,1.4160000086,0,1.439999938
-37329.1953123,1570965111,0,body,16,768,0,40268.052797,39,59.3197874,18.0483094,50.567,3102000.61,1010793.49,5462241.91,0,0,0,26.2120018005,0.7570000291,1.4040000439,0,1.439999938
-37328.9953123,1570965111,199999999,body,16,768,0,40268.052797,39,59.3197873,18.0483093,50.583,3102000.63,1010793.49,5462241.92,0,0,0,26.2290019989,0.7520000339,1.3930000067,0,1.439999938
-37328.7953123,1570965111,400000000,body,16,768,0,40268.052797,39,59.3197872,18.0483092,50.616,3102000.66,1010793.49,5462241.95,0,0,0,26.2620010376,0.7480000257,1.3820000887,0,1.439999938
-37328.5953123,1570965111,599999999,body,16,768,0,40268.052797,39,59.3197871,18.0483091,50.649,3102000.69,1010793.49,5462241.97,0,0,0,26.2950019836,0.7440000176,1.3710000515,0,1.439999938
-37328.3953123,1570965111,800000000,body,16,768,0,40268.052797,39,59.319787,18.0483089,50.686,3102000.71,1010793.49,5462242,0,0,0,26.3320007324,0.7400000095,1.3600000143,0,1.439999938
-37328.1953123,1570965112,0,body,16,768,0,40268.052858,39,59.3197869,18.0483088,50.719,3102000.74,1010793.49,5462242.02,0,0,0,26.3650016785,0.736000061,1.3500000238,0,1.439999938
-37327.9953123,1570965112,199999999,body,16,768,0,40268.052858,39,59.3197869,18.0483087,50.752,3102000.77,1010793.5,5462242.04,0,0,0,26.3970012665,0.7320000529,1.3410000801,0,1.439999938
-37327.7953123,1570965112,400000000,body,16,768,0,40268.052858,39,59.3197867,18.0483086,50.776,3102000.79,1010793.5,5462242.06,0,0,0,26.4210014343,0.7280000448,1.3320000172,0,1.439999938
-37327.5953123,1570965112,599999999,body,16,768,0,40268.052858,39,59.3197866,18.0483084,50.765,3102000.8,1010793.5,5462242.04,0,0,0,26.4110012054,0.7250000238,1.3230000734,0,1.439999938
-37327.3953123,1570965112,800000000,body,16,768,0,40268.052858,39,59.3197865,18.0483084,50.773,3102000.82,1010793.49,5462242.04,0,0,0,26.4190006256,0.7210000157,1.3150000572,0,1.439999938
-37327.1953123,1570965113,0,body,16,768,0,40268.0528275,39,59.3197864,18.0483082,50.753,3102000.82,1010793.49,5462242.02,0,0,0,26.3990020752,0.7180000544,1.307000041,0,1.439999938
-37326.9953123,1570965113,199999999,body,16,768,0,40268.0528275,39,59.3197863,18.0483081,50.777,3102000.84,1010793.49,5462242.03,0,0,0,26.422000885,0.7150000334,1.2990000248,0,1.439999938
-37326.7953123,1570965113,400000000,body,16,768,0,40268.0528275,39,59.3197862,18.048308,50.782,3102000.85,1010793.49,5462242.03,0,0,0,26.4280014038,0.7120000124,1.2910000086,0,1.439999938
-37326.5953123,1570965113,599999999,body,16,768,0,40268.0528275,40,59.3197862,18.0483079,50.808,3102000.87,1010793.48,5462242.05,0,0,0,26.454000473,0.7080000043,1.2830001116,0,1.439999938
-37326.3953123,1570965113,800000000,body,16,768,0,40268.0528275,40,59.3197862,18.0483077,50.826,3102000.88,1010793.48,5462242.07,0,0,0,26.4710006714,0.7050000429,1.2750000954,0,1.439999938
-37326.1953123,1570965114,0,body,16,768,0,40268.0528886,40,59.3197862,18.0483077,50.844,3102000.89,1010793.48,5462242.08,0,0,0,26.4900016785,0.7020000219,1.2660000324,0,1.439999938
-37325.9953123,1570965114,199999999,body,16,768,0,40268.0528886,40,59.3197861,18.0483076,50.835,3102000.89,1010793.47,5462242.07,0,0,0,26.4800014496,0.6980000138,1.2570000887,0,1.439999938
-37325.7953123,1570965114,400000000,body,16,768,0,40268.0528886,39,59.3197861,18.0483075,50.838,3102000.9,1010793.47,5462242.07,0,0,0,26.4840011597,0.6940000057,1.2490000725,0,1.439999938
-37325.5953123,1570965114,599999999,body,16,768,0,40268.0528886,39,59.3197861,18.0483074,50.844,3102000.91,1010793.46,5462242.08,0,0,0,26.4890003204,0.6910000443,1.2410000563,0,1.439999938
