ToWms, noSats, ecef[0], ecef[1], ecef[2], lla[0], lla[1], lla[2], hMSL, hAcc, vAcc, pDop, towOffset
306703400,0,3098541.960000,1011142.440000,5464103.830000,59.352866,18.072978,30.316000,6.072001,0.421000,0.757000,1.130000,304801.753206
306703600,0,3098541.950000,1011142.430000,5464103.820000,59.352866,18.072978,30.299000,6.056000,0.421000,0.758000,1.130000,304801.753206
306703800,0,3098541.940000,1011142.430000,5464103.820000,59.352866,18.072978,30.298000,6.054000,0.422000,0.760000,1.130000,304801.753206
306704000,0,3098541.930000,1011142.420000,5464103.810000,59.352866,18.072978,30.282000,6.039001,0.423000,0.762000,1.130000,304801.753175
306704200,0,3098541.910000,1011142.410000,5464103.800000,59.352866,18.072978,30.269000,6.025000,0.424000,0.764000,1.130000,304801.753175
306704400,0,3098541.910000,1011142.410000,5464103.800000,59.352866,18.072978,30.264000,6.021000,0.425000,0.766000,1.130000,304801.753175
306704600,0,3098541.890000,1011142.410000,5464103.780000,59.352866,18.072978,30.237000,5.994000,0.426000,0.767000,1.130000,304801.753175
306704800,0,3098541.880000,1011142.410000,5464103.780000,59.352866,18.072978,30.228000,5.984000,0.427000,0.769000,1.130000,304801.753175
306705000,0,3098541.860000,1011142.410000,5464103.770000,59.352866,18.072978,30.214000,5.970000,0.429000,0.771000,1.130000,304801.753145
306705200,0,3098541.850000,1011142.400000,5464103.760000,59.352866,18.072978,30.201000,5.958000,0.430000,0.773000,1.130000,304801.753145
306705400,0,3098541.830000,1011142.400000,5464103.750000,59.352866,18.072978,30.180000,5.936000,0.431000,0.775000,1.130000,304801.753145
306705600,0,3098541.810000,1011142.390000,5464103.740000,59.352866,18.072978,30.162000,5.919000,0.432000,0.777000,1.130000,304801.753145
306705800,0,3098541.800000,1011142.390000,5464103.730000,59.352867,18.072979,30.145000,5.901000,0.433000,0.779000,1.130000,304801.753145
306706000,0,3098541.780000,1011142.390000,5464103.710000,59.352867,18.072979,30.119000,5.875000,0.434000,0.781000,1.130000,304801.753206
306706200,0,3098541.770000,1011142.390000,5464103.700000,59.352867,18.072979,30.104000,5.860000,0.436000,0.782000,1.130000,304801.753206
306706400,0,3098541.750000,1011142.380000,5464103.680000,59.352867,18.072979,30.073000,5.830000,0.437000,0.785000,1.130000,304801.753206
306706600,0,3098541.730000,1011142.380000,5464103.660000,59.352867,18.072979,30.053000,5.810000,0.438000,0.786000,1.130000,304801.753206
306706800,0,3098541.720000,1011142.370000,5464103.650000,59.352867,18.072979,30.030000,5.787000,0.439000,0.788000,1.130000,304801.753206
306707000,0,3098541.700000,1011142.360000,5464103.610000,59.352867,18.072979,29.991000,5.748000,0.440000,0.790000,1.130000,304801.753175
306707200,0,3098541.680000,1011142.360000,5464103.580000,59.352867,18.072979,29.954000,5.711000,0.441000,0.792000,1.130000,304801.753175
306707400,0,3098541.660000,1011142.350000,5464103.560000,59.352867,18.072979,29.923000,5.679000,0.442000,0.794000,1.070000,304801.753175
306707600,0,3098541.640000,1011142.340000,5464103.520000,59.352867,18.072979,29.879000,5.635000,0.443000,0.795000,1.070000,304801.753175
306707800,0,3098541.620000,1011142.340000,5464103.490000,59.352867,18.072979,29.843000,5.599000,0.445000,0.797000,1.070000,304801.753175
306708000,0,3098541.600000,1011142.330000,5464103.460000,59.352867,18.072979,29.806000,5.563000,0.446000,0.798000,1.070000,304801.753236
306708200,0,3098541.580000,1011142.320000,5464103.430000,59.352867,18.072979,29.769000,5.525000,0.448000,0.800000,1.070000,304801.753236
306708400,0,3098541.560000,1011142.310000,5464103.400000,59.352867,18.072979,29.731000,5.487000,0.449000,0.801000,1.130000,304801.753236
306708600,0,3098541.550000,1011142.310000,5464103.380000,59.352867,18.072979,29.706000,5.462000,0.451000,0.803000,1.130000,304801.753236
306708800,0,3098541.530000,1011142.300000,5464103.330000,59.352867,18.072978,29.655000,5.411000,0.452000,0.804000,1.130000,304801.753236
306709000,0,3098541.510000,1011142.290000,5464103.280000,59.352867,18.072978,29.603000,5.359000,0.453000,0.806000,1.130000,304801.753206
306709200,0,3098541.480000,1011142.280000,5464103.230000,59.352867,18.072978,29.542000,5.298000,0.454000,0.807000,1.130000,304801.753206
306709400,0,3098541.470000,1011142.270000,5464103.190000,59.352867,18.072978,29.506000,5.263000,0.454000,0.808000,1.130000,304801.753206
306709600,0,3098541.450000,1011142.270000,5464103.150000,59.352867,18.072978,29.456000,5.213000,0.454000,0.810000,1.020000,304801.753206
