timeOfWeek, lla0,lla1,lla2,ned0,ned1,ned2,theta0,theta1,theta2
294660.645, 59.3527177, 18.0729029, 28.51, 1562.609009, -1937.011353, 2.682883,   1.3,   1.6, -21.5
294660.685, 59.3527176, 18.0729030, 28.51, 1562.601318, -1937.005371, 2.683275,   1.3,   1.6, -21.5
294660.725, 59.3527176, 18.0729029, 28.51, 1562.604370, -1937.012817, 2.687817,   1.3,   1.6, -21.5
294660.765, 59.3527176, 18.0729030, 28.51, 1562.596558, -1937.006958, 2.689785,   1.3,   1.6, -21.5
294660.805, 59.3527175, 18.0729031, 28.51, 1562.588379, -1937.000854, 2.689006,   1.3,   1.6, -21.5
294660.845, 59.3527174, 18.0729032, 28.51, 1562.580200, -1936.994629, 2.689025,   1.3,   1.6, -21.6
294660.885, 59.3527173, 18.0729033, 28.51, 1562.571655, -1936.988403, 2.690057,   1.3,   1.6, -21.6
294660.925, 59.3527174, 18.0729032, 28.50, 1562.574707, -1936.994995, 2.692207,   1.3,   1.6, -21.6
294660.965, 59.3527173, 18.0729033, 28.50, 1562.565918, -1936.988525, 2.693155,   1.4,   1.6, -21.6
294661.005, 59.3527172, 18.0729034, 28.50, 1562.557251, -1936.981934, 2.693418,   1.3,   1.6, -21.6
294661.045, 59.3527171, 18.0729035, 28.50, 1562.548340, -1936.975342, 2.693781,   1.4,   1.6, -21.6
294661.085, 59.3527171, 18.0729037, 28.50, 1562.539307, -1936.968506, 2.694795,   1.4,   1.6, -21.6
294661.125, 59.3527171, 18.0729036, 28.50, 1562.541748, -1936.974609, 2.697382,   1.3,   1.6, -21.6
294661.165, 59.3527170, 18.0729037, 28.50, 1562.532471, -1936.967651, 2.696619,   1.3,   1.7, -21.6
294661.205, 59.3527169, 18.0729038, 28.50, 1562.522827, -1936.960327, 2.698070,   1.3,   1.7, -21.6
294661.245, 59.3527168, 18.0729039, 28.50, 1562.513306, -1936.953003, 2.697634,   1.3,   1.7, -21.6
294661.285, 59.3527167, 18.0729041, 28.50, 1562.503540, -1936.945679, 2.699158,   1.3,   1.7, -21.6
294661.325, 59.3527168, 18.0729040, 28.50, 1562.506104, -1936.951904, 2.700145,   1.3,   1.7, -21.6
294661.365, 59.3527167, 18.0729041, 28.50, 1562.495972, -1936.944336, 2.700592,   1.3,   1.7, -21.6
294661.405, 59.3527166, 18.0729042, 28.50, 1562.485718, -1936.936646, 2.698982,   1.3,   1.7, -21.6
294661.445, 59.3527165, 18.0729044, 28.50, 1562.475586, -1936.928589, 2.699511,   1.3,   1.7, -21.6
294661.485, 59.3527164, 18.0729045, 28.50, 1562.464966, -1936.920654, 2.700817,   1.3,   1.7, -21.6
294661.525, 59.3527164, 18.0729044, 28.49, 1562.467529, -1936.926514, 2.703959,   1.3,   1.7, -21.6
