obsCount, time1, time2, sat, SNR, LLI, code,P
1,1553680260,0.589000,84,148,0,12,19778777.035265,
22,1553680260,0.789000,24,144,0,1,19103464.805004,33,136,0,1,18366298.268315,13,148,0,1,17804808.275626,28,152,0,1,18178255.307459,15,152,0,1,17600348.489275,30,124,0,1,20724741.047204,20,128,0,1,19887967.298740,17,132,0,1,19893068.416190,43,164,0,1,15947779.854540,34,172,0,1,16802869.111142,44,156,0,1,17446978.676863,42,152,0,1,18543609.772278,52,132,2,1,18566902.261329,10,120,3,1,20893861.699602,35,76,0,1,19896087.103694,11,136,0,1,20783524.548691,83,108,0,12,21874185.308522,71,116,0,12,21712367.205794,62,140,0,12,22346369.406673,67,132,0,12,19067343.820820,66,104,0,12,23535102.843907,61,140,0,12,21112100.917564,
1,1553680260,0.789000,84,148,0,12,19778816.751960,
22,1553680260,0.989000,24,144,0,1,19103354.397476,33,136,0,1,18366450.591265,13,148,0,1,17804895.683766,28,152,0,1,18178322.927053,15,152,0,1,17600368.661727,30,124,0,1,20724877.385755,20,128,0,1,19887969.759221,17,132,0,1,19892970.485568,43,164,0,1,15947790.952879,34,172,0,1,16802849.863551,44,156,0,1,17446874.359461,42,152,0,1,18543748.902864,52,132,2,1,18566847.432745,10,120,2,1,20893789.682553,35,76,0,1,19895944.326013,11,136,0,1,20783498.966672,83,108,0,12,21874298.159080,71,120,0,12,21712327.750852,62,140,0,12,22346477.545673,67,132,0,12,19067354.046647,66,104,0,12,23535014.877360,61,140,0,12,21112032.250957,
1,1553680260,0.989000,84,148,0,12,19778856.206902,
22,1553680261,0.189000,24,144,0,1,19103244.007399,33,136,0,1,18366602.896766,13,148,0,1,17804983.248959,28,152,0,1,18178390.564097,15,152,0,1,17600388.799278,30,124,0,1,20725013.619605,20,128,0,1,19887972.411654,17,132,0,1,19892872.677098,43,164,0,1,15947802.051217,34,172,0,1,16802830.563611,44,156,0,1,17446770.059510,42,152,0,1,18543887.911299,52,132,2,1,18566792.953165,10,120,2,1,20893716.688292,35,76,0,1,19895800.937574,11,136,0,1,20783473.367202,83,108,0,12,21874409.264617,71,120,0,12,21712291.262447,62,140,0,12,22346585.911525,67,132,0,12,19067364.202674,66,104,0,12,23534926.649059,61,140,0,12,21111962.903792,
1,1553680261,0.189000,84,148,0,12,19778895.906148,
22,1553680261,0.389000,24,144,0,1,19103133.669672,33,136,0,1,18366755.184816,13,148,0,1,17805070.674550,28,152,0,1,18178458.113890,15,152,0,1,17600408.936829,30,124,0,1,20725148.701741,20,128,0,1,19887975.098987,17,132,0,1,19892774.781376,43,164,0,1,15947813.184456,34,172,0,1,16802811.263670,44,156,0,1,17446665.811909,42,152,0,1,18544026.884833,52,132,2,1,18566737.810477,10,120,2,1,20893646.171962,35,76,0,1,19895658.229693,11,136,0,1,20783447.889884,83,108,0,12,21874521.539318,71,120,0,12,21712253.308223,62,140,0,12,22346694.259927,67,132,0,12,19067374.323800,66,104,0,12,23534838.665061,61,140,0,12,21111893.888181,
1,1553680261,0.389000,84,148,0,12,19778935.640294,
22,1553680261,0.589000,24,144,0,1,19103023.279595,33,132,0,1,18366907.507767,13,148,0,1,17805158.135041,28,152,0,1,18178525.803284,15,152,0,1,17600429.056930,30,128,0,1,20725283.853677,20,128,0,1,19887977.786321,17,132,0,1,19892676.885655,43,164,0,1,15947824.195544,34,172,0,1,16802791.928828,44,156,0,1,17446561.529408,42,152,0,1,18544165.875817,52,136,2,1,18566682.493286,10,120,2,1,20893570.664870,35,80,0,1,19895514.911055,11,132,0,1,20783422.325315,83,108,0,12,21874634.128122,71,120,0,12,21712212.858618,62,140,0,12,22346802.521078,67,132,0,12,19067384.497277,66,104,0,12,23534751.117319,61,144,0,12,21111825.134323,
1,1553680261,0.589000,84,148,0,12,19778975.199937,
22,1553680261,0.789000,24,144,0,1,19102912.854617,33,132,0,1,18367059.883068,13,148,0,1,17805245.630433,28,152,0,1,18178593.387978,15,152,0,1,17600449.211932,30,128,0,1,20725419.598921,20,128,0,1,19887980.368953,17,132,0,1,19892578.972483,43,164,0,1,15947835.398584,34,172,0,1,16802772.541637,44,156,0,1,17446457.264357,42,152,0,1,18544304.866801,52,136,2,1,18566627.699603,10,124,2,1,20893498.229016,35,80,0,1,19895372.918633,11,132,0,1,20783397.074850,83,108,0,12,21874746.455174,71,120,0,12,21712177.975633,62,140,0,12,22346910.852029,67,132,0,12,19067394.618403,66,104,0,12,23534664.581689,61,144,0,12,21111756.397915,
1,1553680261,0.789000,84,148,0,12,19779014.916633,
