_ID_,hdwStatus,insStatus,lla[0],lla[1],lla[2],ned[0],ned[1],ned[2],theta[0],theta[1],theta[2],timeOfWeek,uvw[0],uvw[1],uvw[2],week
18,91,428021111,59.352907012063838,18.073045280100832,29.320057219825685,2144305,11034118,1389.27783,0.279542714,0.00229651248,-3.10849667,136243.24152148634,0.00642991159,0.00331527973,0.00305550778,2040
33,91,428021111,59.352907009331169,18.073045281631991,29.318826814182103,2144305,11034118,1389.27917,0.281210303,0.00287818303,-3.108603,136243.29149706991,0.0139662083,0.00157735124,0.0108687412,2040
46,83,428021111,59.352907006309259,18.073045286347345,29.320832254365087,2144305,11034118,1389.2771,0.283258259,0.00390619738,-3.10811353,136243.34149707228,0.0161776952,-0.0111219436,0.0225805789,2040
60,83,428021111,59.352907004237913,18.073045297904478,29.322075963951647,2144305,11034118,1389.27588,0.285308987,0.00508660777,-3.10652161,136243.39147265584,0.0155010195,-0.0259194151,0.0202821959,2040
73,91,428021111,59.352907003183496,18.073045308684751,29.325013878755271,2144305,11034118,1389.27295,0.286888629,0.00583745865,-3.10404754,136243.44147509654,0.0128143514,-0.0353005454,0.0139215775,2040
87,91,428021111,59.352907002066573,18.073045314042652,29.324103691615164,2144305,11034118,1389.2738,0.291362762,0.00627097022,-3.10028338,136243.49153979452,-0.0032827314,-0.0481501594,0.0189591758,2040
100,91,428021111,59.352907002566269,18.073045320159228,29.326341188512743,2144305,11034118,1389.27161,0.294200599,0.00653639482,-3.0962348,136243.54153979689,-0.0317212231,-0.0484164394,0.00838096626,2040
114,91,428021111,59.352907004675316,18.07304532544552,29.328472033143044,2144305,11034118,1389.26941,0.295117289,0.00667996379,-3.09228396,136243.59151538045,-0.0431692153,-0.0194606893,0.00360000879,2040
127,91,428021111,59.352907006914641,18.073045326944207,29.330944400280714,2144305,11034118,1389.26697,0.295816302,0.00692330813,-3.09022331,136243.64151538283,-0.0307916589,0.0217445921,-0.00703890063,2040
141,91,428021111,59.352907006475306,18.073045317552438,29.330613965168595,2144305,11034118,1389.26733,0.29324922,0.00738801807,-3.09061527,136243.69149096639,-0.0161361583,0.0451740883,-0.016390577,2040
154,83,428021111,59.352907005492959,18.073045305022184,29.331444267183542,2144305,11034118,1389.26648,0.289794028,0.00769717339,-3.09279513,136243.74149096876,-0.00589843839,0.0515224785,-0.0183252022,2040
168,91,428021111,59.352907005584228,18.073045298448861,29.332670352421701,2144305,11034118,1389.26526,0.28435111,0.00691716792,-3.09582329,136243.79146655233,-0.00647479482,0.0515260585,-0.0300524943,2040
181,91,428021111,59.352907005986189,18.073045293213706,29.334131226874888,2144305,11034118,1389.26379,0.281033456,0.00553225772,-3.09853077,136243.84147607305,-0.01005881,0.040530242,-0.0300257709,2040
195,91,428021111,59.352907006016281,18.073045288306151,29.334834108129144,2144305,11034118,1389.26306,0.277806997,0.00414713193,-3.10064459,136243.891533691,-0.00970070064,0.0216005966,-0.0229825098,2040
208,91,428021111,59.352907006504189,18.073045287248814,29.334455688484013,2144305,11034118,1389.26343,0.275917411,0.0036056675,-3.10141611,136243.94153369337,-0.0101253157,0.00728122331,0.000563271344,2040
222,91,428021111,59.352907007129623,18.073045289801708,29.336800632067025,2144305,11034118,1389.26111,0.275619149,0.0043184706,-3.10067439,136243.99150927694,-0.0101534761,-0.00237543485,0.0142203392,2040
