_ID_,hdwStatus,insStatus,lla[0],lla[1],lla[2],ned[0],ned[1],ned[2],theta[0],theta[1],theta[2],timeOfWeek,uvw[0],uvw[1],uvw[2],week
1,65627,419632503,59.352955576330785,18.073139179004659,24.919513829983771,2144310.25,11034125,1393.67847,0.163675308,0.0422104783,-1.22038937,136137.71214632419,-0.029021237,0.0615259632,-0.00499293767,2040
10,65627,419632503,59.352955600548242,18.07313922877632,24.916547557339072,2144310.25,11034125,1393.6814,0.164592296,0.0424522497,-1.21816289,136137.76220540513,-0.0369694643,0.0739689469,0.00491406489,2040
24,65627,419632503,59.352955629387438,18.073139277666805,24.917943698354065,2144310.25,11034125,1393.68005,0.166034222,0.0425574481,-1.21516967,136137.81220540751,-0.0251514763,0.0885932446,-0.0126146972,2040
37,65627,419632503,59.35295566095386,18.073139321826545,24.916015230119228,2144310.25,11034125,1393.68188,0.168123141,0.0424762368,-1.21198177,136137.86218099107,-0.0215025358,0.0676876381,0.00225391146,2040
51,65627,419632503,59.352955714682473,18.073139328449617,24.916669523343444,2144310.25,11034125,1393.68127,0.170712814,0.0422285348,-1.20969474,136137.91218099344,-0.0206258148,0.0537504405,-0.00880032033,2040
64,65619,419632503,59.352955733932589,18.073139366268411,24.914071766659617,2144310.25,11034125,1393.68384,0.174336448,0.0425778851,-1.20798254,136137.96215657701,-0.0294313952,0.0495991074,-0.0248245187,2040
78,65627,419632503,59.35295575075417,18.073139412313711,24.914417315274477,2144310.25,11034125,1393.68347,0.177605152,0.0431386046,-1.20675254,136138.0121260618,-0.0421789214,0.05441048,-0.0308419988,2040
91,65627,419632503,59.35295576888835,18.073139473898156,24.911877508275211,2144310.25,11034125,1393.68604,0.181150809,0.0437517948,-1.20571959,136138.06210164537,-0.0508245975,0.0578505769,-0.0326956958,2040
105,65627,419632503,59.352955802788799,18.073139511233162,24.914234918542206,2144310.25,11034125,1393.68372,0.184816018,0.0444733426,-1.20528042,136138.11210164774,-0.0488886721,0.0558300875,-0.0277634412,2040
118,65627,419632503,59.352955821069351,18.073139571128287,24.912756870500743,2144310.25,11034125,1393.68518,0.187575027,0.0450835712,-1.20536232,136138.16216878404,-0.0427730568,0.0553922541,-0.0192866772,2040
132,65619,419632503,59.352955869643232,18.07313980437198,24.909503592178226,2144310.25,11034125,1393.68848,0.188732356,0.0459053107,-1.20608521,136138.21216878641,-0.0453458242,0.0573241711,-0.00893817842,2040
145,65619,419632503,59.352955903319021,18.073139936275606,24.904509413056076,2144310.25,11034125,1393.69348,0.189077646,0.0463963859,-1.20691895,136138.26214436998,-0.0494916365,0.0599856377,-0.00394903496,2040
159,65619,419632503,59.352955969287109,18.073139852032043,24.903874607756734,2144310.25,11034125,1393.69409,0.187498778,0.0462364107,-1.20744121,136138.31214437235,-0.0492679551,0.0638522655,-0.00473684724,2040
172,65619,419632503,59.352955876074347,18.073139778577122,24.898869837634265,2144310.25,11034125,1393.6991,0.186106771,0.0463191345,-1.20773208,136138.36211995591,-0.0464564562,0.0664032772,0.00125161465,2040
186,65627,419632503,59.352955783032399,18.073139748390684,24.897119683213532,2144310.25,11034125,1393.70081,0.184205979,0.0467434116,-1.20757842,136138.41211995829,-0.0461913012,0.0602086708,0.00118687749,2040
199,65627,419632503,59.352955738150435,18.073139771942454,24.895254680886865,2144310.25,11034125,1393.70264,0.180398971,0.048041705,-1.20689929,136138.46209554185,-0.0452266037,0.0606086813,-0.0203566663,2040
213,65627,419632503,59.352955778398382,18.073139784241871,24.897618980146945,2144310.25,11034125,1393.70032,0.178896099,0.0490724705,-1.20589972,136138.51209554423,-0.0473428071,0.0590350293,-0.0172497183,2040
226,65627,419632503,59.352955873753601,18.0731397269331,24.892640525475144,2144310.25,11034125,1393.70532,0.178786963,0.0486810915,-1.20477128,136138.56216268052,-0.0486491844,0.0659983605,0.00498845987,2040
240,65619,419632503,59.352955933443745,18.073139524514517,24.886031182482839,2144310.25,11034125,1393.71191,0.180671513,0.0472970717,-1.20394027,136138.6121626829,-0.0494697243,0.0656896979,0.0110977031,2040
253,65627,419632503,59.352956112168449,18.073139337233769,24.883519257418811,2144310.25,11034125,1393.71448,0.18270117,0.0453125387,-1.2040832,136138.66213826646,-0.0457109734,0.0586050712,0.021103628,2040
267,65627,419632503,59.35295651486549,18.073139466769341,24.880723604932427,2144310.5,11034125,1393.71716,0.181381986,0.0433822237,-1.20605516,136138.71213826883,-0.0396858752,0.0626301616,0.0323025398,2040
280,65627,419632503,59.352956530875602,18.073139511596764,24.872750842943788,2144310.5,11034125,1393.72522,0.176455855,0.0415263437,-1.20893347,136138.7621138524,-0.0299089737,0.0498996153,0.0353673473,2040
294,65619,419632503,59.352956543595056,18.073139543374875,24.869238641113043,2144310.5,11034125,1393.72876,0.172435954,0.0397385582,-1.2123189,136138.81211385477,-0.0226343386,0.0467815399,0.0392423049,2040
307,65619,419632503,59.352956558347778,18.07313957096531,24.862730577588081,2144310.5,11034125,1393.73523,0.170157552,0.0376392528,-1.21621203,136138.86218099107,-0.0150236599,0.051398173,0.0419863537,2040
