timeOfWeek, lla0,lla1,lla2,ned0,ned1,ned2,theta0,theta1,theta2
296125.260, 59.3527335, 18.0728712, 28.84, 1564.366699, -1938.805542, 2.360812,  59.0,  81.6, -129.7
296125.300, 59.3527335, 18.0728712, 28.84, 1564.368530, -1938.805298, 2.360989,  59.0,  81.6, -129.7
296125.340, 59.3527335, 18.0728713, 28.83, 1564.370361, -1938.805176, 2.370626,  59.0,  81.6, -129.7
296125.380, 59.3527335, 18.0728713, 28.83, 1564.372192, -1938.804932, 2.370793,  59.0,  81.5, -129.7
296125.420, 59.3527336, 18.0728713, 28.83, 1564.374023, -1938.804810, 2.370957,  59.0,  81.5, -129.7
296125.460, 59.3527336, 18.0728713, 28.82, 1564.375732, -1938.804565, 2.371118,  59.1,  81.5, -129.6
296125.500, 59.3527336, 18.0728713, 28.82, 1564.377563, -1938.804565, 2.371277,  59.1,  81.5, -129.6
296125.540, 59.3527336, 18.0728713, 28.82, 1564.379395, -1938.804443, 2.380723,  59.0,  81.5, -129.6
296125.580, 59.3527336, 18.0728713, 28.82, 1564.381104, -1938.804199, 2.380870,  59.0,  81.5, -129.7
296125.620, 59.3527336, 18.0728713, 28.82, 1564.382935, -1938.803833, 2.381014,  58.8,  81.5, -129.9
296125.660, 59.3527337, 18.0728713, 28.81, 1564.384644, -1938.803589, 2.381153,  58.6,  81.5, -130.1
296125.700, 59.3527337, 18.0728713, 28.81, 1564.386353, -1938.803345, 2.381288,  58.4,  81.6, -130.3
296125.740, 59.3527337, 18.0728713, 28.81, 1564.387939, -1938.803223, 2.390665,  58.2,  81.6, -130.6
296125.780, 59.3527337, 18.0728713, 28.81, 1564.389648, -1938.802979, 2.390793,  57.9,  81.6, -130.9
296125.820, 59.3527337, 18.0728713, 28.81, 1564.391357, -1938.802856, 2.390918,  57.6,  81.7, -131.2
296125.860, 59.3527337, 18.0728713, 28.81, 1564.392944, -1938.802612, 2.391042,  57.3,  81.8, -131.5
296125.900, 59.3527338, 18.0728713, 28.80, 1564.394653, -1938.802246, 2.391165,  57.1,  81.8, -131.8
296125.940, 59.3527338, 18.0728713, 28.80, 1564.396362, -1938.802124, 2.400326,  56.8,  81.9, -132.0
296125.980, 59.3527338, 18.0728713, 28.80, 1564.397949, -1938.802124, 2.400445,  56.7,  81.9, -132.1
296126.020, 59.3527338, 18.0728713, 28.80, 1564.399414, -1938.801880, 2.400562,  56.7,  81.9, -132.2
296126.060, 59.3527338, 18.0728713, 28.80, 1564.401123, -1938.801758, 2.400677,  56.8,  81.9, -132.1
296126.100, 59.3527338, 18.0728713, 28.80, 1564.402832, -1938.801514, 2.400791,  56.9,  81.9, -132.0
296126.140, 59.3527338, 18.0728713, 28.79, 1564.404297, -1938.801514, 2.409861,  57.1,  81.9, -131.8
296126.180, 59.3527339, 18.0728713, 28.79, 1564.405762, -1938.801270, 2.409970,  57.4,  81.9, -131.5
296126.220, 59.3527339, 18.0728713, 28.79, 1564.407471, -1938.801270, 2.410076,  57.7,  81.9, -131.1
296126.260, 59.3527339, 18.0728713, 28.79, 1564.408936, -1938.801270, 2.410179,  58.1,  81.9, -130.8
296126.300, 59.3527339, 18.0728713, 28.79, 1564.410400, -1938.801147, 2.410279,  58.4,  81.9, -130.5
296126.340, 59.3527339, 18.0728713, 28.78, 1564.411743, -1938.801147, 2.418823,  58.6,  81.8, -130.3
