sat, iode, iodc, sva, svh, week, code, flag,toe1, toe2, toc1, toc2, ttr1, ttr2, A, e, i0, OMG0, omg, M0, deln, OMGd, idot, crc, crs, cuc, cus, cic, cis, toes, fit, f0, f1, f2
30,94,94,0,0,2043,1,0,-896539872,0.000000,-896539776,26559686.346277,-1610612737,0.941165,1.703674,1505186537,778313301,0.000000,-0.000000,0.000000,301.343750,12.718750,0.000001,0.000004,-0.000000,-0.000000,381600.000000,4.000000,-0.000064,-0.000000,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000
4,12,780,3,63,2043,1,0,-896539872,0.000000,-896539776,26559299.272611,-1,0.960215,0.642173,-1247120348,-1194629378,0.000000,-0.000000,0.000000,154.406250,40.843750,0.000002,0.000012,-0.000000,0.000000,381600.000000,4.000000,0.000129,0.000000,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000
