timeOfWeek, lla0,lla1,lla2,ned0,ned1,ned2,theta0,theta1,theta2
376766.892s, 59.3480928, 18.0685568, 66.80, 1048.689697, -2183.292969, -35.608517,   6.1, -30.7,  -4.0
376766.932s, 59.3480928, 18.0685568, 66.80, 1048.689697, -2183.292725, -35.608513,   6.1, -30.7,  -4.0
376766.972s, 59.3480928, 18.0685568, 66.80, 1048.689697, -2183.292725, -35.608513,   6.1, -30.7,  -4.0
376767.012s, 59.3480928, 18.0685568, 66.80, 1048.689697, -2183.292725, -35.608509,   6.1, -30.7,  -4.0
376767.052s, 59.3480928, 18.0685568, 66.80, 1048.689697, -2183.292725, -35.608509,   6.1, -30.7,  -4.0
376767.092s, 59.3480928, 18.0685568, 66.80, 1048.689819, -2183.292725, -35.608509,   6.1, -30.7,  -4.0
376767.132s, 59.3480928, 18.0685568, 66.80, 1048.689819, -2183.292725, -35.608505,   6.1, -30.7,  -4.0
376767.172s, 59.3480928, 18.0685568, 66.80, 1048.689819, -2183.292725, -35.608505,   6.1, -30.7,  -4.0
376767.212s, 59.3480928, 18.0685568, 66.80, 1048.689819, -2183.292725, -35.608505,   6.1, -30.7,  -4.0
376767.252s, 59.3480928, 18.0685568, 66.80, 1048.689819, -2183.292480, -35.608501,   6.1, -30.7,  -4.0
376767.292s, 59.3480928, 18.0685568, 66.80, 1048.689819, -2183.292480, -35.608498,   6.1, -30.7,  -4.0
376767.332s, 59.3480928, 18.0685568, 66.80, 1048.689819, -2183.292480, -35.608498,   6.1, -30.7,  -4.0
376767.372s, 59.3480928, 18.0685568, 66.80, 1048.689819, -2183.292480, -35.608498,   6.1, -30.7,  -4.0
376767.412s, 59.3480928, 18.0685568, 66.80, 1048.689819, -2183.292236, -35.608494,   6.1, -30.7,  -4.0
376767.452s, 59.3480928, 18.0685568, 66.80, 1048.689819, -2183.292236, -35.608494,   6.1, -30.7,  -4.0
376767.492s, 59.3480928, 18.0685568, 66.80, 1048.689819, -2183.292236, -35.608490,   6.1, -30.7,  -4.0
376767.532s, 59.3480928, 18.0685568, 66.80, 1048.689819, -2183.292236, -35.608490,   6.1, -30.7,  -4.0
376767.572s, 59.3480928, 18.0685568, 66.80, 1048.689819, -2183.291992, -35.608490,   6.1, -30.7,  -4.0
376767.612s, 59.3480928, 18.0685568, 66.80, 1048.689819, -2183.291992, -35.608486,   6.1, -30.7,  -4.0
376767.652s, 59.3480928, 18.0685568, 66.80, 1048.689819, -2183.291992, -35.608486,   6.1, -30.7,  -4.0
376767.692s, 59.3480928, 18.0685568, 66.80, 1048.689819, -2183.291992, -35.608486,   6.1, -30.7,  -4.0
