_ID_,hdwStatus,insStatus,lla[0],lla[1],lla[2],ned[0],ned[1],ned[2],theta[0],theta[1],theta[2],timeOfWeek,uvw[0],uvw[1],uvw[2],week
8,91,419632503,59.352922049695287,18.073045435575427,29.465635111555457,2144306.5,11034118,1389.13232,0.267604709,-0.00496602571,1.37303531,136313.10254579189,-0.000865414739,0.151776105,-0.0280650593,2040
27,91,419632503,59.352921759940813,18.073045397284712,29.466165374964476,2144306.5,11034118,1389.13184,0.266338587,-0.00390064879,1.37194061,136313.15261292818,-0.00448513776,0.158422828,-0.0194360986,2040
41,91,419632503,59.352921483272198,18.073045337399087,29.465405085124075,2144306.5,11034118,1389.13257,0.264508396,-0.00263060839,1.37128663,136313.20261293056,-0.00751989335,0.168828487,-0.015791066,2040
54,83,419632503,59.352921321633154,18.073045314520968,29.462244481779635,2144306.5,11034118,1389.13574,0.261225194,-0.00150793919,1.37124503,136313.25258851412,-0.00739323348,0.169819653,-0.0177008361,2040
69,83,419632503,59.352921437898317,18.073045465208647,29.465941204689443,2144306.5,11034118,1389.13196,0.257208765,-0.000947674329,1.37180054,136313.3025885165,0.000246532261,0.168335915,-0.0186239481,2040
82,83,419632503,59.352921358062197,18.073045498307099,29.464562160894275,2144306.5,11034118,1389.13342,0.252611697,-0.000387731619,1.37282395,136313.35256410006,0.0024478659,0.176410586,-0.0264283717,2040
96,91,419632503,59.352921281051451,18.073045533989898,29.463639870285988,2144306.5,11034118,1389.13428,0.249050528,0.000213697509,1.37373996,136313.40256410243,0.0100045204,0.192791641,-0.0359508321,2040
109,91,419632503,59.352921294082506,18.073045498444795,29.464479136280715,2144306.5,11034118,1389.13342,0.24647069,0.00140940747,1.37418914,136313.45263123873,0.010672003,0.203425854,-0.0365983397,2040
123,91,419632503,59.352921822474556,18.073045472561805,29.466072362847626,2144306.5,11034118,1389.13184,0.243789315,0.00326956739,1.37367821,136313.50263124111,0.00776686519,0.189056605,-0.0219626799,2040
136,91,419632503,59.352922355141423,18.073045454352815,29.463898299261928,2144306.5,11034118,1389.13403,0.241601154,0.0057730102,1.372015,136313.55260682467,0.00964841247,0.176660568,-0.00328981131,2040
150,91,419632503,59.352922331365249,18.073045487168997,29.461381896398962,2144306.5,11034118,1389.1366,0.242374152,0.00939217862,1.36975276,136313.60260682704,-0.0203961283,0.186447263,0.0069963038,2040
163,91,419632503,59.35292223583987,18.073045496956741,29.459261991083622,2144306.5,11034118,1389.13867,0.243342385,0.0142492019,1.36645663,136313.65258241061,-0.0385976583,0.230662242,-0.000988706946,2040
177,91,419632503,59.352922273255984,18.073045622132344,29.461294247768819,2144306.5,11034118,1389.1366,0.244659722,0.0192506518,1.36204946,136313.70258241298,-0.0374893248,0.271195412,-0.0178491026,2040
190,91,419632503,59.352922141344969,18.073045641596373,29.459777619689703,2144306.5,11034118,1389.13818,0.249139309,0.0251419209,1.3554039,136313.75255799654,-0.0456362218,0.287542135,-0.0079934299,2040
204,91,419632503,59.352922010768516,18.07304566371138,29.456805543042719,2144306.5,11034118,1389.14111,0.249771237,0.0310345087,1.3475529,136313.80255799892,-0.0371607989,0.338922858,-0.0283810794,2040
217,91,419632503,59.352921846818866,18.07304570910366,29.453569076023996,2144306.5,11034118,1389.14441,0.24534294,0.0369323716,1.3366617,136313.85262513522,-0.0253976882,0.34205395,-0.0840848386,2040
231,91,419632503,59.352921862802297,18.073045853039098,29.457248915918171,2144306.5,11034118,1389.14075,0.240345612,0.0396642685,1.32643533,136313.90262513759,-0.0152968764,0.301470459,-0.14519003,2040
