_ID_,cnoMean,ecef[0],ecef[1],ecef[2],hAcc,hMSL,lla[0],lla[1],lla[2],pDop,status,timeOfWeekMs,towOffset,vAcc,week
158,31.0952377,3098525.2000000002,1011134.9300000001,5464107.6900000004,1.18600011,0.088000007,59.353024499999997,18.072944400000001,24.332000000000001,1.89999998,1074725645,134862400,134651.31079256229,1.92000008,2040
276,31.1904755,3098525.1099999999,1011134.91,5464107.5600000005,1.18800008,-0.0710000023,59.353024599999998,18.072944499999998,24.173000000000002,1.89999998,1074725645,134862600,134651.31079256229,1.91700006,2040
375,31.0952377,3098525.0500000003,1011134.9,5464107.5,1.18900001,-0.156000003,59.3530248,18.072944700000001,24.087,1.89999998,1074725645,134862800,134651.31079256229,1.91400003,2040
489,31.1428566,3098524.9900000002,1011134.9,5464107.46,1.19000006,-0.219000012,59.353024999999995,18.072945000000001,24.025000000000002,1.89999998,1074725645,134863000,134651.31076204471,1.91000009,2040
601,31.545454,3098524.9300000002,1011134.89,5464107.4000000004,1.1910001,-0.305000007,59.353025199999998,18.072945199999999,23.937999999999999,1.89999998,1074725645,134863200,134651.31076204471,1.90700006,2040
716,31.545454,3098524.8799999999,1011134.89,5464107.3700000001,1.1910001,-0.349000007,59.353025499999994,18.072945399999998,23.895,1.89999998,1074725645,134863400,134651.31076204471,1.90400004,2040
830,31.681818,3098524.8300000001,1011134.88,5464107.3300000001,1.1910001,-0.41200003,59.353025699999996,18.072945699999998,23.831,1.89999998,1074725645,134863600,134651.31076204471,1.90100014,2040
947,32.3333321,3098524.79,1011134.88,5464107.2999999998,1.1910001,-0.461000025,59.353025799999998,18.072945900000001,23.783000000000001,1.89999998,1074725645,134863800,134651.31076204471,1.89800012,2040
1065,32.3809509,3098524.75,1011134.88,5464107.2599999998,1.19200003,-0.507000029,59.353025899999999,18.072945999999998,23.737000000000002,1.89999998,1074725645,134864000,134651.31082307987,1.89600015,2040
1182,32.3333321,3098524.7200000002,1011134.87,5464107.25,1.1910001,-0.532000005,59.353026099999994,18.072946099999999,23.711000000000002,1.89999998,1074725645,134864200,134651.31082307987,1.89300013,2040
1298,32.2857132,3098524.6899999999,1011134.86,5464107.2400000002,1.19200003,-0.556000054,59.353026299999996,18.072945999999998,23.687000000000001,1.89999998,1074725645,134864400,134651.31082307987,1.89200008,2040
1413,32.2857132,3098524.6699999999,1011134.86,5464107.2599999998,1.19200003,-0.547000051,59.3530266,18.072946099999999,23.696999999999999,1.89999998,1074725645,134864600,134651.31082307987,1.89100003,2040
1513,32.2380943,3098524.6400000001,1011134.85,5464107.25,1.19200003,-0.578000009,59.353026699999994,18.072945999999998,23.664999999999999,1.89999998,1074725645,134864800,134651.31082307987,1.8900001,2040
1624,32.2380943,3098524.6200000001,1011134.84,5464107.2400000002,1.19300008,-0.59800005,59.353026899999996,18.072945999999998,23.646000000000001,1.89999998,1074725645,134865000,134651.31079256229,1.88900006,2040
1739,32.1428566,3098524.6800000002,1011134.77,5464107.3600000003,1.1910001,-0.477000028,59.3530272,18.0729446,23.766999999999999,1.89999998,1074725645,134865200,134651.31079256229,1.88500011,2040
1846,32.0952377,3098524.73,1011134.72,5464107.4800000004,1.19000006,-0.357000023,59.353027499999996,18.072943500000001,23.885999999999999,1.89999998,1074725645,134865400,134651.31079256229,1.88100004,2040
1963,32.0952377,3098524.77,1011134.6900000001,5464107.6100000003,1.18900001,-0.227000013,59.3530278,18.072942699999999,24.016000000000002,1.89999998,1074725645,134865600,134651.31079256229,1.87800014,2040
2079,32.0476189,3098524.8100000001,1011134.66,5464107.7400000002,1.18800008,-0.0990000069,59.353028199999997,18.072942099999999,24.145,1.89999998,1074725645,134865800,134651.31079256229,1.87600005,2040
2194,31.9523811,3098524.8500000001,1011134.63,5464107.8500000006,1.18800008,0.00300000003,59.353028500000001,18.0729413,24.246000000000002,1.89999998,1074725645,134866000,134651.31076204471,1.87400007,2040
2309,32.0476189,3098524.8900000001,1011134.6,5464107.9500000002,1.18700004,0.102000006,59.353028699999996,18.072940599999999,24.346,1.89999998,1074725645,134866200,134651.31076204471,1.8720001,2040
2424,32.0952377,3098524.9399999999,1011134.5700000001,5464108.0499999998,1.18700004,0.214000016,59.353028899999998,18.072939899999998,24.458000000000002,1.89999998,1074725645,134866400,134651.31076204471,1.87100005,2040
2541,32.0476189,3098524.9900000002,1011134.55,5464108.1500000004,1.18600011,0.313000023,59.353028999999999,18.072939099999999,24.556000000000001,1.89999998,1074725645,134866600,134651.31076204471,1.87000012,2040
2656,32.0476189,3098525.0300000003,1011134.52,5464108.2599999998,1.18600011,0.42900002,59.353029299999996,18.072938499999999,24.672000000000001,1.89999998,1074725645,134866800,134651.31076204471,1.86900008,2040
2768,32.1428566,3098525.0699999998,1011134.5,5464108.3500000006,1.18600011,0.523000002,59.353029399999997,18.072937899999999,24.766000000000002,1.89999998,1074725645,134867000,134651.31082307987,1.86800003,2040
2885,32.2857132,3098525.1000000001,1011134.48,5464108.4000000004,1.18600011,0.582000017,59.353029499999998,18.072937400000001,24.826000000000001,1.89999998,1074725645,134867200,134651.31082307987,1.8670001,2040
2999,32.0952377,3098525.1299999999,1011134.4600000001,5464108.46,1.18600011,0.639000058,59.353029599999999,18.072937,24.882000000000001,1.89999998,1074725645,134867400,134651.31082307987,1.8670001,2040
3113,32.1428566,3098525.1600000001,1011134.4600000001,5464108.5200000005,1.18700004,0.708000004,59.3530297,18.0729367,24.951000000000001,1.89999998,1074725645,134867600,134651.31082307987,1.8670001,2040
3229,32.1428566,3098525.1899999999,1011134.4400000001,5464108.5899999999,1.18800008,0.776000023,59.353029799999995,18.072936200000001,25.02,1.89999998,1074725645,134867800,134651.31082307987,1.86800003,2040
3342,32.1428566,3098525.2400000002,1011134.4300000001,5464108.6699999999,1.18900001,0.867000043,59.353029799999995,18.072935900000001,25.111000000000001,1.89999998,1074725645,134868000,134651.31079256229,1.86800003,2040
3464,32,3098525.27,1011134.42,5464108.71,1.18900001,0.918000042,59.353029799999995,18.072935399999999,25.161000000000001,1.89999998,1074725645,134868200,134651.31079256229,1.86900008,2040
3579,31.8095245,3098525.3100000001,1011134.4,5464108.75,1.19000006,0.969000041,59.353029799999995,18.0729349,25.213000000000001,1.89999998,1074725645,134868400,134651.31079256229,1.87000012,2040
3697,31.8095245,3098525.3599999999,1011134.39,5464108.8100000005,1.19200003,1.04100001,59.3530297,18.072934499999999,25.283999999999999,1.89999998,1074725645,134868600,134651.31079256229,1.87100005,2040
3814,31.8095245,3098525.3999999999,1011134.4,5464108.8700000001,1.19200003,1.11400008,59.3530297,18.072934399999998,25.356999999999999,1.89999998,1074725645,134868800,134651.31079256229,1.87100005,2040
3931,31.8095245,3098525.4399999999,1011134.41,5464108.9699999997,1.19300008,1.22300005,59.353029799999995,18.072934399999998,25.466000000000001,1.89999998,1074725645,134869000,134651.31085359745,1.8720001,2040
4047,31.666666,3098525.48,1011134.42,5464109.04,1.19400001,1.29900002,59.353029799999995,18.072934399999998,25.542000000000002,1.89999998,1074725645,134869200,134651.31085359745,1.8720001,2040
4161,31.6190472,3098525.5100000002,1011134.4300000001,5464109.0899999999,1.19500005,1.35900009,59.353029799999995,18.0729343,25.603000000000002,1.89999998,1074725645,134869400,134651.31085359745,1.87300014,2040
4271,31.666666,3098525.5500000003,1011134.4400000001,5464109.1500000004,1.1960001,1.43300009,59.3530297,18.0729343,25.677,1.89999998,1074725645,134869600,134651.31085359745,1.87400007,2040
4386,31.666666,3098525.5699999998,1011134.4600000001,5464109.1699999999,1.19700003,1.45800006,59.3530297,18.072934399999998,25.702000000000002,1.89999998,1074725645,134869800,134651.31085359745,1.87500012,2040
4506,31.5714283,3098525.5899999999,1011134.49,5464109.2300000004,1.199,1.52600002,59.3530297,18.0729349,25.77,1.88,1074725646,134870000,134651.31082307987,1.87700009,2040
