_ID_,hdwStatus,insStatus,lla[0],lla[1],lla[2],qn2b[0],qn2b[1],qn2b[2],qn2b[3],timeOfWeek,uvw[0],uvw[1],uvw[2],week
77,65627,432084326,59.353037535764493,18.072995745340499,28.815521191805601,0.0528385863,0.000454282534,0.0845342278,-0.995018542,134862.31160457429,-0.0240209792,0.0222420916,0.0171420332,2040
133,65627,432084326,59.353037537626243,18.072995887457754,28.819957804866135,0.0529426113,-0.00120604469,0.0842995644,-0.995032251,134862.41167171297,-0.0247370619,0.0186888427,-0.0607483312,2040
190,65627,432084326,59.353037476106692,18.072995326209774,28.829888331703842,0.052670721,0.000877708837,0.0848422721,-0.995000958,134862.5116472989,-0.0235280134,0.027830109,-0.0579717755,2040
250,65627,432084326,59.353037481338717,18.072995688750645,28.845849716104567,0.0530491695,0.000609364884,0.0852603093,-0.994945347,134862.61084139041,-0.021225132,0.0207750872,-0.0259199589,2040
296,65618,432084326,59.353037430114142,18.072995271011322,28.848894433118403,0.0535010844,0.000632294395,0.0851224586,-0.99493283,134862.71159847078,-0.0223885402,0.020945169,-0.0585232973,2040
353,65618,432084326,59.353037414769901,18.072995090092618,28.856448519974947,0.0535712354,0.0011624496,0.0852968991,-0.994913757,134862.81166560945,-0.0228388421,0.0203267857,-0.040568158,2040
413,65618,432084326,59.353037281549106,18.072994642818248,28.84799883607775,0.053395696,0.000390056259,0.0849488676,-0.994953454,134862.91164119539,-0.0254985951,0.0175048523,-0.0368996486,2040
465,65618,432084326,59.353037276515984,18.072994434861378,28.857440194115043,0.0529281348,0.000975807663,0.0849850327,-0.994974971,134863.01080476932,-0.0179875195,0.0302021038,-0.0605506673,2040
524,65618,432084326,59.35303727784936,18.072994816906789,28.858827614225447,0.0537938215,0.0015275086,0.08607658,-0.994834065,134863.11156184968,-0.0198401883,0.028519161,-0.0341650955,2040
578,65618,432084326,59.353037268710089,18.072994454119396,28.864419709891081,0.0542057566,0.000937139557,0.0856057033,-0.994853079,134863.21162898836,-0.0233675353,0.0157829374,-0.045843102,2040
635,65618,432084326,59.353037129768055,18.072993979392596,28.865651054307818,0.0539655797,0.00125554227,0.0852515176,-0.994896173,134863.31160457429,-0.0214498825,0.0229853801,-0.0497168414,2040
690,65618,432084326,59.353037131532737,18.072994127400879,28.876030834391713,0.0537651479,0.00105610106,0.0847079605,-0.994953573,134863.41079866581,-0.0192536097,0.0235007554,-0.0318792909,2040
748,65619,432084326,59.353037103600066,18.072993995513777,28.876683317124844,0.0537934229,0.000742246164,0.0844064206,-0.994978011,134863.51155574617,-0.0194471888,0.0247940086,-0.0452252068,2040
