_ID_,hdwStatus,insStatus,lla[0],lla[1],lla[2],qn2b[0],qn2b[1],qn2b[2],qn2b[3],timeOfWeek,uvw[0],uvw[1],uvw[2],week
22,65626,419634551,59.349998448775757,18.06728637303501,84.97746879607439,-0.824379981,0.0364638828,-0.0398181826,0.563455999,399208.11564339662,0.000113589223,0.00111524062,0.00250452105,2039
78,65619,419634551,59.349998452743627,18.067286370485224,84.977959693409503,-0.824289382,0.0364106819,-0.0395452268,0.56361109,399208.21561898256,-0.00842428859,-0.0125864577,0.00166102685,2039
97,65617,419634551,59.349998458144938,18.067286370571207,84.975039505399764,-0.825110734,0.0360798575,-0.0393263511,0.562444746,399208.3155945685,-0.0110637229,-0.0243662279,0.00300465338,2039
154,65616,419634551,59.349998461374817,18.067286369643789,84.97566425614059,-0.826589823,0.0367355458,-0.0399009772,0.560185492,399208.41581990616,-0.0144218039,-0.0323261954,0.00109227188,2039
213,65616,419634551,59.349998446365113,18.067286351492001,84.974017806351185,-0.828621268,0.0379312336,-0.0413082875,0.556993425,399208.51563729311,0.0182079636,-0.0342192501,0.00759702176,2039
274,65627,419634551,59.349998434913644,18.067286291747472,84.975254229269922,-0.830219865,0.038307298,-0.0430161282,0.554452121,399208.61561287905,0.0302001722,-0.0116904918,0.0179048683,2039
332,65627,419634551,59.349998471348947,18.067285977867048,84.971989269368351,-0.830090821,0.0385030583,-0.0443444811,0.554527283,399208.71558846498,0.0186474733,0.0288424939,0.0208873618,2039
391,65619,419634551,59.349998491024316,18.067285941450532,84.971299899742007,-0.828555465,0.0368046276,-0.0441356301,0.556950092,399208.81556405092,0.0178565979,0.0408809856,0.0197371989,2039
450,65619,419634551,59.349998576492474,18.067285696836183,84.967980407178402,-0.827003896,0.0340694487,-0.0424921587,0.559551954,399208.91563118959,0.0202203393,0.0231850687,0.00488775689,2039
509,65619,419634551,59.349998592145703,18.067285665361776,84.969868469052017,-0.826427817,0.0315325595,-0.0387860052,0.560819626,399209.01555135148,0.0254143085,-0.00411561318,-0.0216081366,2039
569,65627,419634551,59.349998630798716,18.067285381434029,84.971586643718183,-0.82677269,0.0325914137,-0.0365322009,0.560401857,399209.11555184389,0.0242026001,-0.0233419687,-0.0373316854,2039
631,65627,419634551,59.349998608058037,18.067285314759307,84.973017319105566,-0.827500343,0.0363557078,-0.0372224972,0.559049249,399209.21577010152,0.0330880806,-0.0420388058,-0.032014437,2039
689,65619,419634551,59.349998617689813,18.067285066926903,84.972327962517738,-0.828451157,0.0365163982,-0.0361790396,0.557697415,399209.3155945685,0.03925924,-0.0423837602,-0.0096591115,2039
750,65619,419634551,59.349998554808046,18.067284981822855,84.971200057305396,-0.828635156,0.036846254,-0.0365991481,0.557374775,399209.41554524796,0.0327211581,-0.0337495208,0.00198416226,2039
804,65619,419634551,59.349998553394251,18.067284571560499,84.967365980148315,-0.827991307,0.0379267484,-0.0381056853,0.558157802,399209.51554574037,0.0261066891,-0.0371222571,0.0141134467,2039
