_ID_,cnoMean,ecef[0],ecef[1],ecef[2],hAcc,hMSL,lla[0],lla[1],lla[2],pDop,status,timeOfWeekMs,towOffset,vAcc,week
92,34.9000015,3099233.9300000002,1013410.9600000001,5463298.2400000002,0.606000006,7.60900021,59.338659899999996,18.107101199999999,31.810000000000002,0.859999955,1074725659,399655400,398001.6110857444,0.778000057,2040
246,34.8666649,3099233.9100000001,1013410.9500000001,5463298.25,0.607000053,7.6050005,59.338660099999998,18.107101,31.807000000000002,0.859999955,1074725659,399655600,398001.6110857444,0.779000044,2040
400,34.9666672,3099233.8999999999,1013410.9400000001,5463298.2599999998,0.607000053,7.60600042,59.338660300000001,18.107100899999999,31.807000000000002,0.859999955,1074725659,399655800,398001.6110857444,0.781000018,2040
558,34.9666672,3099233.8900000001,1013410.92,5463298.2700000005,0.60800004,7.61000013,59.338660499999996,18.107100799999998,31.811,0.859999955,1074725659,399656000,398001.61105517345,0.782000065,2040
720,35,3099233.8799999999,1013410.91,5463298.29,0.60800004,7.61700058,59.338660699999998,18.107100599999999,31.818000000000001,0.859999955,1074725659,399656200,398001.61105517345,0.783000052,2040
874,34.9333344,3099233.8700000001,1013410.9,5463298.2999999998,0.609000027,7.62000036,59.3386608,18.1071004,31.821000000000002,0.859999955,1074725659,399656400,398001.61105517345,0.784000039,2040
1028,34.9000015,3099233.8500000001,1013410.88,5463298.3100000005,0.609000027,7.61900043,59.338660999999995,18.107100299999999,31.821000000000002,0.859999955,1074725659,399656600,398001.61105517345,0.786000013,2040
1179,34.9666672,3099233.8399999999,1013410.86,5463298.3200000003,0.610000014,7.61900043,59.338661199999997,18.1071001,31.82,0.859999955,1074725659,399656800,398001.61105517345,0.78700006,2040
1333,34.4482765,3099233.8300000001,1013410.86,5463298.3399999999,0.610000014,7.62700033,59.338661399999999,18.107099999999999,31.827999999999999,0.859999955,1074725659,399657000,398001.6111163153,0.789000034,2040
1494,34.7666664,3099233.8300000001,1013410.85,5463298.3600000003,0.611000001,7.64500046,59.338661500000001,18.1070998,31.846,0.859999955,1074725659,399657200,398001.6111163153,0.790000021,2040
1639,35.1333351,3099233.8900000001,1013410.85,5463298.4500000002,0.611000001,7.75500059,59.338661500000001,18.107099599999998,31.956,0.859999955,1074725659,399657400,398001.6111163153,0.788000047,2040
1796,35.2999992,3099233.9199999999,1013410.8200000001,5463298.5200000005,0.609000027,7.82400036,59.338661599999995,18.107098799999999,32.024999999999999,0.859999955,1074725659,399657600,398001.6111163153,0.78700006,2040
1947,35.2000008,3099234.04,1013410.85,5463298.6100000003,0.60800004,7.96400023,59.338660999999995,18.107098799999999,32.164999999999999,0.859999955,1074725659,399657800,398001.6111163153,0.78700006,2040
2105,34.7999992,3099234.1699999999,1013410.9,5463298.7199999997,0.607000053,8.13000011,59.338660499999996,18.1070989,32.331000000000003,0.859999955,1074725659,399658000,398001.61108569102,0.784000039,2040
2259,35.6666679,3099234.27,1013410.9600000001,5463298.8300000001,0.606000006,8.27900028,59.338660099999998,18.107099399999999,32.480000000000004,0.859999955,1074725659,399658200,398001.61108569102,0.783000052,2040
2413,36.4000015,3099234.3599999999,1013411.04,5463298.9199999999,0.606000006,8.41600037,59.338659699999994,18.107100199999998,32.616999999999997,0.859999955,1074725659,399658400,398001.61108569102,0.783000052,2040
2567,36.0666656,3099234.4199999999,1013411.13,5463298.9000000004,0.605000019,8.44400024,59.338659,18.107101399999998,32.645000000000003,0.859999955,1074725659,399658600,398001.61108569102,0.781000018,2040
2727,36.6333351,3099234.4700000002,1013411.25,5463298.8200000003,0.605000019,8.41700077,59.338657899999994,18.1071031,32.618000000000002,0.859999955,1074725659,399658800,398001.61108569102,0.779000044,2040
2881,36.0666656,3099234.5300000003,1013411.38,5463298.8300000001,0.603000045,8.47800064,59.338657299999994,18.1071049,32.679000000000002,0.859999955,1074725659,399659000,398001.61105528014,0.778000057,2040
3032,36.4666672,3099234.5,1013411.49,5463298.8399999999,0.599000037,8.49000072,59.3386572,18.1071068,32.691000000000003,0.859999955,1074725659,399659200,398001.61105528014,0.774000049,2040
3186,36.3333321,3099234.4500000002,1013411.63,5463298.8100000005,0.596000016,8.45800018,59.338657099999999,18.1071095,32.658999999999999,0.859999955,1074725659,399659400,398001.61105528014,0.771000028,2040
3340,36.4482765,3099234.3900000001,1013411.8300000001,5463298.8300000001,0.594000041,8.47100067,59.3386572,18.107113099999999,32.672000000000004,0.889999986,1074725658,399659600,398001.61105528014,0.76700002,2040
3491,36.3333321,3099234.3500000001,1013412.01,5463298.8399999999,0.592000008,8.49500084,59.338657099999999,18.107116399999999,32.695999999999998,0.889999986,1074725658,399659800,398001.61105528014,0.765000045,2040
3643,36.3448257,3099234.3100000001,1013412.1800000001,5463298.8200000003,0.588,8.48200035,59.338656899999997,18.107119399999998,32.683,0.899999976,1074725657,399660000,398001.6111162086,0.762000024,2040
3803,37.3571434,3099234.27,1013412.4,5463298.8200000003,0.585000038,8.49800014,59.3386566,18.107123299999998,32.698999999999998,0.899999976,1074725657,399660200,398001.6111162086,0.759000063,2040
3951,37.5357132,3099234.2600000002,1013412.63,5463298.8399999999,0.579000056,8.54900074,59.338656199999996,18.107127200000001,32.75,0.899999976,1074725657,399660400,398001.6111162086,0.752000034,2040
4105,36.8620682,3099234.2200000002,1013412.8300000001,5463298.7800000003,0.575000048,8.51300049,59.338655799999998,18.107130699999999,32.713999999999999,0.899999976,1074725657,399660600,398001.6111162086,0.749000013,2040
4259,36.3928566,3099234.21,1013413.0700000001,5463298.71,0.575000048,8.48700047,59.338654999999996,18.107134800000001,32.688000000000002,0.899999976,1074725657,399660800,398001.6111162086,0.747000039,2040
4413,35.4827576,3099234.23,1013413.3,5463298.6600000001,0.576000035,8.48800087,59.338653999999998,18.107138499999998,32.689,0.899999976,1074725657,399661000,398001.61108569102,0.747000039,2040
4568,35.3103447,3099234.2600000002,1013413.5,5463298.5800000001,0.578000009,8.46700001,59.338653000000001,18.107141800000001,32.667999999999999,0.870000005,1074725658,399661200,398001.61108569102,0.746000051,2040
4725,35.6551743,3099234.2800000003,1013413.7000000001,5463298.5099999998,0.579000056,8.44200039,59.338651999999996,18.1071451,32.643000000000001,0.870000005,1074725658,399661400,398001.61108569102,0.744000018,2040
