_ID_,acc1[0],acc1[1],acc1[2],acc2[0],acc2[1],acc2[2],pqr1[0],pqr1[1],pqr1[2],pqr2[0],pqr2[1],pqr2[2],status,time
2,-3.25831389,2.17636251,-8.93449593,-3.27513504,2.1575129,-9.13750553,-0.0188212115,0.0080536902,-0.0246779174,-0.0251183528,-0.000262206391,-0.0165297091,541103648,1638.6485047740862
5,-3.25803781,2.22132134,-8.9625349,-3.25297093,2.2107954,-9.14107704,-0.0240833908,0.00931281317,-0.0251077507,-0.0238041915,-0.0034118765,-0.0155510092,541103648,1638.6525047742762
8,-3.25832319,2.20766115,-9.03536987,-3.28061986,2.25332332,-9.2217989,-0.0243541244,0.00987334736,-0.0277503226,-0.0239201169,0.000290873839,-0.020299742,541103648,1638.6565047744662
11,-3.20338106,2.16179562,-8.92732048,-3.21577787,2.20277619,-9.06668758,-0.0163647551,0.00724280346,-0.029663818,-0.017369587,-0.00593630271,-0.0227758661,541103648,1638.6605047746561
14,-3.20061684,2.15918016,-8.81791973,-3.214113,2.17211485,-8.99337482,-0.0297253914,0.0043605417,-0.0354663208,-0.0299375057,-0.00543284649,-0.0271917898,541103648,1638.6645047748461
17,-3.19425321,2.24480438,-8.92410088,-3.19772744,2.24651957,-9.11263371,-0.0337546542,0.00334823737,-0.035929393,-0.0344008319,-0.00698864739,-0.026857188,541103648,1638.6685047750361
20,-3.15038109,2.2437892,-8.92532825,-3.17067647,2.23308182,-9.09152603,-0.0250312518,0.000554270868,-0.0369405784,-0.0257636216,-0.00833551586,-0.0295138638,541103648,1638.6725047752261
23,-3.16549706,2.22476912,-8.85494041,-3.15303278,2.2706039,-9.06723499,-0.02743241,0.00194786268,-0.039146658,-0.0307678115,-0.0114335502,-0.0305758137,541103648,1638.6765047754161
26,-3.15868139,2.26437116,-8.91177845,-3.1868701,2.31666303,-9.09751797,-0.0327288844,0.00139892439,-0.0405450016,-0.0319367945,-0.0126604522,-0.0280377343,541103648,1638.6805047756061
29,-3.17664719,2.27666306,-8.91749191,-3.20543504,2.26600003,-9.10448742,-0.0249347892,-0.00624178862,-0.0407821685,-0.0258202013,-0.0127905495,-0.0301000569,541103648,1638.6845047757961
32,-3.18787313,2.23062158,-8.87443829,-3.19485521,2.2751286,-9.06519604,-0.0244673658,-0.0036630698,-0.0394133292,-0.0241219625,-0.0121992957,-0.0317016095,541103648,1638.6885047759861
35,-3.18343282,2.21529245,-8.83762169,-3.18845272,2.24231005,-9.01726532,-0.022100823,-0.00134617754,-0.0372435115,-0.0224604309,-0.0126318093,-0.0287299417,541103648,1638.6925047761761
38,-3.15592241,2.215343,-8.81395054,-3.16354108,2.23335648,-8.95985031,-0.0222726781,0.00245749857,-0.0397547856,-0.019746948,-0.00869241823,-0.0291737299,541103648,1638.6965047763661
43,-3.17293596,2.24115443,-8.87861252,-3.20992637,2.24273348,-9.05195713,-0.0183487087,0.00810809433,-0.0419713221,-0.0173254516,-0.00321752415,-0.0315575451,541103648,1638.700504776556
46,-3.13395715,2.11341763,-8.7360754,-3.17072272,2.089679,-8.8963356,-0.0078605935,0.00836182944,-0.042217385,-0.0112426933,-0.0036404829,-0.0309502333,541103648,1638.704504776746
49,-3.13250279,2.03000307,-8.58991814,-3.16102314,2.07102036,-8.81980038,-0.0321044438,0.00560096605,-0.044796776,-0.032859493,-0.00381145207,-0.0373735614,541103648,1638.708504776936
52,-3.15526009,2.12400723,-8.79454231,-3.1703496,2.1551826,-9.01055622,-0.0361414067,0.012302028,-0.0484768935,-0.040075276,0.00277129095,-0.0398360938,541103648,1638.712504777126
55,-3.16207933,2.13517332,-8.85144043,-3.17425323,2.16550827,-9.02898407,-0.0291876253,0.0187288709,-0.0503290184,-0.0308469664,0.00657480257,-0.0438428223,541103648,1638.716504777316
58,-3.16026139,2.11870337,-8.78143024,-3.186903,2.14367652,-8.96000004,-0.0423138402,0.0160836671,-0.0552957803,-0.0412117429,0.00868116692,-0.0469943285,541103648,1638.720504777506
61,-3.15917301,2.20477653,-8.84211254,-3.1742835,2.20964551,-9.03261948,-0.0445436314,0.018623203,-0.0538234711,-0.0459279455,0.00973549392,-0.047402449,541103648,1638.724504777696
64,-3.18952012,2.1735723,-8.81557178,-3.19942093,2.18671846,-9.02464962,-0.0437857285,0.0198152605,-0.0586417839,-0.0426956415,0.0113546951,-0.0504401773,541103648,1638.728504777886
67,-3.17397785,2.17109489,-8.79667091,-3.2085104,2.21204138,-9.01761246,-0.0429917872,0.0225508772,-0.0612536408,-0.046384912,0.0116693079,-0.0507781096,541103648,1638.732504778076
70,-3.15214181,2.20988345,-8.83763409,-3.1655941,2.21725106,-9.04749489,-0.047053244,0.0231126677,-0.0607145354,-0.0419675186,0.0105856685,-0.0492028445,541103648,1638.736504778266
73,-3.14398432,2.21073937,-8.80136108,-3.16826248,2.20520973,-9.06219101,-0.0456189439,0.023387108,-0.0591778345,-0.043493297,0.0114903208,-0.0509415418,541103648,1638.7405047784559
76,-3.16626549,2.20173526,-8.89801407,-3.15338707,2.22019148,-9.11210442,-0.0410251692,0.0210853349,-0.0605527498,-0.0408725664,0.0105991764,-0.0544055328,541103648,1638.7445047786459
79,-3.15462542,2.20044565,-8.91989613,-3.17272925,2.21606588,-9.13457966,-0.0373959653,0.0199215133,-0.0609571971,-0.0361221954,0.00951732323,-0.0517959483,541103648,1638.7485047788359
82,-3.14869452,2.18110156,-8.92763519,-3.17609668,2.19536114,-9.09698677,-0.0377909839,0.0169525649,-0.0584789999,-0.037155889,0.00911370106,-0.0537636355,541103648,1638.7525047790259
85,-3.13392186,2.15007496,-8.95624065,-3.17398953,2.18967652,-9.12532139,-0.0416529067,0.0160427634,-0.0583737232,-0.0415925048,0.00602655252,-0.0503888428,541103648,1638.7565047792159
88,-3.13773322,2.18759632,-8.93130493,-3.17053986,2.21558738,-9.1392622,-0.0419198088,0.0153390439,-0.0588076599,-0.0441535227,0.00603112578,-0.0521257482,541103648,1638.7605047794059
93,-3.14415836,2.16683269,-8.94371128,-3.17495418,2.18342733,-9.15050125,-0.0432800837,0.0138058169,-0.0561627187,-0.0488116778,0.00525310263,-0.0495587885,541103648,1638.7645047795959
96,-3.15353251,2.16363215,-8.93307304,-3.14951968,2.17689037,-9.14882469,-0.0448737144,0.0119705833,-0.0536845103,-0.0482219681,0.00331631582,-0.0471504778,541103648,1638.7685047797859
99,-3.19223094,2.1849587,-8.99634361,-3.20204258,2.19160604,-9.13821316,-0.0456051379,0.0127072018,-0.0528480262,-0.0493008308,0.000312537712,-0.0452736877,541103648,1638.7725047799759
102,-3.12682724,2.16205931,-8.96549034,-3.12770033,2.20665359,-9.13204288,-0.0435683206,0.010513356,-0.0496040247,-0.0442056581,0.00170510611,-0.0433386378,541103648,1638.7765047801659
105,-3.17241669,2.10031295,-8.94892883,-3.17520833,2.13668537,-9.13070202,-0.0496274419,0.00715909991,-0.0497284122,-0.0478304774,0.00129403372,-0.039938271,541103648,1638.7805047803558
108,-3.13905525,2.15661383,-8.97661495,-3.12461829,2.19744587,-9.10708046,-0.0567833669,0.00661556935,-0.0478467569,-0.0567911379,-0.00172457239,-0.0418382585,541103648,1638.7845047805458
111,-3.08646011,2.24723792,-9.05129623,-3.12870216,2.26760149,-9.22806644,-0.0481626354,0.00759604154,-0.0497303195,-0.0518241785,0.000411173649,-0.0379043221,541103648,1638.7885047807358
114,-3.05977154,2.24561906,-9.07108593,-3.10836768,2.27869606,-9.23506355,-0.0434268788,0.00795259327,-0.0448189378,-0.0447274111,-0.00329830009,-0.0376527421,541103648,1638.7925047809258
117,-3.06705117,2.23914361,-9.07438087,-3.12187982,2.27440882,-9.22806931,-0.0439912714,0.00711770263,-0.0441154987,-0.0456195176,-0.00254527433,-0.0333861522,541103648,1638.7965047811158
120,-3.06451273,2.23315907,-9.05742264,-3.09034014,2.26077294,-9.23554897,-0.0442524999,0.00799555797,-0.0406372957,-0.0446421504,-0.000100577206,-0.0320920646,541103648,1638.8005047813058
123,-3.04372072,2.23544931,-9.07258987,-3.07712483,2.24234962,-9.19987583,-0.0400259122,0.00903656799,-0.041914016,-0.0411519296,-0.000314656179,-0.0319881178,541103648,1638.8045047814958
126,-3.02269173,2.24134135,-9.01338577,-3.04797626,2.27291608,-9.24487782,-0.0355584621,0.00985744875,-0.0382069238,-0.0356966592,3.51048438e-05,-0.0312838852,541103648,1638.8085047816858
129,-3.02520037,2.23262739,-9.02457142,-3.03504634,2.25302672,-9.25236893,-0.0350579545,0.0134394513,-0.0366714932,-0.0339682773,0.00606609788,-0.0278658364,541103648,1638.8125047818758
132,-3.01901698,2.22135472,-9.05823994,-3.03636312,2.23800135,-9.25168991,-0.0308248587,0.0143916579,-0.0335997455,-0.0266820267,0.00671604602,-0.0250927974,541103648,1638.8165047820657
135,-3.00112224,2.21528792,-9.0143919,-3.04007721,2.23557901,-9.20804691,-0.023566328,0.0212953314,-0.0322752409,-0.0244498942,0.00728634279,-0.021957064,541103648,1638.8205047822557
138,-3.04125524,2.19477582,-9.02040768,-3.03604364,2.21564937,-9.16742992,-0.0184986088,0.0206469782,-0.0283002257,-0.0188739244,0.011429349,-0.0179624241,541103648,1638.8245047824457
