_ID_,hdwStatus,insStatus,lla[0],lla[1],lla[2],ned[0],ned[1],ned[2],theta[0],theta[1],theta[2],timeOfWeek,uvw[0],uvw[1],uvw[2],week
3,83,25369975,59.338655065120001,18.107097962115095,32.407604928128421,-0.0288772285,0.721602976,-1.21155763,0.0749002993,-0.217082098,-1.87017381,399655.36695792695,0.00484454259,0.00943053607,0.0307339374,2040
6,83,25369975,59.338655065367512,18.10709796224031,32.407582137733698,-0.0288497247,0.721610129,-1.21153486,0.0749037564,-0.217153057,-1.87019634,399655.37095792714,0.00450689159,0.00922524184,0.0312542841,2040
9,83,25368951,59.338655065632196,18.107097961950213,32.406811435706913,-0.0288203135,0.721593618,-1.21076417,0.0748822615,-0.217243969,-1.87014186,399655.37495792733,0.00419251062,0.00900371466,0.0317760892,2040
12,83,25369975,59.338655065847973,18.107097962146742,32.406788260675967,-0.0287963375,0.721604764,-1.21074092,0.0748385563,-0.217346087,-1.87012899,399655.37895792752,0.00377788953,0.00868762564,0.0325241163,2040
15,83,25368951,59.338655066039507,18.107097962481735,32.406482939608395,-0.0287750531,0.721623719,-1.21043563,0.074760139,-0.217458233,-1.87014759,399655.38295792771,0.0033734329,0.00842709281,0.033324495,2040
18,83,25369975,59.338655066232583,18.107097962775608,32.406458476558328,-0.0287535992,0.721640408,-1.21041119,0.0746177435,-0.217571393,-1.87012243,399655.3869579279,0.00266823731,0.00825610757,0.0338508338,2040
21,83,25369975,59.338655066419328,18.107097963139367,32.406245246529579,-0.0287328456,0.721661031,-1.21019793,0.0744662285,-0.217666775,-1.870134,399655.39095792809,0.00183664262,0.0080096852,0.034480527,2040
24,83,25368951,59.338655066626522,18.107097963357248,32.406220346689224,-0.0287098251,0.721673369,-1.21017301,0.0742692351,-0.217765599,-1.87014306,399655.39495792828,0.000929925591,0.00797234569,0.0350628942,2040
27,83,25369975,59.338655066831862,18.107097963842513,32.407027541659772,-0.0286870077,0.721700847,-1.21098018,0.0740494207,-0.217848763,-1.87017119,399655.39895792847,1.43069774e-05,0.00809739251,0.0354178026,2040
30,83,25368951,59.338655067049871,18.107097964366286,32.407001876272261,-0.0286627822,0.72173053,-1.21095455,0.0738308057,-0.217931181,-1.8702482,399655.40295792866,-0.000935094431,0.0082976995,0.0357439183,2040
33,83,25369975,59.338655067285984,18.10709796496819,32.407250819727778,-0.0286365449,0.721764624,-1.21120346,0.0735927224,-0.218008637,-1.87033737,399655.40695792885,-0.00191132352,0.00856241118,0.0361008644,2040
36,83,25369975,59.338655067546021,18.107097965624469,32.407224670052528,-0.0286076479,0.721801877,-1.21117735,0.0733580887,-0.218068719,-1.87046278,399655.41095792904,-0.00297130086,0.00901335757,0.036224544,2040
39,83,25368951,59.338655067875081,18.107097965837685,32.407198705710471,-0.0285710841,0.721813977,-1.21115136,0.0731411204,-0.218121499,-1.87058985,399655.41495792923,-0.00403272919,0.00948281772,0.0362442248,2040
42,83,25369975,59.338655068193646,18.107097966569967,32.407172821462154,-0.0285356864,0.721855402,-1.21112549,0.0729287639,-0.21816279,-1.87077022,399655.41895792942,-0.00486786291,0.0100985114,0.0362744108,2040
47,83,25368951,59.338655068544512,18.107097967260295,32.407147152349353,-0.0284966957,0.721894562,-1.21109986,0.0727517679,-0.218207195,-1.87099409,399655.42295792961,-0.00556164421,0.0106783789,0.0363339782,2040
