_ID_,hdwStatus,insStatus,lla[0],lla[1],lla[2],ned[0],ned[1],ned[2],theta[0],theta[1],theta[2],timeOfWeek,uvw[0],uvw[1],uvw[2],week
20,65627,419634551,59.352931774611022,18.073073426401294,25.504709301516414,2144307.5,11034120,1393.09326,0.163792908,0.0500265248,1.32739782,136311.47420027989,-0.000533700222,0.016216239,0.0177139472,2040
33,65627,419634551,59.35293177674491,18.073073424811408,25.503527353517711,2144307.5,11034120,1393.09436,0.162645712,0.0489138179,1.32794833,136311.52419612822,0.001216206,0.0209801085,0.016840009,2040
47,65627,419634551,59.352931780291549,18.073073424534069,25.502135729417205,2144307.5,11034120,1393.09583,0.162805572,0.0475590415,1.32867765,136311.57419613059,-0.00591650885,0.0228394419,0.0227629393,2040
61,65627,419634551,59.35293178394754,18.073073429324712,25.501625068485737,2144307.5,11034120,1393.09631,0.165019125,0.0456778184,1.32940817,136311.62438411507,-0.0149951717,0.020919038,0.0245446153,2040
75,65627,419634551,59.352931785594691,18.073073437405899,25.501809721812606,2144307.5,11034120,1393.09619,0.165386781,0.0432557948,1.33005607,136311.67415193943,-0.0158083662,0.0133380136,0.0124925096,2040
88,65627,419634551,59.352931785264481,18.073073441959107,25.502501178532839,2144307.5,11034120,1393.09546,0.164875135,0.0416479968,1.33037329,136311.72423885282,-0.0156499222,0.00464182533,-0.00258975779,2040
102,65627,419634551,59.352931782930334,18.073073444824949,25.502181986346841,2144307.5,11034120,1393.0957,0.164132178,0.0404557139,1.33017159,136311.7742388552,-0.0106840897,-0.00665950216,-0.0105931731,2040
115,65627,419634551,59.352931782438397,18.073073443351614,25.503552163019776,2144307.5,11034120,1393.09436,0.165890127,0.0401834734,1.32940817,136311.824194174,-0.000882816501,-0.00235941005,-0.0184888709,2040
129,65627,419634551,59.352931782816171,18.0730734416607,25.504904177971184,2144307.5,11034120,1393.09302,0.167722434,0.0402979776,1.32831573,136311.87419417637,0.00155666564,0.00126992958,-0.0207645744,2040
142,65627,419634551,59.352931784028698,18.073073441002045,25.505998100154102,2144307.5,11034120,1393.09192,0.170799837,0.040613316,1.32773125,136311.9241900247,-0.003899673,0.00989467837,-0.0253016055,2040
156,65627,419634551,59.352931785715271,18.073073440884098,25.507085951976478,2144307.5,11034120,1393.09082,0.173552394,0.0412939973,1.32807231,136311.97419002707,-0.00381477177,0.0276727043,-0.0356638245,2040
169,65627,419634551,59.352931788042987,18.073073440550054,25.508189043961465,2144307.5,11034120,1393.08972,0.175045207,0.0428878106,1.32908297,136312.02412190833,-0.00397957489,0.0388235673,-0.0483394191,2040
183,65627,419634551,59.352931789964984,18.07307343976311,25.508308816701174,2144307.5,11034120,1393.0896,0.175397217,0.0449144803,1.33074307,136312.0741219107,-0.00161722675,0.0292147845,-0.0488443188,2040
196,65619,419634551,59.352931791108603,18.073073439028452,25.508713247254491,2144307.5,11034120,1393.08923,0.177732736,0.0459944904,1.33221793,136312.12420223173,0.00478741899,0.0258608386,-0.0374384858,2040
210,65619,419634551,59.352931792097117,18.073073438094966,25.509788089431822,2144307.5,11034120,1393.08813,0.181788698,0.046363689,1.3335197,136312.17420223411,0.00763463043,0.0248162635,-0.0226556789,2040
223,65619,419634551,59.352931792810168,18.073073437308423,25.510414867661893,2144307.5,11034120,1393.08752,0.185297772,0.0460217856,1.33444405,136312.2241575529,0.00522728451,0.0218579322,-0.0063655898,2040
237,65619,419634551,59.352931793402391,18.073073436722517,25.512289257720113,2144307.5,11034120,1393.08569,0.187445462,0.0449689589,1.33499181,136312.27415755528,0.0016137131,0.0160547234,0.00824565999,2040
