timeOfWeek, lla0,lla1,lla2,ned0,ned1,ned2,theta0,theta1,theta2
295389.026, 59.3527467, 18.0728735, 32.12, 1565.829712, -1938.677856, -0.923230,   1.9,   3.4, -102.0
295389.066, 59.3527467, 18.0728735, 32.12, 1565.829712, -1938.677856, -0.923242,   1.9,   3.4, -102.0
295389.106, 59.3527467, 18.0728735, 32.12, 1565.829712, -1938.677856, -0.923253,   1.9,   3.4, -102.0
295389.146, 59.3527467, 18.0728735, 32.11, 1565.829712, -1938.677856, -0.916393,   1.9,   3.4, -102.0
295389.186, 59.3527467, 18.0728735, 32.11, 1565.829712, -1938.677856, -0.916405,   1.9,   3.4, -102.0
295389.226, 59.3527467, 18.0728735, 32.11, 1565.829712, -1938.677856, -0.916417,   1.9,   3.4, -102.0
295389.266, 59.3527467, 18.0728735, 32.11, 1565.829712, -1938.677856, -0.916429,   1.9,   3.4, -102.0
295389.306, 59.3527467, 18.0728735, 32.11, 1565.829712, -1938.677856, -0.916440,   1.9,   3.4, -102.0
295389.346, 59.3527467, 18.0728735, 32.11, 1565.829712, -1938.677856, -0.909629,   1.9,   3.4, -102.0
295389.386, 59.3527467, 18.0728735, 32.11, 1565.829712, -1938.677856, -0.909642,   1.9,   3.4, -102.0
295389.426, 59.3527467, 18.0728735, 32.11, 1565.829956, -1938.677856, -0.909654,   1.9,   3.4, -102.0
295389.466, 59.3527467, 18.0728735, 32.11, 1565.829956, -1938.677856, -0.909666,   1.9,   3.4, -102.1
295389.506, 59.3527467, 18.0728735, 32.11, 1565.829956, -1938.678101, -0.909677,   1.9,   3.4, -102.1
295389.546, 59.3527467, 18.0728735, 32.10, 1565.829712, -1938.678101, -0.902819,   1.9,   3.4, -102.1
295389.586, 59.3527467, 18.0728735, 32.10, 1565.829956, -1938.678101, -0.902831,   1.9,   3.4, -102.1
295389.626, 59.3527467, 18.0728735, 32.10, 1565.829956, -1938.678101, -0.902843,   1.9,   3.4, -102.1
295389.666, 59.3527467, 18.0728735, 32.10, 1565.829956, -1938.678101, -0.902854,   1.9,   3.4, -102.1
295389.706, 59.3527467, 18.0728735, 32.10, 1565.829956, -1938.678101, -0.902865,   1.9,   3.4, -102.1
295389.746, 59.3527467, 18.0728735, 32.09, 1565.829956, -1938.678101, -0.896081,   1.9,   3.4, -102.1
295389.786, 59.3527467, 18.0728735, 32.09, 1565.829956, -1938.678101, -0.896094,   1.9,   3.4, -102.1
295389.826, 59.3527467, 18.0728735, 32.09, 1565.829956, -1938.678101, -0.896105,   1.9,   3.4, -102.1
295389.866, 59.3527467, 18.0728735, 32.09, 1565.829956, -1938.678101, -0.896117,   1.9,   3.4, -102.1
