timeOfWeek, lla0,lla1,lla2,ned0,ned1,ned2,theta0,theta1,theta2
462602.436s, 59.3481883, 18.0690943, 60.06, 1059.309448, -2152.835449, -28.865593,   4.9,   0.8, -68.5
462602.476s, 59.3481890, 18.0690949, 60.06, 1059.379883, -2152.797119, -28.861408,   4.9,   0.8, -68.5
462602.516s, 59.3481896, 18.0690957, 60.05, 1059.449463, -2152.756836, -28.857431,   4.9,   0.8, -68.5
462602.556s, 59.3481886, 18.0690952, 60.05, 1059.337280, -2152.782715, -28.855844,   4.9,   0.8, -68.5
462602.596s, 59.3481892, 18.0690959, 60.05, 1059.407227, -2152.742676, -28.855591,   4.9,   0.8, -68.5
462602.636s, 59.3481899, 18.0690966, 60.05, 1059.478027, -2152.703857, -28.856688,   4.9,   0.8, -68.5
462602.676s, 59.3481905, 18.0690973, 60.05, 1059.548462, -2152.664063, -28.853859,   4.9,   0.8, -68.5
462602.716s, 59.3481911, 18.0690980, 60.04, 1059.618652, -2152.623047, -28.848522,   4.9,   0.8, -68.5
462602.756s, 59.3481901, 18.0690975, 60.04, 1059.505981, -2152.651367, -28.846334,   4.9,   0.8, -68.5
462602.796s, 59.3481908, 18.0690982, 60.04, 1059.576660, -2152.610840, -28.840425,   4.9,   0.8, -68.5
462602.836s, 59.3481914, 18.0690990, 60.03, 1059.647705, -2152.570313, -28.834249,   4.9,   0.8, -68.5
462602.876s, 59.3481920, 18.0690997, 60.03, 1059.718994, -2152.530029, -28.831385,   4.9,   0.8, -68.5
462602.916s, 59.3481927, 18.0691004, 60.02, 1059.790039, -2152.489014, -28.826759,   4.9,   0.8, -68.5
462602.956s, 59.3481917, 18.0690999, 60.02, 1059.686646, -2152.515137, -28.824408,   4.9,   0.8, -68.5
462602.996s, 59.3481924, 18.0691006, 60.02, 1059.758179, -2152.474609, -28.821833,   4.9,   0.8, -68.5
462603.036s, 59.3481930, 18.0691014, 60.02, 1059.830078, -2152.433838, -28.820021,   4.9,   0.8, -68.5
462603.076s, 59.3481937, 18.0691021, 60.02, 1059.901855, -2152.392578, -28.821669,   4.9,   0.8, -68.5
462603.116s, 59.3481943, 18.0691028, 60.02, 1059.973633, -2152.351074, -28.821125,   4.9,   0.8, -68.5
462603.156s, 59.3481934, 18.0691023, 60.01, 1059.868774, -2152.379395, -28.817513,   4.9,   0.8, -68.5
