_ID_,baroTemp,genFaultCode,hdwStatus,imuPeriodMs,imuTemp,insStatus,mcuTemp,navPeriodMs,reserved1,reserved2[0],reserved2[1],reserved2[2],reserved2[3],timeOfWeekMs
5264,51.8822975,0,11,1,53.5244255,415302656,0,4,0,0,0,0,0,1530052
10936,51.8114128,0,11,1,53.445919,415302656,0,4,0,0,0,0,0,1540088
16535,51.8873596,0,11,1,53.5167999,415302656,0,4,0,0,0,0,0,1550071
22166,51.9430542,0,2,1,53.5902252,415304704,0,4,0,0,0,0,0,1560055
