_ID_,cnoMean,ecef[0],ecef[1],ecef[2],hAcc,hMSL,lla[0],lla[1],lla[2],pDop,status,timeOfWeekMs,towOffset,vAcc,week
1,0,3098979.96,1010919.34,5464018.8200000003,434114.219,0,0,0,0,99.9899979,1073741824,1518400,0,306974.219,0
119,0,3098979.96,1010919.34,5464018.8200000003,434199.75,0,0,0,0,99.9899979,1073741824,1518600,0,307034.656,0
228,0,3098979.96,1010919.34,5464018.8200000003,434285.25,0,0,0,0,99.9899979,1073741824,1518800,0,307095.125,0
342,0,3098979.96,1010919.34,5464018.8200000003,434370.781,0,0,0,0,99.9899979,1073741824,1519000,0,307155.594,0
456,0,3098979.96,1010919.34,5464018.8200000003,434456.25,0,0,0,0,99.9899979,1073741824,1519200,0,307216.094,0
569,0,3098979.96,1010919.34,5464018.8200000003,434541.781,0,0,0,0,99.9899979,1073741824,1519400,0,307276.531,0
674,0,3098979.96,1010919.34,5464018.8200000003,434627.313,0,0,0,0,99.9899979,1073741824,1519600,0,307336.969,0
790,0,3098979.96,1010919.34,5464018.8200000003,434712.813,0,0,0,0,99.9899979,1073741824,1519800,0,307397.5,0
896,0,3098979.96,1010919.34,5464018.8200000003,434798.344,0,0,0,0,99.9899979,1073741824,1520000,0,307458,0
1007,0,3098979.96,1010919.34,5464018.8200000003,434883.906,0,0,0,0,99.9899979,1073741824,1520200,0,307518.406,0
1120,0,3098979.96,1010919.34,5464018.8200000003,434969.469,0,0,0,0,99.9899979,1073741824,1520400,0,307578.969,0
1235,0,3098979.96,1010919.34,5464018.8200000003,435055,0,0,0,0,99.9899979,1073741824,1520600,0,307639.406,0
1351,0,3098979.96,1010919.34,5464018.8200000003,435140.531,0,0,0,0,99.9899979,1073741824,1520800,0,307699.906,0
1466,0,3098979.96,1010919.34,5464018.8200000003,435226.094,0,0,0,0,99.9899979,1073741824,1521000,0,307760.438,0
1580,0,3098979.96,1010919.34,5464018.8200000003,435311.688,0,0,0,0,99.9899979,1073741824,1521200,0,307820.906,0
1695,0,3098979.96,1010919.34,5464018.8200000003,435397.281,0,0,0,0,99.9899979,1073741824,1521400,0,307881.5,0
1813,0,3098979.96,1010919.34,5464018.8200000003,435482.844,0,0,0,0,99.9899979,1073741824,1521600,0,307942,0
1926,0,3098979.96,1010919.34,5464018.8200000003,435568.438,0,0,0,0,99.9899979,1073741824,1521800,0,308002.469,0
2037,0,3098979.96,1010919.34,5464018.8200000003,435654.031,0,0,0,0,99.9899979,1073741824,1522000,0,308063.031,0
2150,0,3098979.96,1010919.34,5464018.8200000003,435739.563,0,0,0,0,99.9899979,1073741824,1522200,0,308123.5,0
2258,0,3098979.96,1010919.34,5464018.8200000003,435825.25,0,0,0,0,99.9899979,1073741824,1522400,0,308184.031,0
2372,0,3098979.96,1010919.34,5464018.8200000003,435910.844,0,0,0,0,99.9899979,1073741824,1522600,0,308244.625,0
2484,0,3098979.96,1010919.34,5464018.8200000003,435996.469,0,0,0,0,99.9899979,1073741824,1522800,0,308305.125,0
