obsCount, time1, time2, sat, SNR, LLI, code,P
21,1552384007,0.800000,8,140,2,1,23905894.992839,7,108,2,1,24324980.477813,28,184,0,1,20964460.036786,30,172,0,1,21680387.729312,43,172,0,1,19659003.847863,13,168,0,1,20300165.610303,15,172,2,1,21520755.833488,5,144,2,1,23988135.234063,80,176,0,12,23598413.167453,78,140,0,12,24147341.429875,63,132,0,12,24850092.672389,86,164,0,12,25010816.541763,34,160,0,1,19449627.632342,44,148,0,1,19565033.563500,35,136,0,1,21786267.501817,33,128,0,1,22391024.890074,60,160,0,12,26350875.004045,52,128,0,1,22361090.138955,42,100,0,1,23633162.911165,21,104,0,1,25818046.445336,93,128,0,1,39384524.023576,
21,1552384008,0.000000,8,140,2,1,23905954.306129,7,104,2,1,24325107.332171,28,184,0,1,20964442.438241,30,172,0,1,21680481.716185,43,172,0,1,19659071.284230,13,168,0,1,20300158.656391,15,172,2,1,21520677.813564,5,144,2,1,23988273.527039,80,176,0,12,23598391.913088,78,140,0,12,24147404.939943,63,132,0,12,24850033.612127,86,164,0,12,25010900.913566,34,160,0,1,19449643.180486,44,148,0,1,19564969.861480,35,136,0,1,21786135.665422,33,128,0,1,22391184.341439,60,160,0,12,26350766.699268,52,124,0,1,22361043.834803,42,100,0,1,23633320.085277,21,104,0,1,25818120.783264,93,128,0,1,39384524.599434,
21,1552384008,0.200000,8,140,2,1,23906013.854997,7,104,2,1,24325233.697923,28,184,0,1,20964424.970573,30,172,0,1,21680575.877560,43,172,0,1,19659138.877648,13,168,0,1,20300151.789730,15,172,1,1,21520599.985593,5,144,1,1,23988411.820014,80,176,0,12,23598370.327169,78,144,0,12,24147468.519811,63,132,0,12,24849974.543140,86,164,0,12,25010985.608197,34,160,0,1,19449658.955483,44,148,0,1,19564906.107109,35,136,0,1,21786005.687475,33,132,0,1,22391348.958068,60,160,0,12,26350658.403217,52,128,0,1,22360999.101169,42,100,0,1,23633477.407715,21,104,0,1,25818196.089678,93,128,0,1,39384525.218916,
21,1552384008,0.400000,8,140,2,1,23906073.456216,7,108,2,1,24325360.081125,28,180,0,1,20964407.520356,30,180,0,1,21680669.855707,43,172,0,1,19659206.418716,13,164,0,1,20300144.896894,15,172,0,1,21520522.148897,5,148,0,1,23988550.217691,80,176,0,12,23598348.758700,78,144,0,12,24147532.082229,63,132,0,12,24849915.587579,86,164,0,12,25011069.980000,34,160,0,1,19449674.555977,44,148,0,1,19564842.239312,35,132,0,1,21785875.805505,33,132,0,1,22391511.585372,60,160,0,12,26350549.775611,52,128,0,1,22360951.706378,42,100,0,1,23633634.267722,21,104,0,1,25818269.293342,93,132,0,1,39384525.934375,
21,1552384008,0.600000,8,140,2,1,23906132.978908,7,108,2,1,24325486.577753,28,180,0,1,20964390.192289,30,180,0,1,21680763.921106,43,164,0,1,19659273.732931,13,168,0,1,20300137.969158,15,172,0,1,21520444.181324,5,148,0,1,23988688.589193,80,176,0,12,23598327.356008,78,144,0,12,24147595.766799,63,132,0,12,24849855.340702,86,164,0,12,25011154.613556,34,160,0,1,19449690.226273,44,148,0,1,19564778.528567,35,132,0,1,21785744.955047,33,128,0,1,22391676.202001,60,160,0,12,26350441.462110,52,128,0,1,22360906.466688,42,100,0,1,23633790.848526,21,100,0,1,25818343.509118,93,132,0,1,39384526.580033,
21,1552384008,0.800000,8,136,2,1,23906192.588852,7,104,2,1,24325612.917330,28,180,0,1,20964372.724621,30,184,0,1,21680857.942879,43,164,0,1,19659341.221648,13,168,0,1,20300131.041421,15,172,0,1,21520366.370803,5,148,0,1,23988827.021770,80,176,0,12,23598305.996941,78,144,0,12,24147659.503719,63,132,0,12,24849794.465618,86,164,0,12,25011238.924283,34,160,0,1,19449706.009995,44,148,0,1,19564714.896348,35,132,0,1,21785614.505944,33,128,0,1,22391837.084283,60,160,0,12,26350333.392911,52,128,0,1,22360861.541103,42,100,0,1,23633947.725983,21,104,0,1,25818418.684656,93,136,0,1,39384527.234416,
21,1552384009,0.000000,8,136,2,1,23906252.085370,7,108,2,1,24325739.762962,28,180,0,1,20964355.396555,30,188,0,1,21680951.990828,43,164,0,1,19659408.780166,13,172,0,1,20300124.331813,15,172,0,1,21520288.595183,5,148,0,1,23988965.436897,80,176,0,12,23598284.454647,78,144,0,12,24147723.127213,63,112,0,12,24849735.222128,86,164,0,12,25011323.269911,34,168,0,1,19449721.619214,44,148,0,1,19564651.203054,35,132,0,1,21785484.772301,33,132,0,1,22392001.334458,60,152,0,12,26350225.149211,52,128,0,1,22360816.868546,42,100,0,1,23634104.708142,21,100,0,1,25818492.612503,93,136,0,1,39384527.897525,
21,1552384009,0.200000,8,136,2,1,23906311.686588,7,108,2,1,24325867.315329,28,180,0,1,20964337.893987,30,188,0,1,21681045.785748,43,164,0,1,19659476.286333,13,172,0,1,20300117.386626,15,168,0,1,21520210.924264,5,152,0,1,23989103.956726,80,176,0,12,23598263.287533,78,144,0,12,24147787.082261,63,116,0,12,24849676.353819,86,164,0,12,25011407.449761,34,164,0,1,19449737.341861,44,148,0,1,19564587.640635,35,128,0,1,21785354.375548,33,132,0,1,22392167.600133,60,152,0,12,26350116.626307,52,128,0,1,22360772.510092,42,100,0,1,23634262.283608,21,100,0,1,25818566.418199,93,136,0,1,39384528.578083,
21,1552384009,0.400000,8,136,2,1,23906371.200556,7,108,2,1,24325994.274388,28,180,0,1,20964320.513570,30,188,0,1,21681139.702820,43,168,0,1,19659543.827401,13,172,0,1,20300110.493790,15,168,0,1,21520133.174819,5,152,0,1,23989242.415478,80,176,0,12,23598241.823765,78,144,0,12,24147850.845357,63,116,0,12,24849617.677462,86,164,0,12,25011491.446384,34,164,0,1,19449753.116858,44,148,0,1,19564523.921165,35,128,0,1,21785223.943896,33,132,0,1,22392331.928833,60,152,0,12,26350008.452407,52,128,0,1,22360722.454142,42,100,0,1,23634419.283217,21,100,0,1,25818641.096406,93,136,0,1,39384529.197566,
21,1552384009,0.600000,8,136,2,1,23906430.740699,7,112,2,1,24326120.954244,28,180,0,1,20964302.984826,30,188,0,1,21681233.663517,43,168,0,1,19659611.368469,13,172,0,1,20300103.539878,15,168,0,1,21520055.303222,5,152,0,1,23989380.778255,80,176,0,12,23598220.517050,78,144,0,12,24147914.556102,63,116,0,12,24849558.119869,86,164,0,12,25011576.158466,34,164,0,1,19449768.918030,44,148,0,1,19564460.271496,35,128,0,1,21785093.520969,33,132,0,1,22392492.645338,60,152,0,12,26349899.772451,52,128,0,1,22360674.012338,42,100,0,1,23634576.326452,21,104,0,1,25818716.158518,93,140,0,1,39384529.860674,
