timeOfWeek, lla0,lla1,lla2,ned0,ned1,ned2,theta0,theta1,theta2
208007.828, 59.3530370, 18.0731031, 30.46, 1598.088623, -1925.667603, 0.734010,  -1.9,   0.5,  93.4
208007.868, 59.3530370, 18.0731031, 30.46, 1598.088623, -1925.667603, 0.735561,  -1.9,   0.5,  93.4
208007.908, 59.3530370, 18.0731031, 30.46, 1598.088623, -1925.667603, 0.736740,  -1.9,   0.5,  93.4
208007.948, 59.3530370, 18.0731031, 30.46, 1598.088623, -1925.667603, 0.735088,  -1.9,   0.5,  93.4
208007.988, 59.3530370, 18.0731031, 30.46, 1598.088623, -1925.667603, 0.736542,  -1.9,   0.5,  93.4
208008.028, 59.3530370, 18.0731031, 30.46, 1598.088623, -1925.667603, 0.738097,  -1.9,   0.5,  93.4
208008.069, 59.3530370, 18.0731031, 30.46, 1598.088623, -1925.667480, 0.738943,  -1.9,   0.5,  93.4
208008.109, 59.3530370, 18.0731031, 30.46, 1598.088745, -1925.667480, 0.739930,  -1.9,   0.5,  93.4
208008.149, 59.3530370, 18.0731031, 30.46, 1598.088745, -1925.667480, 0.738807,  -1.9,   0.5,  93.4
208008.189, 59.3530370, 18.0731031, 30.46, 1598.088745, -1925.667480, 0.740869,  -1.9,   0.5,  93.4
208008.229, 59.3530370, 18.0731031, 30.45, 1598.088745, -1925.667480, 0.742033,  -1.9,   0.5,  93.4
208008.269, 59.3530370, 18.0731031, 30.45, 1598.088745, -1925.667480, 0.743004,  -1.9,   0.5,  93.4
208008.309, 59.3530370, 18.0731031, 30.45, 1598.088745, -1925.667480, 0.743899,  -1.9,   0.5,  93.4
208008.349, 59.3530370, 18.0731031, 30.45, 1598.088745, -1925.667480, 0.741395,  -1.9,   0.5,  93.5
208008.389, 59.3530370, 18.0731031, 30.45, 1598.088745, -1925.667480, 0.742067,  -1.9,   0.5,  93.5
208008.429, 59.3530370, 18.0731031, 30.45, 1598.088745, -1925.667480, 0.743355,  -1.9,   0.5,  93.5
208008.469, 59.3530370, 18.0731031, 30.45, 1598.088745, -1925.667480, 0.744855,  -1.9,   0.5,  93.5
208008.509, 59.3530370, 18.0731031, 30.45, 1598.088745, -1925.667480, 0.746769,  -1.9,   0.5,  93.5
208008.549, 59.3530370, 18.0731031, 30.45, 1598.088745, -1925.667480, 0.745387,  -1.9,   0.5,  93.5
208008.589, 59.3530370, 18.0731031, 30.45, 1598.088745, -1925.667480, 0.747288,  -1.9,   0.5,  93.5
208008.629, 59.3530370, 18.0731031, 30.45, 1598.088745, -1925.667480, 0.749102,  -1.9,   0.5,  93.5
208008.669, 59.3530370, 18.0731031, 30.44, 1598.088989, -1925.667480, 0.751270,  -1.9,   0.5,  93.5
208008.709, 59.3530370, 18.0731031, 30.44, 1598.088989, -1925.667480, 0.752768,  -1.9,   0.5,  93.5
208008.749, 59.3530370, 18.0731031, 30.45, 1598.088989, -1925.667480, 0.750375,  -1.9,   0.5,  93.5
208008.789, 59.3530370, 18.0731031, 30.45, 1598.088989, -1925.667480, 0.750933,  -1.9,   0.5,  93.5
208008.829, 59.3530370, 18.0731031, 30.44, 1598.088989, -1925.667236, 0.752348,  -1.9,   0.5,  93.5
208008.869, 59.3530370, 18.0731031, 30.44, 1598.088989, -1925.667236, 0.752888,  -1.9,   0.5,  93.5
208008.909, 59.3530370, 18.0731031, 30.44, 1598.088989, -1925.667236, 0.753860,  -1.9,   0.5,  93.5
208008.949, 59.3530370, 18.0731031, 30.44, 1598.088989, -1925.667480, 0.752860,  -1.9,   0.5,  93.5
208008.989, 59.3530370, 18.0731031, 30.44, 1598.088989, -1925.667480, 0.754263,  -1.9,   0.5,  93.5
208009.029, 59.3530370, 18.0731031, 30.44, 1598.088989, -1925.667236, 0.754500,  -1.9,   0.5,  93.5
208009.068, 59.3530370, 18.0731031, 30.44, 1598.088989, -1925.667236, 0.755608,  -1.9,   0.5,  93.5
208009.108, 59.3530370, 18.0731031, 30.44, 1598.088989, -1925.667236, 0.757222,  -1.9,   0.5,  93.5
208009.148, 59.3530370, 18.0731031, 30.44, 1598.088989, -1925.667480, 0.754488,  -1.9,   0.5,  93.5
208009.188, 59.3530370, 18.0731031, 30.44, 1598.088989, -1925.667480, 0.756742,  -1.9,   0.5,  93.5
208009.228, 59.3530370, 18.0731031, 30.44, 1598.088989, -1925.667236, 0.758271,  -1.9,   0.5,  93.5
208009.268, 59.3530370, 18.0731031, 30.44, 1598.088989, -1925.667236, 0.760509,  -1.9,   0.5,  93.5
208009.308, 59.3530370, 18.0731031, 30.43, 1598.088989, -1925.667236, 0.762671,  -1.9,   0.5,  93.5
208009.348, 59.3530370, 18.0731031, 30.44, 1598.088989, -1925.667236, 0.760518,  -1.9,   0.5,  93.5
208009.388, 59.3530370, 18.0731031, 30.43, 1598.088989, -1925.667236, 0.762457,  -1.9,   0.5,  93.5
208009.428, 59.3530370, 18.0731031, 30.43, 1598.088989, -1925.667236, 0.763671,  -1.9,   0.5,  93.5
208009.468, 59.3530370, 18.0731031, 30.43, 1598.088989, -1925.667236, 0.765865,  -1.9,   0.5,  93.5
208009.508, 59.3530370, 18.0731031, 30.43, 1598.089111, -1925.667236, 0.766524,  -1.9,   0.5,  93.5
208009.548, 59.3530370, 18.0731031, 30.43, 1598.089111, -1925.667480, 0.763898,  -1.9,   0.5,  93.5
208009.588, 59.3530370, 18.0731031, 30.43, 1598.089111, -1925.667480, 0.764808,  -1.9,   0.5,  93.5
208009.628, 59.3530370, 18.0731031, 30.43, 1598.089111, -1925.667480, 0.768327,  -1.9,   0.5,  93.5
208009.668, 59.3530370, 18.0731031, 30.43, 1598.089111, -1925.667480, 0.770599,  -1.9,   0.5,  93.5
208009.708, 59.3530370, 18.0731031, 30.43, 1598.089111, -1925.667480, 0.770934,  -1.9,   0.5,  93.5
208009.748, 59.3530370, 18.0731031, 30.43, 1598.089111, -1925.667480, 0.767742,  -1.9,   0.5,  93.5
208009.788, 59.3530370, 18.0731031, 30.43, 1598.089111, -1925.667480, 0.769530,  -1.9,   0.5,  93.5
208009.828, 59.3530370, 18.0731031, 30.43, 1598.089111, -1925.667480, 0.770336,  -1.9,   0.5,  93.5
208009.868, 59.3530370, 18.0731031, 30.42, 1598.089111, -1925.667480, 0.771548,  -1.9,   0.5,  93.5
208009.908, 59.3530370, 18.0731031, 30.42, 1598.089111, -1925.667480, 0.771981,  -1.9,   0.5,  93.5
208009.948, 59.3530370, 18.0731031, 30.43, 1598.089111, -1925.667236, 0.767923,  -1.9,   0.5,  93.5
208009.988, 59.3530370, 18.0731031, 30.43, 1598.089111, -1925.667236, 0.769117,  -1.9,   0.5,  93.5
208010.028, 59.3530370, 18.0731031, 30.43, 1598.089111, -1925.667236, 0.770141,  -1.9,   0.5,  93.5
208010.068, 59.3530370, 18.0731031, 30.43, 1598.089111, -1925.667236, 0.770749,  -1.9,   0.5,  93.5
