_ID_,cnoMean,ecef[0],ecef[1],ecef[2],hAcc,hMSL,lla[0],lla[1],lla[2],pDop,status,timeOfWeekMs,towOffset,vAcc,week
81,0,6378137,0,0,4294967.5,0,0,0,0,99.9899979,1073741824,1130000,0,3755173.5,0
132,0,6378137,0,0,4294967.5,0,0,0,0,99.9899979,1073741824,1130200,0,3755176.25,0
183,0,6378137,0,0,4294967.5,0,0,0,0,99.9899979,1073741824,1130400,0,3755179.25,0
234,0,6378137,0,0,4294967.5,0,0,0,0,99.9899979,1073741824,1130600,0,3755182,0
285,0,6378137,0,0,4294967.5,0,0,0,0,99.9899979,1073741824,1130800,0,3755184.5,0
336,0,6378137,0,0,4294967.5,0,0,0,0,99.9899979,1073741824,1131000,0,3755187.5,0
387,0,6378137,0,0,4294967.5,0,0,0,0,99.9899979,1073741824,1131200,0,3755190.25,0
438,0,6378137,0,0,4294967.5,0,0,0,0,99.9899979,1073741824,1131400,0,3755193,0
489,0,6378137,0,0,4294967.5,0,0,0,0,99.9899979,1073741824,1131600,0,3755195.5,0
540,0,6378137,0,0,4294967.5,0,0,0,0,99.9899979,1073741824,1131800,0,3755198.5,0
592,0,6378137,0,0,4294967.5,0,0,0,0,99.9899979,1073741824,1132000,0,3755201.25,0
643,0,6378137,0,0,4294967.5,0,0,0,0,99.9899979,1073741824,1132200,0,3755204.25,0
694,0,6378137,0,0,4294967.5,0,0,0,0,99.9899979,1073741824,1132400,0,3755206.75,0
745,0,6378137,0,0,4294967.5,0,0,0,0,99.9899979,1073741824,1132600,0,3755209.5,0
796,0,6378137,0,0,4294967.5,0,0,0,0,99.9899979,1073741824,1132800,0,3755212.25,0
847,0,6378137,0,0,4294967.5,0,0,0,0,99.9899979,1073741824,1133000,0,3755215.25,0
898,0,6378137,0,0,4294967.5,0,0,0,0,99.9899979,1073741824,1133200,0,3755217.75,0
949,0,6378137,0,0,4294967.5,0,0,0,0,99.9899979,1073741824,1133400,0,3755220.75,0
1000,0,6378137,0,0,4294967.5,0,0,0,0,99.9899979,1073741824,1133600,0,3755223.5,0
1051,0,6378137,0,0,4294967.5,0,0,0,0,99.9899979,1073741824,1133800,0,3755226.25,0
1103,0,6378137,0,0,4294967.5,0,0,0,0,99.9899979,1073741824,1134000,0,3755228.75,0
1154,0,6378137,0,0,4294967.5,0,0,0,0,99.9899979,1073741824,1134200,0,3755231.75,0
1205,0,6378137,0,0,4294967.5,0,0,0,0,99.9899979,1073741824,1134400,0,3755234.5,0
1256,0,6378137,0,0,4294967.5,0,0,0,0,99.9899979,1073741824,1134600,0,3755237.25,0
1307,0,6378137,0,0,4294967.5,0,0,0,0,99.9899979,1073741824,1134800,0,3755240,0
1358,0,6378137,0,0,4294967.5,0,0,0,0,99.9899979,1073741824,1135000,0,3755243,0
1409,0,6378137,0,0,4294967.5,0,0,0,0,99.9899979,1073741824,1135200,0,3755245.5,0
1460,0,6378137,0,0,4294967.5,0,0,0,0,99.9899979,1073741824,1135400,0,3755248.25,0
1511,0,6378137,0,0,4294967.5,0,0,0,0,99.9899979,1073741824,1135600,0,3755251,0
1562,0,6378137,0,0,4294967.5,0,0,0,0,99.9899979,1073741824,1135800,0,3755254,0
1614,0,6378137,0,0,4294967.5,0,0,0,0,99.9899979,1073741824,1136000,0,3755256.75,0
1665,0,6378137,0,0,4294967.5,0,0,0,0,99.9899979,1073741824,1136200,0,3755259.25,0
1716,0,6378137,0,0,4294967.5,0,0,0,0,99.9899979,1073741824,1136400,0,3755262.25,0
