_ID_,hdwStatus,insStatus,lla[0],lla[1],lla[2],qn2b[0],qn2b[1],qn2b[2],qn2b[3],timeOfWeek,uvw[0],uvw[1],uvw[2],week
78,65536,415304704,59.348150100000012,18.068786300000003,51.793000000528991,0.933094144,-0.0246680006,0.0171663724,-0.358374447,1132.2748618201585,0,0,0,0
79,1114112,415304704,59.348150100000012,18.068786300000003,51.793000000528991,0.933094025,-0.0246689264,0.0171680823,-0.358374506,1132.2788618203485,0,0,0,0
80,1114112,415304704,59.348150100000012,18.068786300000003,51.793000000528991,0.9330948,-0.0246678293,0.0171697885,-0.358372569,1132.2828618205385,0,0,0,0
82,1114112,415304704,59.348150100000012,18.068786300000003,51.793000000528991,0.933095336,-0.0246692691,0.0171712767,-0.358370751,1132.2868618207285,0,0,0,0
83,1114112,415304704,59.348150100000012,18.068786300000003,51.793000000528991,0.93309617,-0.0246647894,0.0171720088,-0.358368963,1132.2908618209185,0,0,0,0
84,1114112,415304704,59.348150100000012,18.068786300000003,51.793000000528991,0.933096826,-0.0246621743,0.0171739198,-0.358367115,1132.2955627441406,0,0,0,0
85,1114112,415304704,59.348150100000012,18.068786300000003,51.793000000528991,0.933086276,-0.0246584248,0.0171656888,-0.358395219,1132.2998374025337,0,0,0,0
86,1114112,415304704,59.348150100000012,18.068786300000003,51.793000000528991,0.933092356,-0.0246545449,0.0171672385,-0.358379811,1132.3038374027237,0,0,0,0
87,1114112,415304704,59.348150100000012,18.068786300000003,51.793000000528991,0.93309176,-0.0246538036,0.0171660632,-0.35838145,1132.3078374029137,0,0,0,0
88,1114112,415304704,59.348150100000012,18.068786300000003,51.793000000528991,0.933091462,-0.0246589761,0.0171678383,-0.358381808,1132.3118374031037,0,0,0,0
89,1114112,415304704,59.348150100000012,18.068786300000003,51.793000000528991,0.933093488,-0.024663087,0.0171708595,-0.358375877,1132.3158374032937,0,0,0,0
90,1114112,415304704,59.348150100000012,18.068786300000003,51.793000000528991,0.933094919,-0.0246640537,0.0171698648,-0.35837239,1132.3198374034837,0,0,0,0
91,1114112,415304704,59.348150100000012,18.068786300000003,51.793000000528991,0.93309468,-0.0246634912,0.0171709806,-0.358373016,1132.3238374036737,0,0,0,0
92,1114112,415304704,59.348150100000012,18.068786300000003,51.793000000528991,0.933093488,-0.0246682093,0.0171703007,-0.358375758,1132.3278374038637,0,0,0,0
93,1114112,415304704,59.348150100000012,18.068786300000003,51.793000000528991,0.933095157,-0.024667386,0.0171704721,-0.358371556,1132.3318374040537,0,0,0,0
94,1114112,415304704,59.348150100000012,18.068786300000003,51.793000000528991,0.933099389,-0.0246683042,0.0171720963,-0.35836044,1132.3358374042436,0,0,0,0
95,1114112,415304704,59.348150100000012,18.068786300000003,51.793000000528991,0.933099985,-0.0246659331,0.017171625,-0.358359098,1132.3398374044336,0,0,0,0
96,1114112,415304704,59.348150100000012,18.068786300000003,51.793000000528991,0.933098853,-0.0246662684,0.0171686225,-0.358362079,1132.3438374046236,0,0,0,0
97,1114112,415304704,59.348150100000012,18.068786300000003,51.793000000528991,0.933098197,-0.0246656761,0.0171723161,-0.358363777,1132.3478374048136,0,0,0,0
98,1114112,415304704,59.348150100000012,18.068786300000003,51.793000000528991,0.933098018,-0.0246667657,0.0171733946,-0.358364165,1132.3518374050036,0,0,0,0
99,1114112,415304704,59.348150100000012,18.068786300000003,51.793000000528991,0.933096707,-0.0246670805,0.0171771627,-0.358367294,1132.3558374051936,0,0,0,0
100,1114112,415304704,59.348150100000012,18.068786300000003,51.793000000528991,0.933096111,-0.0246670693,0.0171769205,-0.358368903,1132.3598374053836,0,0,0,0
101,1114112,415304704,59.348150100000012,18.068786300000003,51.793000000528991,0.93308866,-0.0246705748,0.0171768554,-0.358387947,1132.3638374055736,0,0,0,0
102,1114112,415304704,59.348150100000012,18.068786300000003,51.793000000528991,0.933088958,-0.0246725772,0.0171793383,-0.358386725,1132.3678374057636,0,0,0,0
103,1114112,415304704,59.348150100000012,18.068786300000003,51.793000000528991,0.933089077,-0.0246736463,0.0171793159,-0.358386397,1132.3718374059536,0,0,0,0
104,1114112,415304704,59.348150100000012,18.068786300000003,51.793000000528991,0.933083117,-0.0246743578,0.017179789,-0.358402133,1132.3758374061435,0,0,0,0
105,1114112,415304704,59.348150100000012,18.068786300000003,51.793000000528991,0.933083236,-0.024673162,0.0171815939,-0.358401507,1132.3798374063335,0,0,0,0
106,1114112,415304704,59.348150100000012,18.068786300000003,51.793000000528991,0.933085501,-0.0246701259,0.0171874054,-0.358395606,1132.3838374065235,0,0,0,0
107,1114112,415304704,59.348150100000012,18.068786300000003,51.793000000528991,0.933085859,-0.0246717986,0.0171877686,-0.358394802,1132.3878374067135,0,0,0,0
108,1114112,415304704,59.348150100000012,18.068786300000003,51.793000000528991,0.933087349,-0.0246681608,0.0171896741,-0.358390957,1132.3918374069035,0,0,0,0
109,1114112,415304704,59.348150100000012,18.068786300000003,51.793000000528991,0.933087349,-0.0246681608,0.0171896741,-0.358390957,1132.3955383300781,0,0,0,0
110,1114112,415304704,59.348150100000012,18.068786300000003,51.793000000528991,0.93309927,-0.0246634353,0.0171976201,-0.358359933,1132.3999045412056,0,0,0,0
111,1114112,415304704,59.348150100000012,18.068786300000003,51.793000000528991,0.933109641,-0.0246620383,0.0172008071,-0.358332783,1132.4039045413956,0,0,0,0
112,1114112,415304704,59.348150100000012,18.068786300000003,51.793000000528991,0.933108568,-0.0246653985,0.0172012057,-0.358335048,1132.4079045415856,0,0,0,0
113,1114112,415304704,59.348150100000012,18.068786300000003,51.793000000528991,0.933107853,-0.0246669929,0.0172005259,-0.358337075,1132.4119045417756,0,0,0,0
114,1114112,415304704,59.348150100000012,18.068786300000003,51.793000000528991,0.93310374,-0.0246656928,0.0172001794,-0.358347893,1132.4159045419656,0,0,0,0
