_ID_,acc1[0],acc1[1],acc1[2],acc2[0],acc2[1],acc2[2],pqr1[0],pqr1[1],pqr1[2],pqr2[0],pqr2[1],pqr2[2],status,time
1,0.163814515,0.581197083,-9.7769165,0.123792902,0.583531916,-9.73402119,0.0045861234,0.00176747981,-0.00412186701,0.00377494982,0.00192977593,0.0088626612,0,1132.2068618169287
7,0.1563752,0.562392235,-9.70944309,0.119935684,0.557230532,-9.72000694,0.00442896085,0.003002638,-0.00215584598,0.00037801321,0.00101404265,0.00736813387,0,1132.2108618171187
14,0.174988002,0.545549214,-9.73617458,0.149559066,0.545359552,-9.75031376,0.00500515383,0.00135058141,-0.000335661083,0.0038352781,0.000762959069,0.00843945052,0,1132.2148618173087
22,0.155738607,0.539641917,-9.79696083,0.125721619,0.564993858,-9.77798462,0.0047920458,0.00104394683,-4.08086562e-05,0.0014240368,0.00251461822,0.00863202568,0,1132.2348618182587
30,0.181350574,0.562303603,-9.74176598,0.125009418,0.565257549,-9.7739954,0.00200846978,0.00145363866,0.000135984083,-0.000311210577,-0.00124378072,0.00820212997,0,1132.2388618184486
37,0.163847566,0.576226294,-9.76361084,0.148979872,0.575506091,-9.79192638,0.00313352956,0.00175139087,-0.00429405645,0.00253522862,0.00130583555,0.00894374773,0,1132.2428618186386
44,0.176752508,0.592850626,-9.78479099,0.170255676,0.600504279,-9.78406143,0.00200515799,0.00205004844,-0.00183121418,0.00198523258,0.0029176285,0.00972535741,0,1132.2468618188286
51,0.153706551,0.567928493,-9.77461147,0.151381537,0.574437201,-9.77584362,0.00456556678,0.000842710666,-0.00012065487,0.00242853607,0.00142065086,0.00691514602,0,1132.2508618190186
57,0.177091986,0.591653883,-9.72679138,0.140919432,0.572373092,-9.75773716,0.00309907598,-0.000834858161,-0.00137538684,0.00267461012,5.63948961e-05,0.0078670783,0,1132.2548618192086
65,0.151919663,0.554115295,-9.72868824,0.110246912,0.553030431,-9.74663067,0.00242022192,-0.00187902804,-0.00134707021,0.00277133519,0.000714137277,0.00845216494,0,1132.2588618193986
71,0.169931531,0.571721673,-9.73908043,0.131859571,0.591042936,-9.72135353,0.00262794318,0.000199358386,-0.00429231999,0.00255431165,0.000169017643,0.00511795841,0,1132.2628618195886
