_ID_,acc1[0],acc1[1],acc1[2],acc2[0],acc2[1],acc2[2],pqr1[0],pqr1[1],pqr1[2],pqr2[0],pqr2[1],pqr2[2],status,time
4,0.122498423,-0.176923588,-9.75185871,0.0583144948,-0.12714684,-9.74738312,0.00404092902,0.00288104196,-0.00314837275,0.00128392386,0.00234664907,0.0098969182,0,1300.5210561535787
12,0.0773483664,-0.129922554,-9.75282383,0.0480185747,-0.124860704,-9.70927906,0.00274180877,0.00252780761,0.000666480104,0.001486302,0.00306333508,0.00798676908,0,1300.5250561537687
18,0.0895711258,-0.167006239,-9.79609966,0.0504001975,-0.160692796,-9.73834991,0.00216472102,0.00265305303,-0.00207569194,0.00432530884,0.00181403512,0.00595178595,0,1300.5290561539587
26,0.0576334782,-0.189321935,-9.77217674,0.0388863273,-0.202693105,-9.74811459,0.00401108712,0.00297848997,0.00327363866,0.000297263003,0.00204930617,0.00777544687,0,1300.5490561549086
32,0.0736056045,-0.182789788,-9.74571133,0.0311359167,-0.187436447,-9.75770473,0.00256438321,0.00385810668,-0.00174261641,0.00220047729,0.00230933749,0.00758951483,0,1300.5530561550986
40,0.0728711784,-0.165606812,-9.7289629,0.0329500064,-0.186361387,-9.74436378,0.00620564353,0.00456962176,0.00169120042,0.00303544383,-0.00102256739,0.00969572924,0,1300.5570561552886
46,0.0709180087,-0.19723025,-9.7697773,0.00894492958,-0.157248855,-9.76592255,0.00211200537,0.00458057132,-0.00127434498,-0.00032543391,0.0026365458,0.00630529225,0,1300.5610561554786
55,0.0688627586,-0.165305704,-9.72817898,0.0209721532,-0.138304457,-9.75822926,-0.000269085373,-0.00213529123,-0.000878555002,-0.000140153672,-0.000278436986,0.0081427386,0,1300.5650561556686
61,0.0591774099,-0.169091687,-9.78891182,0.026904095,-0.150298506,-9.73280907,0.00199318142,0.00357864448,-0.000845312316,0.00344347465,0.00352206524,0.00713308016,0,1300.5690561558586
68,0.0522775725,-0.150173068,-9.77341938,0.0456610322,-0.146982864,-9.77812767,0.0025220071,0.00355954771,-0.00334783527,0.000893338874,0.00156514696,0.00787091721,0,1300.5730561560486
76,0.054498788,-0.158379868,-9.76751137,0.0380891897,-0.122960083,-9.77315903,0.000383315753,0.000113665345,-0.000426092709,0.00230179983,0.00123763015,0.00761989644,0,1300.5770561562385
82,0.0895801708,-0.13711001,-9.77409744,0.0176063105,-0.128629744,-9.75904942,0.00279287854,0.000798789377,-0.000977902906,0.00400403934,0.000969832239,0.00974391773,0,1300.5810561564285
