_ID_,mag[0],mag[1],mag[2],time
6,1.61169434,4.94076872,-3.64353228,1300.5210561535787
49,1.5759387,4.94984531,-3.64557552,1300.5610561554786
70,1.57912183,4.96632481,-3.61796951,1300.5710561559536
85,1.59194589,4.95376539,-3.61244559,1300.5810561564285
