_ID_,bar,barTemp,humidity,mslBar,time
9,100.335281,50.5294724,5.37651682,82.792923,1132.2108618171187
17,100.339951,50.5244522,5.21085119,82.4004745,1132.2308618180687
32,100.337212,50.5244522,5.30574512,82.630455,1132.2388618184486
46,100.332542,50.5294724,5.1689353,83.0229111,1132.2468618188286
59,100.334465,50.5244522,5.50738573,82.8614578,1132.2548618192086
72,100.328987,50.5244522,5.61413193,83.3219604,1132.2628618195886
