_ID_,acc1[0],acc1[1],acc1[2],acc2[0],acc2[1],acc2[2],pqr1[0],pqr1[1],pqr1[2],pqr2[0],pqr2[1],pqr2[2],status,time
1,0.129778817,-0.175379381,-9.73058033,0.0733108744,-0.108210087,-9.76148319,0.00406230148,0.000436944189,-0.00706665684,0.000513497682,0.00235627522,0.0120844487,0,1300.5190561534837
2,0.129778817,-0.175379381,-9.73058033,0.0733108744,-0.108210087,-9.76148319,0.00300129503,-0.00276841316,-0.00492233317,-0.00159796968,0.00557889603,0.0120722931,0,1300.5200561535312
3,0.0818999857,-0.122671328,-9.75464916,0.0398312584,-0.112592876,-9.71861935,0.00407201657,0.00152395817,-0.000645435241,0.00264010089,0.0023383873,0.00888408162,0,1300.5210561535787
8,0.0818999857,-0.122671328,-9.75464916,0.0398312584,-0.112592876,-9.71861935,0.0040717721,0.00687535247,0.000420846278,0.00369717809,0.00125307811,0.00568616437,0,1300.5220561536262
9,0.0771330222,-0.127437815,-9.74023438,0.0540816821,-0.131751999,-9.70424652,0.00194148207,0.00473190285,0.000424892525,0.00262906728,0.00019540191,0.00889090355,0,1300.5230561536737
10,0.0771330222,-0.127437815,-9.74023438,0.0540816821,-0.131751999,-9.70424652,0.000879563566,-0.000615743105,0.00150050037,-0.00159891287,0.00557239959,0.00993743259,0,1300.5240561537212
11,0.06262777,-0.165942311,-9.80247784,0.0492721424,-0.136488855,-9.69947243,0.00407731254,-0.00381877995,0.00149929989,-0.000520239584,0.00876981206,0.00565844122,0,1300.5250561537687
14,0.06262777,-0.165942311,-9.80247784,0.0492721424,-0.136488855,-9.69947243,0.00513793295,0.00045627926,-0.000645835418,0.00370821194,0.00339606334,0.00567934243,0,1300.5260561538162
15,0.105737418,-0.165919319,-9.79294586,0.0537478514,-0.175180793,-9.77082253,0.00406335434,0.00686092582,-0.00493084826,0.00899515487,-0.00305325002,0.0057046162,0,1300.5270561538637
16,0.105737418,-0.165919319,-9.79294586,0.0537478514,-0.175180793,-9.77082253,-0.00126016012,0.00471717818,-0.00278248917,0.0036866162,-0.000886658847,0.00676041655,0,1300.5280561539112
17,0.110525876,-0.175501943,-9.7881279,0.0394073501,-0.179670706,-9.72793674,-0.00338838063,0.00150691287,-0.00170729263,0.00266075367,0.00661461242,0.00566814793,0,1300.5290561539587
21,0.110525876,-0.175501943,-9.7881279,0.0394073501,-0.179670706,-9.72793674,-0.00231067953,0.000459431583,0.0057846792,0.00371278566,0.00446105935,0.00354107143,0,1300.5300561540062
22,0.076968722,-0.103677645,-9.84585857,0.063514255,-0.146410748,-9.7518425,0.00088100211,0.0047385362,0.00363712083,0.00476071564,0.00124575826,0.00461969618,0,1300.5310561540537
23,0.076968722,-0.103677645,-9.84585857,0.063514255,-0.146410748,-9.7518425,0.00513860025,0.00794996321,0.00148916198,0.00261345971,-0.00301257893,0.0110359974,0,1300.5320561541012
24,0.0867398307,-0.160942063,-9.70656681,0.0443950854,-0.141564116,-9.76140881,0.00725812139,0.0025824164,-0.00707191508,0.00263142516,0.000211643535,0.0142280534,0,1300.5330561541487
25,0.072301589,-0.199365675,-9.73042679,0.00561993616,-0.213433012,-9.81364059,-0.000186738369,0.00152163743,0.00150008907,-0.000555698934,0.00232461514,0.000341757521,0,1300.5490561549086
28,0.072301589,-0.199365675,-9.73042679,0.00561993616,-0.213433012,-9.81364059,-0.00019747029,0.00792542193,-0.00385647407,0.00262166397,-0.000889083894,0.00462459493,0,1300.5500561549561
