_ID_,bar,barTemp,humidity,mslBar,time
20,100.940163,48.2751694,3.37431264,32.0964317,1300.5290561539587
34,100.946274,48.2952538,3.56749558,31.5857277,1300.5530561550986
48,100.939957,48.2902298,3.33759665,32.1135864,1300.5610561554786
63,100.944603,48.2852097,3.5447166,31.725008,1300.5690561558586
84,100.943748,48.2801895,3.45065618,31.7966671,1300.5810561564285
