timeOfWeek, lla0,lla1,lla2,ned0,ned1,ned2,theta0,theta1,theta2
573305.508, 59.3528962, 18.0731209, 34.55, 366.272888, 326.912994, 54.986088,  82.2,  -1.9,  44.5
573305.608, 59.3528962, 18.0731210, 34.55, 366.275635, 326.921112, 54.986469,  82.2,  -1.9,  44.5
573305.708, 59.3528960, 18.0731207, 34.55, 366.247101, 326.902802, 54.991436,  82.2,  -1.9,  44.5
573305.808, 59.3528960, 18.0731208, 34.54, 366.249908, 326.911133, 54.996418,  82.2,  -1.9,  44.4
573305.908, 59.3528957, 18.0731205, 34.54, 366.221802, 326.893768, 55.000858,  82.2,  -1.9,  44.4
573306.008, 59.3528958, 18.0731207, 34.54, 366.224548, 326.902069, 54.997894,  82.2,  -1.9,  44.4
573306.108, 59.3528955, 18.0731204, 34.54, 366.198029, 326.886749, 55.001904,  82.2,  -1.9,  44.3
573306.208, 59.3528955, 18.0731206, 34.55, 366.200500, 326.895264, 54.991074,  82.2,  -1.9,  44.3
573306.308, 59.3528953, 18.0731203, 34.54, 366.175537, 326.880493, 54.995499,  82.2,  -1.9,  44.3
573306.408, 59.3528953, 18.0731204, 34.55, 366.178131, 326.889008, 54.994282,  82.2,  -1.9,  44.3
573306.508, 59.3528951, 18.0731202, 34.55, 366.155914, 326.875732, 54.992542,  82.2,  -1.9,  44.2
573306.608, 59.3528952, 18.0731204, 34.55, 366.158447, 326.884338, 54.992428,  82.2,  -1.9,  44.2
573306.708, 59.3528950, 18.0731201, 34.54, 366.139008, 326.871979, 55.001236,  82.2,  -1.9,  44.2
573306.808, 59.3528950, 18.0731203, 34.53, 366.141571, 326.880615, 55.006836,  82.2,  -1.9,  44.1
573306.908, 59.3528948, 18.0731201, 34.52, 366.123718, 326.868408, 55.018600,  82.2,  -1.9,  44.1
573307.008, 59.3528949, 18.0731202, 34.52, 366.126251, 326.877075, 55.022266,  82.2,  -1.9,  44.1
573307.108, 59.3528947, 18.0731201, 34.51, 366.110504, 326.867493, 55.031418,  82.2,  -1.9,  44.0
573307.208, 59.3528948, 18.0731202, 34.51, 366.113037, 326.876312, 55.030525,  82.2,  -1.9,  44.0
573307.308, 59.3528946, 18.0731201, 34.51, 366.098846, 326.866760, 55.034485,  82.2,  -1.9,  44.0
573307.408, 59.3528946, 18.0731202, 34.51, 366.101013, 326.875732, 55.032181,  82.2,  -1.9,  44.0
573307.508, 59.3528945, 18.0731200, 34.50, 366.088745, 326.865448, 55.040165,  82.2,  -1.9,  43.9
573307.608, 59.3528946, 18.0731202, 34.49, 366.091522, 326.874237, 55.046108,  82.2,  -1.9,  43.9
573307.708, 59.3528945, 18.0731200, 34.48, 366.083496, 326.864044, 55.058395,  82.2,  -1.9,  43.9
573307.808, 59.3528945, 18.0731202, 34.48, 366.086182, 326.873077, 55.060860,  82.2,  -1.9,  43.8
573307.908, 59.3528944, 18.0731200, 34.48, 366.075958, 326.862671, 55.063400,  82.2,  -1.9,  43.8
573308.008, 59.3528944, 18.0731201, 34.48, 366.078613, 326.871796, 55.062923,  82.2,  -1.9,  43.8
573308.108, 59.3528943, 18.0731200, 34.48, 366.067963, 326.862732, 55.064137,  82.2,  -1.9,  43.8
573308.208, 59.3528944, 18.0731201, 34.47, 366.070648, 326.871918, 55.067142,  82.2,  -1.9,  43.7
573308.308, 59.3528943, 18.0731200, 34.47, 366.064850, 326.863495, 55.070271,  82.2,  -1.9,  43.7
573308.408, 59.3528943, 18.0731202, 34.47, 366.067505, 326.872864, 55.068871,  82.2,  -1.9,  43.7
573308.508, 59.3528943, 18.0731198, 34.46, 366.060913, 326.854248, 55.076328,  82.2,  -1.9,  43.6
573308.608, 59.3528943, 18.0731200, 34.47, 366.063934, 326.863159, 55.072803,  82.2,  -1.9,  43.6
573308.708, 59.3528943, 18.0731198, 34.45, 366.058472, 326.852081, 55.085640,  82.2,  -1.9,  43.6
573308.808, 59.3528943, 18.0731197, 34.45, 366.058472, 326.849091, 55.088997,  82.2,  -1.9,  43.5
573308.908, 59.3528943, 18.0731196, 34.44, 366.060425, 326.843140, 55.095890,  82.2,  -1.9,  43.5
573309.008, 59.3528943, 18.0731196, 34.45, 366.060333, 326.840454, 55.089027,  82.2,  -1.9,  43.5
573309.108, 59.3528943, 18.0731195, 34.45, 366.058716, 326.833099, 55.091675,  82.2,  -1.9,  43.5
573309.208, 59.3528943, 18.0731194, 34.45, 366.058655, 326.830750, 55.091057,  82.2,  -1.9,  43.4
573309.308, 59.3528943, 18.0731193, 34.44, 366.059021, 326.826324, 55.100101,  82.2,  -1.9,  43.4
573309.408, 59.3528943, 18.0731193, 34.44, 366.059143, 326.824188, 55.097691,  82.2,  -1.9,  43.4
