ToWms, noSats, ecef[0], ecef[1], ecef[2], lla[0], lla[1], lla[2], hMSL, hAcc, vAcc, pDop, towOffset
573305400,0,3098535.970000,1011147.710000,5464100.830000,59.352883,18.073099,25.665000,1.422000,0.925000,1.592000,1.090000,573137.808138
573305600,0,3098535.950000,1011147.720000,5464100.840000,59.352884,18.073099,25.667000,1.423000,0.927000,1.596000,1.090000,573137.808138
573305800,0,3098535.930000,1011147.720000,5464100.870000,59.352884,18.073100,25.683000,1.439000,0.929000,1.600000,1.090000,573137.808138
573306000,0,3098535.910000,1011147.730000,5464100.860000,59.352884,18.073100,25.669000,1.426000,0.931000,1.603000,1.090000,573137.808107
573306200,0,3098535.890000,1011147.730000,5464100.860000,59.352884,18.073100,25.653000,1.410000,0.933000,1.607000,1.090000,573137.808107
573306400,0,3098535.850000,1011147.730000,5464100.820000,59.352884,18.073100,25.604000,1.361000,0.935000,1.611000,1.090000,573137.808107
573306600,0,3098535.820000,1011147.730000,5464100.800000,59.352884,18.073100,25.572000,1.328000,0.937000,1.614000,1.090000,573137.808107
573306800,0,3098535.790000,1011147.720000,5464100.790000,59.352884,18.073100,25.549000,1.305000,0.939000,1.618000,1.090000,573137.808107
573307000,0,3098535.770000,1011147.730000,5464100.800000,59.352885,18.073101,25.546000,1.302000,0.940000,1.621000,1.090000,573137.808168
573307200,0,3098535.750000,1011147.730000,5464100.800000,59.352885,18.073101,25.539000,1.296000,0.942000,1.624000,1.090000,573137.808168
573307400,0,3098535.730000,1011147.730000,5464100.810000,59.352885,18.073101,25.532000,1.289000,0.943000,1.627000,1.090000,573137.808168
573307600,0,3098535.700000,1011147.730000,5464100.810000,59.352885,18.073101,25.527000,1.284000,0.945000,1.631000,1.090000,573137.808168
573307800,0,3098535.680000,1011147.730000,5464100.820000,59.352885,18.073101,25.524000,1.280000,0.946000,1.633000,1.030000,573137.808168
573308000,0,3098535.660000,1011147.730000,5464100.830000,59.352886,18.073101,25.522000,1.278000,0.947000,1.636000,1.030000,573137.808138
573308200,0,3098535.640000,1011147.740000,5464100.850000,59.352886,18.073101,25.529000,1.285000,0.949000,1.639000,1.030000,573137.808138
573308400,0,3098535.630000,1011147.740000,5464100.890000,59.352886,18.073102,25.556000,1.313000,0.950000,1.642000,1.030000,573137.808138
573308600,0,3098535.600000,1011147.740000,5464100.890000,59.352886,18.073102,25.547000,1.304000,0.951000,1.644000,1.030000,573137.808138
573308800,0,3098535.570000,1011147.750000,5464100.880000,59.352886,18.073102,25.524000,1.281000,0.952000,1.646000,1.030000,573137.808138
573309000,0,3098535.540000,1011147.750000,5464100.900000,59.352887,18.073102,25.520000,1.277000,0.954000,1.648000,1.030000,573137.808199
573309200,0,3098535.510000,1011147.750000,5464100.920000,59.352887,18.073103,25.533000,1.289000,0.955000,1.650000,1.030000,573137.808199
573309400,0,3098535.480000,1011147.760000,5464100.960000,59.352887,18.073103,25.551000,1.308000,0.956000,1.652000,1.030000,573137.808199
573309600,0,3098535.450000,1011147.760000,5464100.970000,59.352888,18.073103,25.545000,1.302000,0.957000,1.654000,1.030000,573137.808199
573309800,0,3098535.410000,1011147.760000,5464100.990000,59.352888,18.073103,25.540000,1.297000,0.958000,1.656000,0.990000,573137.808199
573310000,0,3098535.380000,1011147.770000,5464100.990000,59.352888,18.073103,25.533000,1.290000,0.959000,1.658000,0.990000,573137.808168
573310200,0,3098535.350000,1011147.770000,5464100.960000,59.352888,18.073104,25.489000,1.245000,0.960000,1.659000,0.990000,573137.808168
573310400,0,3098535.320000,1011147.780000,5464100.970000,59.352889,18.073104,25.488000,1.244000,0.961000,1.661000,0.990000,573137.808168
573310600,0,3098535.290000,1011147.770000,5464100.960000,59.352889,18.073104,25.464000,1.220000,0.963000,1.663000,1.030000,573137.808168
573310800,0,3098535.270000,1011147.770000,5464100.970000,59.352889,18.073104,25.456000,1.213000,0.964000,1.665000,1.030000,573137.808168
573311000,0,3098535.250000,1011147.780000,5464101.020000,59.352889,18.073104,25.488000,1.245000,0.966000,1.667000,1.030000,573137.808229
573311200,0,3098535.220000,1011147.780000,5464101.060000,59.352890,18.073104,25.516000,1.273000,0.967000,1.669000,1.030000,573137.808229
573311400,0,3098535.190000,1011147.790000,5464101.120000,59.352890,18.073105,25.550000,1.307000,0.968000,1.671000,1.030000,573137.808229
573311600,0,3098535.160000,1011147.800000,5464101.130000,59.352890,18.073105,25.550000,1.307000,0.968000,1.673000,1.030000,573137.808229
573311800,0,3098535.140000,1011147.800000,5464101.160000,59.352891,18.073105,25.560000,1.317000,0.969000,1.675000,1.030000,573137.808229
573312000,0,3098535.130000,1011147.800000,5464101.190000,59.352891,18.073105,25.585000,1.342000,0.970000,1.676000,1.030000,573137.808199
573312200,0,3098535.100000,1011147.800000,5464101.210000,59.352891,18.073105,25.587000,1.343000,0.971000,1.677000,1.010000,573137.808199
573312400,0,3098535.080000,1011147.800000,5464101.230000,59.352891,18.073106,25.595000,1.352000,0.971000,1.678000,1.010000,573137.808199
573312600,0,3098535.070000,1011147.790000,5464101.240000,59.352892,18.073106,25.596000,1.353000,0.972000,1.679000,1.010000,573137.808199
573312800,0,3098535.060000,1011147.790000,5464101.230000,59.352892,18.073106,25.586000,1.343000,0.973000,1.680000,1.010000,573137.808199
573313000,0,3098535.050000,1011147.790000,5464101.230000,59.352892,18.073106,25.580000,1.337000,0.974000,1.681000,1.010000,573137.808260
573313200,0,3098535.040000,1011147.790000,5464101.230000,59.352892,18.073106,25.576000,1.333000,0.975000,1.683000,1.010000,573137.808260
573313400,0,3098535.030000,1011147.790000,5464101.270000,59.352892,18.073106,25.601000,1.358000,0.976000,1.683000,1.010000,573137.808260
573313600,0,3098535.020000,1011147.790000,5464101.290000,59.352892,18.073106,25.614000,1.371000,0.977000,1.684000,1.010000,573137.808260
573313800,0,3098535.020000,1011147.790000,5464101.310000,59.352892,18.073106,25.630000,1.387000,0.978000,1.685000,1.010000,573137.808260
573314000,0,3098535.010000,1011147.790000,5464101.340000,59.352892,18.073106,25.655000,1.412000,0.979000,1.685000,1.010000,573137.808229
573314200,0,3098535.010000,1011147.800000,5464101.370000,59.352893,18.073106,25.676000,1.433000,0.979000,1.687000,1.010000,573137.808229
573314400,0,3098534.990000,1011147.800000,5464101.370000,59.352893,18.073106,25.671000,1.427000,0.980000,1.688000,1.010000,573137.808229
573314600,0,3098534.990000,1011147.800000,5464101.400000,59.352893,18.073106,25.702000,1.458000,0.981000,1.688000,1.010000,573137.808229
573314800,0,3098534.980000,1011147.800000,5464101.430000,59.352893,18.073106,25.715000,1.472000,0.982000,1.689000,1.010000,573137.808229
573315000,0,3098534.980000,1011147.800000,5464101.450000,59.352893,18.073106,25.736000,1.493000,0.982000,1.690000,1.010000,573137.808290
573315200,0,3098534.980000,1011147.810000,5464101.480000,59.352893,18.073106,25.761000,1.518000,0.983000,1.691000,1.010000,573137.808290
573315400,0,3098534.960000,1011147.820000,5464101.490000,59.352894,18.073107,25.767000,1.523000,0.984000,1.692000,1.010000,573137.808290
573315600,0,3098534.960000,1011147.840000,5464101.500000,59.352894,18.073107,25.777000,1.534000,0.984000,1.692000,1.010000,573137.808290
573315800,0,3098534.960000,1011147.850000,5464101.500000,59.352894,18.073107,25.772000,1.529000,0.984000,1.693000,1.010000,573137.808290
573316000,0,3098534.960000,1011147.860000,5464101.510000,59.352894,18.073107,25.782000,1.539000,0.984000,1.693000,1.010000,573137.808260
573316200,0,3098534.950000,1011147.880000,5464101.530000,59.352894,18.073108,25.803000,1.559000,0.984000,1.693000,1.010000,573137.808260
573316400,0,3098534.940000,1011147.890000,5464101.560000,59.352894,18.073108,25.822000,1.579000,0.984000,1.693000,1.010000,573137.808260
573316600,0,3098534.950000,1011147.940000,5464101.700000,59.352894,18.073109,25.958000,1.715000,0.965000,1.656000,0.970000,573137.808260
573316800,0,3098534.980000,1011147.970000,5464101.760000,59.352894,18.073109,26.032000,1.789000,0.946000,1.623000,1.010000,573137.808260
573317000,0,3098535.010000,1011148.000000,5464101.810000,59.352894,18.073109,26.095000,1.852000,0.928000,1.593000,1.010000,573137.808321
573317200,0,3098535.030000,1011148.030000,5464101.880000,59.352894,18.073110,26.164000,1.920000,0.912000,1.564000,1.010000,573137.808321
573317400,0,3098535.060000,1011148.050000,5464101.950000,59.352894,18.073110,26.242000,1.999000,0.897000,1.536000,1.010000,573137.808321
573317600,0,3098535.090000,1011148.070000,5464102.050000,59.352895,18.073110,26.352000,2.109000,0.883000,1.509000,1.010000,573137.808321
573317800,0,3098535.140000,1011148.090000,5464102.150000,59.352895,18.073110,26.457000,2.213000,0.869000,1.483000,1.010000,573137.808321
573318000,0,3098535.190000,1011148.110000,5464102.240000,59.352895,18.073110,26.563000,2.320000,0.857000,1.460000,1.010000,573137.808290
573318200,0,3098535.230000,1011148.130000,5464102.300000,59.352895,18.073110,26.644000,2.401000,0.844000,1.437000,1.010000,573137.808290
573318400,0,3098535.270000,1011148.140000,5464102.350000,59.352894,18.073110,26.702000,2.459000,0.833000,1.415000,1.010000,573137.808290
573318600,0,3098535.300000,1011148.160000,5464102.380000,59.352894,18.073110,26.753000,2.510000,0.822000,1.395000,0.970000,573137.808290
573318800,0,3098535.330000,1011148.180000,5464102.420000,59.352894,18.073110,26.797000,2.554000,0.811000,1.373000,0.970000,573137.808290
573319000,0,3098535.360000,1011148.190000,5464102.500000,59.352894,18.073111,26.883000,2.640000,0.801000,1.353000,0.970000,573137.808351
573319200,0,3098535.390000,1011148.200000,5464102.550000,59.352894,18.073111,26.941000,2.698000,0.791000,1.334000,0.970000,573137.808351
573319400,0,3098535.420000,1011148.220000,5464102.600000,59.352894,18.073111,27.006000,2.763000,0.782000,1.318000,0.970000,573137.808351
