Tow, numSats, gnssID, svID, elev, azim, prRes, CNO
208419600,36,0,5,15,206,32,11,0,7,10,84,-453,16,0,8,18,29,0,0,0,11,5,70,0,19,0,13,76,225,2,44,0,15,48,286,-2,44,0,17,5,139,0,0,0,20,15,328,0,0,0,21,3,302,0,0,0,24,9,263,59,24,0,27,2,4,0,0,0,28,63,120,-7,46,0,30,42,88,4,41,1,123,22,164,0,36,1,127,16,139,0,0,1,128,4,112,0,0,1,136,22,195,0,37,2,1,29,221,-92,37,2,4,47,292,2,37,2,9,3,321,0,0,2,15,7,69,0,0,2,19,53,190,-17,36,2,21,75,158,-38,44,2,27,37,63,54,37,2,36,6,332,291,12,5,3,14,47,0,0,6,1,19,174,-51,25,6,2,66,241,34,42,6,3,33,321,-56,40,6,10,7,56,162,11,6,11,61,58,-43,45,6,12,69,239,24,39,6,13,8,238,0,0,6,19,12,341,-379,12,6,20,25,37,-68,23,6,21,10,91,0,0,
208419800,36,0,5,15,206,31,12,0,7,10,84,-457,16,0,8,18,29,0,0,0,11,5,70,0,19,0,13,76,225,3,44,0,15,48,286,-1,44,0,17,5,139,0,0,0,20,15,328,0,0,0,21,3,302,0,0,0,24,9,263,64,24,0,27,2,4,0,0,0,28,63,120,-6,46,0,30,42,88,2,41,1,123,22,164,0,36,1,127,16,139,0,0,1,128,4,112,0,0,1,136,22,195,0,37,2,1,29,221,-93,37,2,4,47,292,1,37,2,9,3,321,0,0,2,15,7,69,0,0,2,19,53,190,-18,36,2,21,75,158,-37,44,2,27,37,63,52,37,2,36,6,332,291,12,5,3,14,47,0,0,6,1,19,174,-38,25,6,2,66,241,34,42,6,3,33,321,-56,40,6,10,7,56,162,11,6,11,61,58,-42,45,6,12,69,239,25,39,6,13,8,238,0,0,6,19,12,341,-382,12,6,20,25,37,-70,23,6,21,10,91,0,0,
208420000,36,0,5,15,206,31,12,0,7,10,84,-454,16,0,8,18,29,0,0,0,11,5,70,0,19,0,13,76,225,3,44,0,15,48,286,1,44,0,17,5,139,0,0,0,20,15,328,0,0,0,21,3,302,0,0,0,24,9,263,67,24,0,27,2,4,0,0,0,28,63,120,-5,46,0,30,42,88,2,41,1,123,22,164,0,36,1,127,16,139,0,0,1,128,4,112,0,0,1,136,22,195,0,37,2,1,29,221,-91,37,2,4,47,292,-1,37,2,9,3,321,0,0,2,15,7,69,0,0,2,19,53,190,-19,36,2,21,75,158,-39,44,2,27,37,63,50,38,2,36,6,332,291,13,5,3,14,47,0,0,6,1,19,174,-40,25,6,2,66,241,33,42,6,3,33,321,-56,40,6,10,7,56,162,10,6,11,61,58,-42,45,6,12,69,239,26,39,6,13,8,238,0,0,6,19,12,341,-386,12,6,20,25,37,-78,23,6,21,10,91,0,0,
208420200,36,0,5,15,206,30,13,0,7,10,84,-450,16,0,8,18,29,0,0,0,11,5,70,0,19,0,13,76,225,2,44,0,15,48,286,0,44,0,17,5,139,0,0,0,20,15,328,0,0,0,21,3,302,0,0,0,24,9,263,62,24,0,27,2,4,0,0,0,28,63,120,-7,46,0,30,42,88,2,41,1,123,22,164,0,36,1,127,16,139,0,0,1,128,4,112,0,0,1,136,22,195,0,37,2,1,29,221,-91,36,2,4,47,292,0,37,2,9,3,321,0,0,2,15,7,69,0,0,2,19,53,190,-19,36,2,21,75,158,-38,44,2,27,37,63,51,38,2,36,6,332,291,13,5,3,14,47,0,0,6,1,19,174,-50,25,6,2,66,241,33,42,6,3,33,321,-55,40,6,10,7,56,162,10,6,11,61,58,-42,45,6,12,69,239,25,39,6,13,8,238,0,0,6,19,12,341,-384,12,6,20,25,37,-78,24,6,21,10,91,0,0,
208420400,36,0,5,15,206,35,13,0,7,10,84,-450,16,0,8,18,29,0,0,0,11,5,70,0,19,0,13,76,225,0,44,0,15,48,286,1,44,0,17,5,139,0,0,0,20,15,328,0,0,0,21,3,302,0,0,0,24,9,263,60,24,0,27,2,4,0,0,0,28,63,120,-6,46,0,30,42,88,3,41,1,123,22,164,0,36,1,127,16,139,0,0,1,128,4,112,0,0,1,136,22,195,0,37,2,1,29,221,-95,36,2,4,47,292,1,37,2,9,3,321,0,0,2,15,7,69,0,0,2,19,53,190,-19,36,2,21,75,158,-39,44,2,27,37,63,51,38,2,36,6,332,137,13,5,3,14,47,0,0,6,1,19,174,-57,25,6,2,66,241,32,42,6,3,33,321,-54,40,6,10,7,56,-897,8,6,11,61,58,-43,45,6,12,69,239,27,39,6,13,8,238,0,0,6,19,12,341,-387,12,6,20,25,37,-81,24,6,21,10,91,0,0,
208420600,36,0,5,15,206,39,14,0,7,10,84,-448,16,0,8,18,29,0,0,0,11,5,70,0,19,0,13,76,225,1,44,0,15,48,286,1,44,0,17,5,139,0,0,0,20,15,328,0,0,0,21,3,302,0,0,0,24,9,263,52,24,0,27,2,4,0,0,0,28,63,120,-4,46,0,30,42,88,3,41,1,123,22,164,0,36,1,127,16,139,0,0,1,128,4,112,0,0,1,136,22,195,0,37,2,1,29,221,-96,36,2,4,47,292,1,37,2,9,3,321,0,0,2,15,7,69,0,0,2,19,53,190,-18,36,2,21,75,158,-39,44,2,27,37,63,52,38,2,36,6,332,289,13,5,3,14,47,0,0,6,1,19,174,-61,25,6,2,66,241,32,42,6,3,33,321,-52,40,6,10,7,56,162,8,6,11,61,58,-43,45,6,12,69,239,28,39,6,13,8,238,0,0,6,19,12,341,-395,12,6,20,25,37,-84,24,6,21,10,91,0,0,
208420800,36,0,5,15,206,28,14,0,7,10,84,-448,16,0,8,18,29,0,0,0,11,5,70,0,19,0,13,76,225,1,44,0,15,48,286,2,44,0,17,5,139,0,0,0,20,15,328,0,0,0,21,3,302,0,0,0,24,9,263,49,24,0,27,2,4,0,0,0,28,63,120,-4,46,0,30,42,88,4,41,1,123,22,164,0,36,1,127,16,139,0,0,1,128,4,112,0,0,1,136,22,195,0,37,2,1,29,221,-93,36,2,4,47,292,1,37,2,9,3,321,0,0,2,15,7,69,0,0,2,19,53,190,-19,36,2,21,75,158,-41,44,2,27,37,63,51,38,2,36,6,332,289,13,5,3,14,47,0,0,6,1,19,174,-52,25,6,2,66,241,33,42,6,3,33,321,-52,40,6,10,7,56,162,8,6,11,61,58,-43,45,6,12,69,239,28,39,6,13,8,238,0,0,6,19,12,341,-395,12,6,20,25,37,-88,25,6,21,10,91,0,0,
208421000,36,0,5,15,206,23,14,0,7,10,84,-454,16,0,8,18,29,0,0,0,11,5,70,0,19,0,13,76,225,0,44,0,15,48,286,2,44,0,17,5,139,0,0,0,20,15,328,0,0,0,21,3,302,0,0,0,24,9,263,50,24,0,27,1,4,0,0,0,28,63,120,-4,46,0,30,42,88,4,41,1,123,22,164,0,37,1,127,16,139,0,0,1,128,4,112,0,0,1,136,22,195,0,37,2,1,29,221,-93,36,2,4,47,292,-1,37,2,9,3,321,0,0,2,15,7,69,0,0,2,19,53,190,-18,36,2,21,75,158,-43,44,2,27,37,63,51,38,2,36,6,332,290,15,5,3,14,47,0,0,6,1,19,174,-45,25,6,2,66,241,32,42,6,3,33,321,-51,40,6,10,7,56,162,13,6,11,61,58,-44,45,6,12,69,239,29,39,6,13,8,238,0,0,6,19,12,341,-401,11,6,20,25,37,-79,25,6,21,10,91,0,0,
208421200,36,0,5,15,206,26,14,0,7,10,84,-454,16,0,8,18,29,0,0,0,11,5,70,0,19,0,13,76,225,1,44,0,15,48,286,2,44,0,17,5,139,0,0,0,20,15,328,0,0,0,21,3,302,0,0,0,24,9,263,51,24,0,27,1,4,0,0,0,28,63,120,-3,46,0,30,42,88,3,41,1,123,22,164,0,37,1,127,16,139,0,0,1,128,4,112,0,0,1,136,22,195,0,37,2,1,29,221,-93,36,2,4,47,292,-2,37,2,9,3,321,0,0,2,15,7,69,0,0,2,19,53,190,-17,36,2,21,75,158,-45,44,2,27,37,63,51,38,2,36,6,332,290,15,5,3,14,47,0,0,6,1,19,174,-53,26,6,2,66,241,33,42,6,3,33,321,-51,40,6,10,7,56,162,13,6,11,61,58,-46,45,6,12,69,239,29,39,6,13,8,238,0,0,6,19,12,341,-409,11,6,20,25,37,-68,25,6,21,10,91,0,0,
208421400,36,0,5,15,206,21,14,0,7,10,84,-452,16,0,8,18,29,0,0,0,11,5,70,0,19,0,13,76,225,1,44,0,15,48,286,3,44,0,17,5,139,0,0,0,20,15,328,0,0,0,21,3,302,0,0,0,24,9,263,45,25,0,27,1,4,0,0,0,28,63,120,-3,46,0,30,42,88,3,41,1,123,22,164,0,37,1,127,16,139,0,0,1,128,4,112,0,0,1,136,22,195,0,37,2,1,29,221,-93,36,2,4,47,292,-3,37,2,9,3,321,0,0,2,15,7,69,0,0,2,19,53,190,-16,36,2,21,75,158,-44,44,2,27,37,63,51,38,2,36,6,332,290,16,5,3,14,47,0,0,6,1,19,174,-51,26,6,2,66,241,34,42,6,3,33,321,-50,40,6,10,7,56,162,9,6,11,61,58,-47,45,6,12,69,239,30,39,6,13,8,238,0,0,6,19,12,341,-411,10,6,20,25,37,-66,25,6,21,10,91,0,0,
