obsCount, time1, time2, sat, SNR, LLI, code,P
19,1552384419,0.600000,7,64,0,1,24589239.219996,28,184,0,1,20937628.721591,30,164,0,1,21879122.395876,43,180,0,1,19807134.828682,13,176,0,1,20295508.487467,15,176,0,1,21368715.750868,5,44,0,1,24275127.954140,80,176,0,12,23560558.820191,78,144,0,12,24284412.262013,63,148,0,12,24735548.884738,86,148,0,12,25187914.665901,34,168,0,1,19495819.039257,44,156,0,1,19444138.830179,35,160,0,1,21525630.988582,33,100,0,1,22731982.417236,60,148,0,12,26130262.318942,52,92,0,1,22279786.860997,93,148,2,1,39385287.461877,24,96,0,1,24619760.706561,
19,1552384419,0.800000,7,64,0,1,24589368.508659,28,184,0,1,20937619.935407,30,164,0,1,21879221.495663,43,180,0,1,19807210.955257,13,176,0,1,20295510.755995,15,176,0,1,21368645.758045,5,48,0,1,24275268.297516,80,176,0,12,23560543.298222,78,144,0,12,24284481.740054,63,148,0,12,24735496.132730,86,148,0,12,25188002.501572,34,168,0,1,19495848.224746,44,156,0,1,19444084.943906,35,160,0,1,21525508.252475,33,100,0,1,22732148.499684,60,148,0,12,26130156.544447,52,92,0,1,22279754.368692,93,148,2,1,39385287.697455,24,96,0,1,24619620.110157,
19,1552384420,0.000000,7,64,0,1,24589497.265091,28,184,0,1,20937611.253923,30,164,0,1,21879320.473298,43,180,0,1,19807287.142907,13,176,0,1,20295513.094325,15,176,0,1,21368575.756496,5,48,0,1,24275408.693243,80,176,0,12,23560528.064182,78,144,0,12,24284551.209371,63,148,0,12,24735443.415622,86,152,0,12,25188090.389594,34,168,0,1,19495877.436411,44,156,0,1,19444031.048909,35,160,0,1,21525385.568719,33,100,0,1,22732316.065399,60,148,0,12,26130050.464573,52,92,0,1,22279722.460969,93,148,2,1,39385287.758531,24,96,0,1,24619479.758055,
19,1552384420,0.200000,7,64,0,1,24589625.812120,28,184,0,1,20937602.808018,30,164,0,1,21879419.424757,43,180,0,1,19807363.382909,13,176,0,1,20295515.502455,15,176,0,1,21368506.034151,5,52,0,1,24275549.106420,80,176,0,12,23560512.550939,78,144,0,12,24284620.486736,63,148,0,12,24735390.419311,86,152,0,12,25188177.946061,34,168,0,1,19495906.578274,44,156,0,1,19443977.267338,35,160,0,1,21525262.684286,33,100,0,1,22732484.337849,60,144,0,12,26129944.594102,52,96,0,1,22279689.820336,93,148,2,1,39385287.819607,24,96,0,1,24619340.156313,
19,1552384420,0.400000,7,64,0,1,24589754.804129,28,184,0,1,20937594.152710,30,164,0,1,21879518.254065,43,180,0,1,19807439.675260,13,176,0,1,20295518.032736,15,176,0,1,21368436.067503,5,52,0,1,24275688.917565,80,176,0,12,23560497.194747,78,144,0,12,24284689.807726,63,148,0,12,24735337.501526,86,152,0,12,25188265.589780,34,168,0,1,19495935.781214,44,156,0,1,19443923.302539,35,160,0,1,21525139.895829,33,100,0,1,22732652.444522,60,144,0,12,26129839.063911,52,96,0,1,22279657.389107,93,148,2,1,39385287.950483,24,96,0,1,24619200.310268,
19,1552384420,0.600000,7,64,0,1,24589883.516935,28,184,0,1,20937585.287999,30,164,0,1,21879617.188075,43,180,0,1,19807515.915262,13,176,0,1,20295520.283814,15,176,0,1,21368366.249182,5,56,0,1,24275828.754885,80,176,0,12,23560481.716404,78,144,0,12,24284759.085090,63,148,0,12,24735284.566290,86,152,0,12,25188353.102622,34,168,0,1,19495964.879452,44,156,0,1,19443869.459893,35,160,0,1,21525017.037571,33,100,0,1,22732820.184740,60,144,0,12,26129733.280691,52,96,0,1,22279625.088754,93,148,2,1,39385288.090085,24,96,0,1,24619061.040081,
19,1552384420,0.800000,7,64,0,1,24590012.500220,28,184,0,1,20937576.676317,30,164,0,1,21879716.122084,43,180,0,1,19807592.181438,13,176,0,1,20295522.552343,15,176,0,1,21368296.326159,5,56,0,1,24275970.223800,80,176,0,12,23560466.560890,78,144,0,12,24284828.519506,63,148,0,12,24735231.692130,86,152,0,12,25188440.877217,34,168,0,1,19495994.012590,44,156,0,1,19443815.643421,35,160,0,1,21524894.249114,33,100,0,1,22732986.668542,60,144,0,12,26129627.139741,52,100,0,1,22279592.727325,93,148,0,1,39385288.116261,24,96,0,1,24618921.255111,
19,1552384421,0.000000,7,64,0,1,24590142.076812,28,184,0,1,20937568.116985,30,164,0,1,21879815.064819,43,180,0,1,19807668.499966,13,176,0,1,20295525.038999,15,176,0,1,21368226.595089,5,56,0,1,24276111.029607,80,176,0,12,23560451.353025,78,144,0,12,24284897.788146,63,148,0,12,24735179.070999,86,152,0,12,25188528.503486,34,168,0,1,19496023.232980,44,156,0,1,19443761.809499,35,160,0,1,21524771.521732,33,100,0,1,22733153.300671,60,144,0,12,26129521.234370,52,100,0,1,22279559.188006,93,148,0,1,39385288.247137,24,96,0,1,24618781.182214,
19,1552384421,0.200000,7,64,0,1,24590270.911769,28,184,0,1,20937559.557653,30,164,0,1,21879914.059904,43,180,0,1,19807744.931919,13,176,0,1,20295527.351153,15,176,0,1,21368156.820394,5,56,0,1,24276251.102505,80,176,0,12,23560436.101535,78,144,0,12,24284967.082960,63,148,0,12,24735126.223014,86,152,0,12,25188616.103579,34,168,0,1,19496052.270142,44,156,0,1,19443708.036653,35,160,0,1,21524648.776901,33,104,0,1,22733321.424794,60,144,0,12,26129415.451150,52,100,0,1,22279525.430560,93,148,0,1,39385288.369289,24,96,0,1,24618641.022065,
19,1552384421,0.400000,7,64,0,1,24590399.738002,28,184,0,1,20937550.945971,30,164,0,1,21880013.020089,43,180,0,1,19807821.259172,13,176,0,1,20295529.741832,15,176,0,1,21368086.967172,5,56,0,1,24276391.960662,80,176,0,12,23560420.570841,78,144,0,12,24285036.386500,63,148,0,12,24735073.488456,86,152,0,12,25188703.834548,34,168,0,1,19496081.412006,44,156,0,1,19443654.255082,35,160,0,1,21524525.988444,33,104,0,1,22733488.650231,60,144,0,12,26129309.510878,52,100,0,1,22279492.659051,93,148,0,1,39385288.369289,24,100,0,1,24618501.542474,
19,1552384421,0.600000,7,64,0,1,24590528.232680,28,184,0,1,20937542.395364,30,164,0,1,21880112.015174,43,180,0,1,19807897.542799,13,176,0,1,20295532.228488,15,176,0,1,21368017.157576,5,56,0,1,24276532.530891,80,176,0,12,23560405.083773,78,144,0,12,24285105.794741,63,148,0,12,24735020.806249,86,152,0,12,25188791.521892,34,168,0,1,19496110.518969,44,156,0,1,19443600.525862,35,160,0,1,21524403.383214,33,104,0,1,22733657.690490,60,144,0,12,26129203.588056,52,100,0,1,22279460.655352,93,148,0,1,39385288.526341,24,100,0,1,24618362.315912,
19,1552384421,0.800000,7,64,0,1,24590657.015287,28,184,0,1,20937533.801132,30,164,0,1,21880211.228387,43,180,0,1,19807973.948577,13,176,0,1,20295534.619168,15,176,0,1,21367947.574833,5,60,0,1,24276672.778291,80,176,0,12,23560389.989334,78,144,0,12,24285175.028480,63,148,0,12,24734967.862288,86,152,0,12,25188879.174336,34,168,0,1,19496139.739359,44,156,0,1,19443546.622139,35,160,0,1,21524280.647107,33,104,0,1,22733825.317282,60,144,0,12,26129097.979338,52,100,0,1,22279428.843605,93,148,0,1,39385288.596142,24,100,0,1,24618223.054449,
