_ID_,hdwStatus,insStatus,lla[0],lla[1],lla[2],qn2b[0],qn2b[1],qn2b[2],qn2b[3],timeOfWeek,uvw[0],uvw[1],uvw[2],week
16,1114114,415304704,59.348150100000012,18.068786300000003,51.793000000528991,0.16625309,-0.00902413949,-0.00503717363,-0.98602891,692.5343613299774,0,0,0,0
120,1114115,415304704,59.348150100000012,18.068786300000003,51.793000000528991,0.166428313,-0.00901926961,-0.00505224662,-0.985999465,692.7343125018524,0,0,0,0
174,1114115,415304704,59.348150100000012,18.068786300000003,51.793000000528991,0.166528493,-0.00903807301,-0.00506603904,-0.98598218,692.83437964052428,0,0,0,0
232,1114115,415304704,59.348150100000012,18.068786300000003,51.793000000528991,0.166562378,-0.00904108118,-0.00508527365,-0.985976398,692.93435522646178,0,0,0,0
285,1114115,415304704,59.348150100000012,18.068786300000003,51.793000000528991,0.166603163,-0.009043389,-0.00510684587,-0.985969365,693.03433081239928,0,0,0,0
341,1114115,415304704,59.348150100000012,18.068786300000003,51.793000000528991,0.166611254,-0.00907377712,-0.00509803789,-0.985967755,693.13430639833678,0,0,0,0
399,1114112,415304704,59.348150100000012,18.068786300000003,51.793000000528991,0.166588172,-0.00908284076,-0.00507711247,-0.985971689,693.23437353700865,0,0,0,0
459,1114112,415304704,59.348150100000012,18.068786300000003,51.793000000528991,0.166578531,-0.0090758251,-0.00507170288,-0.985973418,693.33434912294615,0,0,0,0
513,1114112,415304704,59.348150100000012,18.068786300000003,51.793000000528991,0.166555971,-0.00903829187,-0.00507467799,-0.985977411,693.43432470888365,0,0,0,0
571,1114112,415304704,59.348150100000012,18.068786300000003,51.793000000528991,0.166580096,-0.00904676318,-0.00507554738,-0.985973358,693.53430029482115,0,0,0,0
627,1114123,415304704,59.348150100000012,18.068786300000003,51.793000000528991,0.166569009,-0.00901828241,-0.00507051637,-0.985975444,693.63427588075865,0,0,0,0
686,1114115,415304704,59.348150100000012,18.068786300000003,51.793000000528991,0.166670635,-0.00902451947,-0.0050773765,-0.985958159,693.73434301943053,0,0,0,0
742,1114123,415304704,59.348150100000012,18.068786300000003,51.793000000528991,0.166576236,-0.00900789816,-0.00506284693,-0.985974431,693.83431860536803,0,0,0,0
799,1114114,415304704,59.348150100000012,18.068786300000003,51.793000000528991,0.166506723,-0.00899695512,-0.00507233758,-0.985986233,693.93429419130553,0,0,0,0
855,1114112,415304704,59.348150100000012,18.068786300000003,51.793000000528991,0.166450784,-0.0089828074,-0.00506183738,-0.985995829,694.03426977724303,0,0,0,0
911,1114112,415304704,59.348150100000012,18.068786300000003,51.793000000528991,0.166495219,-0.00898494013,-0.00506929308,-0.985988379,694.1343369159149,0,0,0,0
966,1114112,415304704,59.348150100000012,18.068786300000003,51.793000000528991,0.166503817,-0.00898558646,-0.00506917806,-0.985986888,694.2343125018524,0,0,0,0
1028,1114112,415304704,59.348150100000012,18.068786300000003,51.793000000528991,0.166455939,-0.00898825005,-0.00507182116,-0.985994816,694.3342880877899,0,0,0,0
1085,1114112,415304704,59.348150100000012,18.068786300000003,51.793000000528991,0.166470379,-0.00897864345,-0.00506902626,-0.985992551,694.4342636737274,0,0,0,0
1146,1114114,415304704,59.348150100000012,18.068786300000003,51.793000000528991,0.16648148,-0.00898645446,-0.00508426968,-0.985990405,694.53433081239928,0,0,0,0
1200,1114114,415304704,59.348150100000012,18.068786300000003,51.793000000528991,0.16648151,-0.00901036989,-0.00509579107,-0.985990226,694.63430639833678,0,0,0,0
1258,1114112,415304704,59.348150100000012,18.068786300000003,51.793000000528991,0.16642037,-0.00899075624,-0.00508730812,-0.986000836,694.73428198427428,0,0,0,0
1313,1114112,415304704,59.348150100000012,18.068786300000003,51.793000000528991,0.166451484,-0.0089994939,-0.00510341674,-0.985995412,694.83425757021178,0,0,0,0
1371,1114112,415304704,59.348150100000012,18.068786300000003,51.793000000528991,0.166402385,-0.00900839735,-0.00511184335,-0.986003637,694.93432470888365,0,0,0,0
1427,1114112,415304704,59.348150100000012,18.068786300000003,51.793000000528991,0.166413844,-0.00901626423,-0.00510012545,-0.986001611,695.03430029482115,0,0,0,0
1486,1114112,415304704,59.348150100000012,18.068786300000003,51.793000000528991,0.166441515,-0.00903157331,-0.00510383025,-0.985996723,695.13427588075865,0,0,0,0
1541,1114114,415304704,59.348150100000012,18.068786300000003,51.793000000528991,0.166506886,-0.00900734775,-0.00508923177,-0.985985994,695.23425146669615,0,0,0,0
1602,1114114,415304704,59.348150100000012,18.068786300000003,51.793000000528991,0.166522279,-0.00901962537,-0.00508539146,-0.985983312,695.33431860536803,0,0,0,0
1658,1114112,415304704,59.348150100000012,18.068786300000003,51.793000000528991,0.166508287,-0.00901136547,-0.00507379696,-0.985985816,695.43429419130553,0,0,0,0
1717,1114112,415304704,59.348150100000012,18.068786300000003,51.793000000528991,0.166503176,-0.00900416542,-0.00508360146,-0.98598659,695.53426977724303,0,0,0,0
1773,1114112,415304704,59.348150100000012,18.068786300000003,51.793000000528991,0.166438118,-0.00900815707,-0.0050776382,-0.985997677,695.63424536318053,0,0,0,0
1832,1114112,415304704,59.348150100000012,18.068786300000003,51.793000000528991,0.166419923,-0.00900461338,-0.00509353029,-0.986000717,695.7343125018524,0,0,0,0
1890,1114112,415304704,59.348150100000012,18.068786300000003,51.793000000528991,0.166442648,-0.00898740627,-0.00510395225,-0.985997081,695.8342880877899,0,0,0,0
1950,1114112,415304704,59.348150100000012,18.068786300000003,51.793000000528991,0.166377157,-0.00896386988,-0.00511652185,-0.986008167,695.9342636737274,0,0,0,0
2005,1114112,415304704,59.348150100000012,18.068786300000003,51.793000000528991,0.166411877,-0.00896351784,-0.00512524229,-0.986002266,696.0342392596649,0,0,0,0
