_ID_,mag[0],mag[1],mag[2],time
5,-2.22609448,6.66824055,-3.7623713,435.39328930678312
10,-2.25896192,6.68748617,-3.78003049,435.40328930725809
16,-2.24581432,6.68100357,-3.77416873,435.41328930773307
23,-2.22901535,6.68281651,-3.80196714,435.42328930820804
30,-2.22011256,6.69971323,-3.74941373,435.43328930868302
35,-2.2453084,6.64951277,-3.78104568,435.44328930915799
45,-2.25247431,6.68746662,-3.77395105,435.46328931010794
51,-2.23276734,6.67472887,-3.76217222,435.47328931058291
66,-2.21337628,6.69309378,-3.75580359,435.49326489272062
71,-2.24877334,6.66520262,-3.78374267,435.50326489319559
79,-2.1775465,6.70791626,-3.74661326,435.51324462890625
84,-2.18023753,6.67938471,-3.76261115,435.52324462938122
90,-2.17452145,6.71140146,-3.73119497,435.5332446298562
95,-2.22028136,6.72442293,-3.76115942,435.54324463033117
103,-2.16429949,6.71341372,-3.75892067,435.55324463080615
107,-2.22946572,6.68982983,-3.77722907,435.56324463128112
119,-2.23917437,6.68067312,-3.78043389,435.58324463223107
126,-2.19989729,6.67375135,-3.76255751,435.59324047865812
130,-2.18740606,6.72952652,-3.76755285,435.60324047913309
140,-2.24203777,6.65858459,-3.79013395,435.62324048008304
146,-2.21347785,6.69330215,-3.74967074,435.63324048055802
151,-2.23926282,6.6808548,-3.77428079,435.64324048103299
157,-2.24594903,6.65691614,-3.74402189,435.65324048150796
162,-2.25873208,6.67483234,-3.78651309,435.66324048198294
170,-2.2496624,6.67920542,-3.73424888,435.67324048245791
175,-2.27855372,6.68780422,-3.79217911,435.68324048293289
184,-2.21029997,6.68429041,-3.73456359,435.69321606459562
189,-2.24922228,6.69048595,-3.77705216,435.70321606507059
197,-2.20025492,6.68666601,-3.74998307,435.71346337895375
202,-2.20354104,6.68980694,-3.75295115,435.72322412137873
207,-2.16754937,6.68602514,-3.73804188,435.73322412185371
212,-2.20301962,6.67655659,-3.77785277,435.74322412232868
218,-2.20042181,6.69919014,-3.74969339,435.75322412280366
223,-2.25622153,6.71591568,-3.77024674,435.76322412327863
232,-2.24967098,6.68531322,-3.74027896,435.77322412375361
236,-2.26886368,6.690907,-3.78298616,435.78322412422858
244,-2.23645401,6.67259836,-3.73458362,435.79328320326749
249,-2.24576855,6.69309187,-3.79242134,435.80328320374247
255,-2.21645284,6.6775322,-3.75926995,435.81328320421744
260,-2.27232552,6.71268082,-3.79169488,435.82328320469242
266,-2.2264874,6.68731689,-3.75586653,435.83328320516739
271,-2.26853919,6.67196798,-3.78959608,435.84328320564236
277,-2.23659992,6.70944357,-3.75832677,435.85328320611734
282,-2.25530243,6.66530466,-3.78988695,435.86328320659231
289,-2.20979285,6.67106915,-3.75948787,435.87328320706729
294,-2.25597525,6.70931959,-3.78271985,435.88328320754226
303,-2.22331572,6.67222786,-3.73475361,435.89325878920499
307,-2.25237632,6.67508268,-3.77434754,435.90325878967997
315,-2.16766763,6.68626738,-3.7319355,435.91323852539063
320,-2.20355487,6.70810795,-3.7710216,435.9232385258656
326,-2.1974268,6.70273447,-3.73432112,435.93323852634057
331,-2.19950795,6.66077042,-3.78137422,435.94323852681555
336,-2.16722465,6.68535948,-3.76270056,435.95323852729052
341,-2.23662043,6.70339441,-3.7523427,435.9632385277655
351,-2.21976447,6.66854239,-3.75024509,435.97323852824047
354,-2.2526319,6.68778801,-3.76790476,435.98323852871545
361,-2.24918437,6.6660428,-3.75921893,435.99323437514249
374,-2.23559427,6.67083693,-3.79615569,436.02323437656742
381,-2.23958898,6.67542934,-3.74989867,436.03323437704239
384,-2.25263262,6.6999712,-3.7799387,436.04323437751736
391,-2.2390728,6.65609932,-3.76879239,436.05323437799234
396,-2.23275137,6.6686039,-3.7624228,436.06323437846731
403,-2.21942639,6.66175842,-3.76886654,436.07323437894229
408,-2.25557947,6.68414497,-3.7894938,436.08323437941726
418,-2.21968675,6.66838408,-3.75641561,436.09330151381437
421,-2.25905704,6.68767691,-3.78017759,436.10330151428934
437,-2.17754531,6.70182037,-3.74688601,436.13330151571427
441,-2.19666553,6.6889925,-3.77772164,436.14330151618924
448,-2.151088,6.6702528,-3.72944283,436.15330151666421
451,-2.23266721,6.68061209,-3.78061438,436.16330151713919
460,-2.2294023,6.65315056,-3.75361395,436.17330151761416
471,-2.19651413,6.65822697,-3.75998712,436.19327709975187
476,-2.25225806,6.65047359,-3.76267934,436.20327710022684
481,-2.23978758,6.68192625,-3.74364161,436.21327710070182
486,-2.24220252,6.66501093,-3.79011536,436.22327710117679
493,-2.25269604,6.65746212,-3.73792195,436.23327710165177
498,-2.28452539,6.64412642,-3.79937792,436.24327710212674
504,-2.23901081,6.65597153,-3.77498651,436.25327710260171
508,-2.21641755,6.67745733,-3.76550555,436.26327710307669
515,-2.23624611,6.66608095,-3.74711704,436.27327710355166
520,-2.25856853,6.6501298,-3.7810657,436.28327710402664
530,-2.22309852,6.65959883,-3.74125481,436.29325268568937
535,-2.24593329,6.68124437,-3.77435303,436.30325268616434
542,-2.18001604,6.64847183,-3.75734782,436.313232421875
546,-2.21617436,6.6647768,-3.77196693,436.32323242234997
552,-2.17717361,6.6462388,-3.72361493,436.33323242282495
557,-2.21937633,6.66165543,-3.77507949,436.34323242329992
564,-2.196455,6.6520133,-3.76016974,436.3532324237749
569,-2.22647429,6.67510605,-3.75010443,436.36323242424987
578,-2.24350786,6.71032095,-3.73989582,436.37323242472485
583,-2.24836373,6.64608717,-3.80280209,436.38323242519982
589,-2.20629644,6.67967653,-3.78709722,436.39322827162687
594,-2.22569633,6.66132975,-3.79347992,436.40322827210184
601,-2.23593402,6.64107561,-3.74772954,436.41322827257682
610,-2.22994661,6.67862844,-3.74078035,436.43322827352677
614,-2.25858974,6.65017319,-3.7810986,436.44322827400174
620,-2.21956301,6.66203642,-3.76278758,436.45322827447671
636,-2.26195884,6.65957546,-3.78392124,436.48322827590164
649,-2.2747016,6.63477135,-3.79052567,436.50329541077372
