obsCount, time1, time2, sat, SNR, LLI, code,P
20,1552384006,0.000000,44,144,0,1,19496677.666546,5,156,0,1,23917963.694304,30,208,0,1,21610612.187344,15,144,0,1,21452525.586827,52,128,0,1,22292567.662223,7,148,0,1,24254873.730713,8,160,0,1,23836423.390039,28,188,0,1,20895692.340869,80,168,0,12,23529676.672526,78,128,0,12,24077844.096729,63,96,0,12,24781674.949313,86,176,0,12,24941133.102044,34,164,0,1,19380566.074758,43,168,0,1,19589467.373879,93,132,2,1,39315586.240387,35,156,0,1,21718513.515224,33,124,2,1,22320608.698263,60,116,0,12,26282926.403898,13,176,0,1,20231300.908625,42,132,0,1,23562828.709202,
20,1552384006,0.200000,44,144,0,1,19496622.017801,5,160,0,1,23918110.206332,30,208,0,1,21610714.253668,15,144,0,1,21452455.847032,52,128,0,1,22292529.533497,7,148,0,1,24255009.475957,8,160,0,1,23836491.123059,28,188,0,1,20895682.830500,80,168,0,12,23529663.497611,78,128,0,12,24077915.843299,63,100,0,12,24781624.326232,86,176,0,12,24941225.317720,34,164,0,1,19380589.841955,43,168,0,1,19589542.924596,93,132,2,1,39315594.878245,35,156,0,1,21718391.171747,33,124,0,1,22320779.832548,60,116,0,12,26282825.402038,13,176,0,1,20231301.964363,42,132,0,1,23562993.884238,
20,1552384006,0.400000,44,144,0,1,19496566.456308,5,160,0,1,23918256.709635,30,208,0,1,21610816.311266,15,144,0,1,21452386.072336,52,128,0,1,22292491.282620,7,148,0,1,24255145.369527,8,160,0,1,23836558.699027,28,188,0,1,20895673.276506,80,168,0,12,23529649.956242,78,128,0,12,24077987.406642,63,100,0,12,24781575.055542,86,176,0,12,24941317.524671,34,164,0,1,19380613.565526,43,168,0,1,19589618.562565,93,132,2,1,39315603.446302,35,156,0,1,21718268.836996,33,124,0,1,22320950.739980,60,116,0,12,26282724.600855,13,176,0,1,20231303.107353,42,132,0,1,23563159.059274,
20,1552384006,0.600000,44,144,0,1,19496510.851189,5,160,0,1,23918403.195488,30,208,0,1,21610918.368865,15,144,0,1,21452316.306366,52,128,0,1,22292453.031743,7,148,0,1,24255281.315449,8,160,0,1,23836626.283720,28,188,0,1,20895663.975540,80,168,0,12,23529636.737702,78,128,0,12,24078059.153212,63,100,0,12,24781525.147919,86,176,0,12,24941409.845048,34,164,0,1,19380637.481049,43,168,0,1,19589694.095833,93,132,2,1,39315612.145235,35,156,0,1,21718146.545870,33,124,0,1,22321123.392435,60,116,0,12,26282623.476843,13,176,0,1,20231304.363768,42,132,0,1,23563324.199409,
20,1552384006,0.800000,44,144,0,1,19496455.237345,5,160,0,1,23918549.559190,30,208,0,1,21611020.435188,15,144,0,1,21452246.444419,52,128,0,1,22292414.824491,7,144,0,1,24255417.043242,8,160,0,1,23836693.938214,28,188,0,1,20895654.351745,80,168,0,12,23529623.431911,78,128,0,12,24078129.137311,63,100,0,12,24781475.885955,86,176,0,12,24941502.156699,34,164,0,1,19380661.335497,43,168,0,1,19589769.602925,93,132,2,1,39315620.852894,35,156,0,1,21718024.333270,33,124,0,1,22321294.535445,60,116,0,12,26282525.947576,13,176,0,1,20231305.498032,42,132,0,1,23563489.540223,
20,1552384007,0.000000,44,144,0,1,19496399.614776,5,160,0,1,23918696.202094,30,208,0,1,21611122.457886,15,144,0,1,21452176.687174,52,128,0,1,22292376.625964,7,144,0,1,24255552.832111,8,160,0,1,23836761.357131,28,188,0,1,20895644.911177,80,168,0,12,23529610.187196,78,128,0,12,24078202.812130,63,104,0,12,24781425.934706,86,176,0,12,24941594.398550,34,164,0,1,19380685.189944,43,168,0,1,19589845.101292,93,132,2,1,39315629.447126,35,156,0,1,21717902.085770,33,124,0,1,22321467.100648,60,116,0,12,26282426.053805,13,176,0,1,20231306.693372,42,132,0,1,23563654.741434,
20,1552384007,0.200000,44,144,0,1,19496343.922406,5,160,0,1,23918842.469819,30,204,0,1,21611224.402058,15,144,0,1,21452107.148056,52,128,0,1,22292338.366362,7,144,0,1,24255688.612256,8,160,0,1,23836829.212302,28,188,0,1,20895635.444434,80,164,0,12,23529596.619652,78,124,0,12,24078278.720577,63,104,0,12,24781375.878757,86,176,0,12,24941686.971955,34,164,0,1,19380709.000766,43,168,0,1,19589920.652010,93,136,2,1,39315638.189685,35,156,0,1,21717779.925521,33,120,0,1,22321639.124895,60,116,0,12,26282324.807641,13,176,0,1,20231307.941063,42,132,0,1,23563819.951370,
20,1552384007,0.400000,44,144,0,1,19496288.369638,5,160,0,1,23918988.859696,30,204,0,1,21611326.407306,15,144,0,1,21452037.556588,52,128,0,1,22292300.194011,7,144,0,1,24255824.436025,8,160,0,1,23836896.962773,28,188,0,1,20895626.108568,80,164,0,12,23529583.235335,78,128,0,12,24078349.315433,63,104,0,12,24781326.433565,86,176,0,12,24941779.510460,34,164,0,1,19380732.959915,43,168,0,1,19589996.272528,93,132,2,1,39315646.696666,35,156,0,1,21717657.625669,33,120,0,1,22321810.651810,60,116,0,12,26282224.634667,13,176,0,1,20231308.970626,42,132,0,1,23563985.030430,
20,1552384007,0.600000,44,148,0,1,19496232.729619,5,160,0,1,23919135.563677,30,208,0,1,21611428.464905,15,144,0,1,21451967.677191,52,128,0,1,22292262.004209,7,144,0,1,24255960.032942,8,160,0,1,23836964.730693,28,188,0,1,20895616.755251,80,164,0,12,23529569.842293,78,124,0,12,24078417.449808,63,104,0,12,24781277.895784,86,176,0,12,24941871.865738,34,164,0,1,19380756.857989,43,168,0,1,19590071.884322,93,132,2,1,39315655.430500,35,156,0,1,21717535.482870,33,120,0,1,22321982.396853,60,116,0,12,26282123.187826,13,176,0,1,20231309.991464,42,132,0,1,23564150.214191,
20,1552384007,0.800000,44,148,0,1,19496177.159401,5,160,0,1,23919282.128055,30,208,0,1,21611530.566129,15,144,0,1,21451898.120623,52,128,0,1,22292223.805683,7,144,0,1,24256095.752011,8,160,0,1,23837032.411363,28,188,0,1,20895607.663687,80,164,0,12,23529556.580127,78,124,0,12,24078491.726660,63,104,0,12,24781227.735133,86,176,0,12,24941964.046513,34,164,0,1,19380780.738612,43,168,0,1,19590147.548466,93,132,2,1,39315664.277761,35,156,0,1,21717413.278996,33,120,0,1,22322153.766717,60,116,0,12,26282021.679909,13,176,0,1,20231311.361306,42,132,0,1,23564315.406677,
