ToWms, noSats, ecef[0], ecef[1], ecef[2], lla[0], lla[1], lla[2], hMSL, hAcc, vAcc, pDop, towOffset
570459800,0,3098527.840000,1011142.350000,5464110.390000,59.353000,18.073054,29.106000,4.863000,0.423000,0.778000,1.160000,570040.743807
570460000,0,3098527.830000,1011142.340000,5464110.360000,59.353000,18.073054,29.070000,4.826000,0.423000,0.778000,1.160000,570040.743776
570460200,0,3098527.810000,1011142.320000,5464110.330000,59.353000,18.073054,29.035000,4.792000,0.423000,0.778000,1.160000,570040.743776
570460400,0,3098527.790000,1011142.310000,5464110.290000,59.353000,18.073054,28.992000,4.748000,0.423000,0.778000,1.160000,570040.743776
570460600,0,3098527.780000,1011142.310000,5464110.260000,59.353000,18.073054,28.963000,4.720000,0.423000,0.778000,1.160000,570040.743776
570460800,0,3098527.780000,1011142.310000,5464110.230000,59.352999,18.073054,28.934000,4.691000,0.424000,0.779000,1.160000,570040.743776
570461000,0,3098527.770000,1011142.310000,5464110.180000,59.352999,18.073054,28.887000,4.644000,0.424000,0.779000,1.160000,570040.743837
570461200,0,3098527.770000,1011142.310000,5464110.140000,59.352999,18.073054,28.848000,4.604000,0.424000,0.779000,1.180000,570040.743837
570461400,0,3098527.770000,1011142.310000,5464110.100000,59.352999,18.073054,28.815000,4.572000,0.424000,0.779000,1.180000,570040.743837
570461600,0,3098527.770000,1011142.310000,5464110.060000,59.352999,18.073054,28.780000,4.536000,0.424000,0.779000,1.180000,570040.743837
570461800,0,3098527.790000,1011142.310000,5464110.040000,59.352998,18.073054,28.778000,4.535000,0.423000,0.778000,1.180000,570040.743837
570462000,0,3098527.810000,1011142.310000,5464110.020000,59.352998,18.073054,28.762000,4.519000,0.423000,0.779000,1.180000,570040.743807
570462200,0,3098527.820000,1011142.320000,5464110.000000,59.352998,18.073054,28.753000,4.510000,0.423000,0.779000,1.180000,570040.743807
570462400,0,3098527.840000,1011142.320000,5464109.970000,59.352998,18.073054,28.740000,4.497000,0.423000,0.778000,1.180000,570040.743807
570462600,0,3098527.860000,1011142.330000,5464109.940000,59.352998,18.073054,28.719000,4.476000,0.423000,0.777000,1.180000,570040.743807
570462800,0,3098527.860000,1011142.330000,5464109.900000,59.352997,18.073054,28.695000,4.452000,0.423000,0.776000,1.180000,570040.743807
570463000,0,3098527.870000,1011142.340000,5464109.860000,59.352997,18.073054,28.656000,4.413000,0.424000,0.776000,1.180000,570040.743868
570463200,0,3098527.870000,1011142.340000,5464109.810000,59.352997,18.073054,28.622000,4.379000,0.424000,0.775000,1.180000,570040.743868
570463400,0,3098527.890000,1011142.350000,5464109.780000,59.352996,18.073054,28.598000,4.355000,0.423000,0.774000,1.180000,570040.743868
570463600,0,3098527.910000,1011142.360000,5464109.750000,59.352996,18.073054,28.587000,4.344000,0.424000,0.774000,1.180000,570040.743868
570463800,0,3098527.930000,1011142.380000,5464109.720000,59.352996,18.073054,28.581000,4.338000,0.424000,0.774000,1.180000,570040.743868
570464000,0,3098527.950000,1011142.380000,5464109.700000,59.352996,18.073054,28.572000,4.329000,0.424000,0.774000,1.180000,570040.743837
570464200,0,3098527.970000,1011142.380000,5464109.680000,59.352995,18.073054,28.557000,4.314000,0.425000,0.773000,1.180000,570040.743837
570464400,0,3098527.980000,1011142.390000,5464109.640000,59.352995,18.073054,28.530000,4.287000,0.425000,0.773000,1.180000,570040.743837
570464600,0,3098527.990000,1011142.390000,5464109.620000,59.352995,18.073054,28.519000,4.276000,0.425000,0.772000,1.180000,570040.743837
570464800,0,3098528.010000,1011142.390000,5464109.600000,59.352995,18.073054,28.511000,4.268000,0.425000,0.771000,1.180000,570040.743837
570465000,0,3098528.020000,1011142.390000,5464109.560000,59.352994,18.073054,28.483000,4.240000,0.426000,0.771000,1.180000,570040.743898
570465200,0,3098528.020000,1011142.400000,5464109.520000,59.352994,18.073054,28.447000,4.204000,0.426000,0.770000,1.180000,570040.743898
570465400,0,3098528.030000,1011142.400000,5464109.500000,59.352994,18.073054,28.438000,4.195000,0.427000,0.769000,1.180000,570040.743898
570465600,0,3098528.040000,1011142.410000,5464109.500000,59.352994,18.073054,28.447000,4.204000,0.428000,0.768000,1.180000,570040.743898
570465800,0,3098528.050000,1011142.420000,5464109.490000,59.352994,18.073054,28.445000,4.202000,0.428000,0.766000,1.180000,570040.743898
570466000,0,3098528.070000,1011142.430000,5464109.500000,59.352994,18.073054,28.461000,4.218000,0.428000,0.764000,1.180000,570040.743959
570466200,0,3098528.100000,1011142.450000,5464109.520000,59.352993,18.073054,28.494000,4.251000,0.428000,0.762000,1.180000,570040.743959
570466400,0,3098528.110000,1011142.460000,5464109.510000,59.352993,18.073054,28.495000,4.252000,0.427000,0.760000,1.180000,570040.743959
570466600,0,3098528.120000,1011142.470000,5464109.500000,59.352993,18.073054,28.491000,4.247000,0.427000,0.758000,1.180000,570040.743959
570466800,0,3098528.120000,1011142.480000,5464109.500000,59.352993,18.073055,28.494000,4.251000,0.426000,0.756000,1.180000,570040.743959
