_ID_,hdwStatus,insStatus,lla[0],lla[1],lla[2],qn2b[0],qn2b[1],qn2b[2],qn2b[3],timeOfWeek,uvw[0],uvw[1],uvw[2],week
21356,0,411370513,59.347631500000006,18.071044499999999,76.987999998964369,0.716533542,0.00688164495,-0.004382696,-0.697504878,731.22706836089492,0,0,0,0
21415,0,411370513,59.347631500000006,18.071044499999999,76.987999998964369,0.716592669,0.00689081289,-0.00434601679,-0.697444439,731.32704394683242,0,0,0,0
21469,0,411370513,59.347631500000006,18.071044499999999,76.987999998964369,0.716651857,0.00690388819,-0.00435817195,-0.697383404,731.42701953276992,0,0,0,0
21522,0,411370513,59.347631500000006,18.071044499999999,76.987999998964369,0.716702938,0.00689466391,-0.00436297525,-0.697330952,731.52708667144179,0,0,0,0
21577,0,411370513,59.347631500000006,18.071044499999999,76.987999998964369,0.716764092,0.00689623179,-0.0043786657,-0.69726795,731.62706225737929,0,0,0,0
21634,0,411370513,59.347631500000006,18.071044499999999,76.987999998964369,0.716829002,0.00688648364,-0.00438344805,-0.697201252,731.72703784331679,0,0,0,0
21691,0,411370513,59.347631500000006,18.071044499999999,76.987999998964369,0.716874897,0.00688190013,-0.00438514072,-0.697154164,731.82701342925429,0,0,0,0
21753,0,411370513,59.347631500000006,18.071044499999999,76.987999998964369,0.716946185,0.00687141251,-0.00436564442,-0.697081029,731.92708056792617,0,0,0,0
21799,0,411370513,59.347631500000006,18.071044499999999,76.987999998964369,0.717020154,0.00686684716,-0.00434855092,-0.697005153,732.02705615386367,0,0,0,0
21856,0,411370513,59.347631500000006,18.071044499999999,76.987999998964369,0.717076898,0.00685849367,-0.00432805484,-0.696946859,732.12703173980117,0,0,0,0
21908,0,411370513,59.347631500000006,18.071044499999999,76.987999998964369,0.717129946,0.00684880512,-0.00431696558,-0.69689256,732.22700732573867,0,0,0,0
21971,0,411370513,59.347631500000006,18.071044499999999,76.987999998964369,0.717195094,0.0068599442,-0.00432292745,-0.696825325,732.32707446441054,0,0,0,0
22024,0,411370513,59.347631500000006,18.071044499999999,76.987999998964369,0.717258394,0.00683661271,-0.00433337316,-0.696760237,732.42705005034804,0,0,0,0
22081,0,411370513,59.347631500000006,18.071044499999999,76.987999998964369,0.717305839,0.00683472259,-0.00434864732,-0.696711361,732.52702563628554,0,0,0,0
22135,0,411370513,59.347631500000006,18.071044499999999,76.987999998964369,0.717359364,0.00682101073,-0.0043380768,-0.696656406,732.62700122222304,0,0,0,0
22192,0,411370513,59.347631500000006,18.071044499999999,76.987999998964369,0.717414737,0.00681755738,-0.00435374584,-0.696599483,732.72706836089492,0,0,0,0
22247,0,411370513,59.347631500000006,18.071044499999999,76.987999998964369,0.717473149,0.00682415068,-0.00436722301,-0.696539044,732.82704394683242,0,0,0,0
22306,0,411370513,59.347631500000006,18.071044499999999,76.987999998964369,0.717519283,0.00680153212,-0.00436284021,-0.696491778,732.92701953276992,0,0,0,0
22358,0,411370513,59.347631500000006,18.071044499999999,76.987999998964369,0.717580497,0.00679414719,-0.00436997181,-0.696428895,733.02799511875492,0,0,0,0
22413,0,411370513,59.347631500000006,18.071044499999999,76.987999998964369,0.717640221,0.00679761311,-0.00436042156,-0.696367145,733.12706933740992,0,0,0,0
22468,0,411370513,59.347631500000006,18.071044499999999,76.987999998964369,0.717695117,0.00677100616,-0.00435781805,-0.696310937,733.22703784331679,0,0,0,0
22528,0,411370513,59.347631500000006,18.071044499999999,76.987999998964369,0.717765629,0.00675038481,-0.0043516024,-0.696238577,733.32701342925429,0,0,0,0
22582,0,411370513,59.347631500000006,18.071044499999999,76.987999998964369,0.717824876,0.00674655894,-0.00433159061,-0.696177423,733.42798901523929,0,0,0,0
22643,0,411370513,59.347631500000006,18.071044499999999,76.987999998964369,0.717886508,0.00674878387,-0.00434243632,-0.696113765,733.5270632338943,0,0,0,0
22698,0,411370513,59.347631500000006,18.071044499999999,76.987999998964369,0.717933893,0.00673134625,-0.00433314359,-0.696065366,733.62703173980117,0,0,0,0
22757,0,411370513,59.347631500000006,18.071044499999999,76.987999998964369,0.718002975,0.00673862686,-0.00434428127,-0.695993841,733.72700732573867,0,0,0,0
22815,0,411370513,59.347631500000006,18.071044499999999,76.987999998964369,0.7180475,0.00675025629,-0.00435258029,-0.695947766,733.82798291172367,0,0,0,0
22877,0,411370513,59.347631500000006,18.071044499999999,76.987999998964369,0.718106925,0.00675411941,-0.00431910995,-0.695886612,733.92705713037867,0,0,0,0
22932,0,411370513,59.347631500000006,18.071044499999999,76.987999998964369,0.71817261,0.00675741676,-0.00427798275,-0.695819139,734.02702563628554,0,0,0,0
22992,2,411370513,59.347631500000006,18.071044499999999,76.987999998964369,0.718223929,0.00676467316,-0.00425299397,-0.695766091,734.12700122222304,0,0,0,0
23045,2,411370513,59.347631500000006,18.071044499999999,76.987999998964369,0.718273044,0.00676431786,-0.00427339086,-0.695715368,734.22797680820804,0,0,0,0
23103,10,411370513,59.347631500000006,18.071044499999999,76.987999998964369,0.718339205,0.00675124489,-0.0042890585,-0.69564712,734.32705102686305,0,0,0,0
23156,2,411370513,59.347631500000006,18.071044499999999,76.987999998964369,0.718412757,0.00673589995,-0.00427752966,-0.695571363,734.42701953276992,0,0,0,0
23211,2,411370513,59.347631500000006,18.071044499999999,76.987999998964369,0.718465328,0.00673891883,-0.00430869032,-0.695516884,734.52799511875492,0,0,0,0
23266,3,411370513,59.347631500000006,18.071044499999999,76.987999998964369,0.718525171,0.00673364336,-0.00432421081,-0.695454895,734.62797778472304,0,0,0,0
23324,3,411370513,59.347631500000006,18.071044499999999,76.987999998964369,0.718587399,0.00674594985,-0.00431401702,-0.695390522,734.72704492334742,0,0,0,0
23379,3,411370513,59.347631500000006,18.071044499999999,76.987999998964369,0.718634546,0.00675131986,-0.00432565948,-0.695341706,734.82701342925429,0,0,0,0
23438,2,411370513,59.347631500000006,18.071044499999999,76.987999998964369,0.718686461,0.00674059335,-0.00431929575,-0.695288241,734.92798901523929,0,0,0,0
23491,3,411370513,59.347631500000006,18.071044499999999,76.987999998964369,0.718748271,0.00672286935,-0.0043276716,-0.695224345,735.02797168120742,0,0,0,0
23550,3,411370513,59.347631500000006,18.071044499999999,76.987999998964369,0.71881932,0.00673295557,-0.00431755045,-0.695150912,735.12794726714492,0,0,0,0
