_ID_,mag[0],mag[1],mag[2],time
5,0.930683851,0.967063427,0.760624111,693.45085229829419
9,0.88107574,0.984082699,0.770941854,693.46085229876917
15,0.937252641,0.940983713,0.747547328,693.47085229924414
26,0.933946609,0.976866543,0.770135701,693.48191943368874
34,0.887663543,0.990546942,0.777229071,693.5009194345912
47,0.894149125,0.964613795,0.770394921,693.51091943506617
52,0.90441364,0.980152667,0.754977226,693.52091943554115
59,0.91075629,0.96750313,0.767124474,693.53091943601612
63,0.904027581,0.97431761,0.779821515,693.54091943649109
68,0.927166939,0.977254331,0.782708824,693.55091943696607
73,0.900977731,0.990201652,0.770816386,693.56091943744104
79,0.920255125,0.951813161,0.788530052,693.57091943791602
85,0.907380283,0.964415193,0.770224988,693.58189501962624
90,0.93024677,0.954801619,0.78534472,693.59089502005372
100,0.920824409,0.989903569,0.770561695,693.61089502100367
103,0.914405107,0.983141005,0.751791835,693.62089502147865
110,0.943590939,0.947887778,0.772562802,693.63089502195362
119,0.956951737,0.97352308,0.779142082,693.65089502290357
124,0.894255698,0.977457285,0.770648241,693.66089502337854
130,0.930489779,0.973920286,0.779481828,693.67089502385352
138,0.91075635,0.967502892,0.767124593,693.68187060556374
143,0.956845284,0.960679471,0.778888881,693.69087060599122
148,0.947020233,0.957397461,0.769588828,693.7008706064662
158,0.933782518,0.977154791,0.782624066,693.71087060694117
163,0.917311966,0.980540633,0.779778421,693.72087060741615
169,0.930027127,0.948673069,0.797703624,693.73087060789112
174,0.911385417,0.992456555,0.736417472,693.74087060836609
180,0.914162159,0.964022279,0.757654786,693.75087060884107
185,0.900741518,0.951524079,0.763814151,693.76087060931604
197,0.950609207,0.986172378,0.766994834,693.78184619150124
202,0.943807721,0.973566413,0.77307409,693.79084619192872
207,0.904334247,0.980290651,0.761224985,693.8008461924037
214,0.927450299,0.970237076,0.757616401,693.81084619287867
219,0.937305331,0.966950536,0.760547042,693.82084619335365
226,0.927450299,0.970237076,0.757616401,693.83084619382862
231,0.923931181,0.980432868,0.779698312,693.84084619430359
237,0.930803001,0.960334778,0.748019874,693.85084619477857
242,0.927390456,0.98337394,0.770354986,693.86084619525354
249,0.913863063,0.95803225,0.77626121,693.87084619572852
271,0.923934519,0.980425417,0.779702604,693.91091333155055
276,0.904094577,0.961164534,0.767092109,693.92091333202552
284,0.93058002,0.973757625,0.773248255,693.9309133325005
288,0.894239426,0.964450955,0.764161468,693.94091333297547
294,0.910240889,0.955376923,0.798094213,693.95091333345044
299,0.934425235,0.982533753,0.73906076,693.96091333392542
305,0.917099297,0.974396288,0.792146325,693.97091333440039
313,0.914032757,0.957731426,0.763779998,693.98188891611062
317,0.920535266,0.964346945,0.776307285,693.9908889165381
321,0.917182684,0.974249363,0.785903752,694.00088891701307
327,0.930420339,0.954492033,0.772868574,694.01088891748805
331,0.920748353,0.990034103,0.776813745,694.02088891796302
341,0.930473626,0.960913837,0.772995174,694.04088891891297
351,0.881061852,0.971071243,0.76445812,694.06088891986292
358,0.924024463,0.960719764,0.760594726,694.07088892033789
365,0.914305806,0.970281363,0.751547933,694.08186450204812
370,0.926983356,0.964543521,0.788706362,694.0908645024756
375,0.897531271,0.967687905,0.767302454,694.10086450295057
385,0.947359085,0.956797123,0.744625866,694.11086450342555
390,0.897341549,0.954991102,0.773291826,694.12086450390052
397,0.910982072,0.973617673,0.754773617,694.1308645043755
402,0.914411247,0.983127356,0.751799762,694.14086450485047
408,0.930555701,0.960769713,0.766751111,694.15086450532544
413,0.927316189,0.963956773,0.763735473,694.16086450580042
419,0.923720479,0.954740584,0.779194832,694.17086450627539
427,0.90082407,0.97092247,0.770444572,694.18184008798562
432,0.93711859,0.954246938,0.766540468,694.1908400884131
437,0.920671463,0.970622957,0.770190716,694.20084008888807
443,0.933363199,0.925765395,0.781620026,694.21084008936305
448,0.917318761,0.980525374,0.779787183,694.22084008983802
455,0.900575221,0.971360922,0.789173722,694.230840090313
460,0.907630086,0.983518362,0.764371097,694.24084009078797
467,0.933599532,0.964442611,0.788622379,694.25084009126294
482,0.927286983,0.970523655,0.770105779,694.28081567387562
487,0.933684289,0.964292228,0.782381713,694.2908156743506
492,0.910954475,0.980180919,0.761146009,694.30081567482557
502,0.947604418,0.975910425,0.738766015,694.31081567530055
506,0.891274333,0.980185449,0.748915374,694.32081567577552
513,0.933607757,0.944880128,0.77575922,694.3308156762505
522,0.917343616,0.993511856,0.786285222,694.35081567720044
527,0.914110661,0.977140367,0.770404339,694.36081567767542
534,0.923882604,0.974000514,0.779577732,694.37081567815039
541,0.937369823,0.953803182,0.747814357,694.38188281259499
549,0.914315939,0.950714707,0.738687217,694.40088281349745
559,0.894319654,0.983854949,0.770788729,694.4208828144474
566,0.924021304,0.980270624,0.773464501,694.43088281492237
571,0.897482634,0.961255789,0.767181754,694.44088281539734
578,0.923588574,0.948455036,0.785316944,694.45088281587232
583,0.930696785,0.96703434,0.76064086,694.46088281634729
589,0.913969874,0.990418911,0.789388716,694.47088281682227
596,0.881018698,0.945082724,0.751470804,694.48185839853249
601,0.926905453,0.964678347,0.794955909,694.49085839895997
606,0.910820961,0.973899186,0.767265916,694.50085839943495
627,0.924022019,0.980269134,0.773465395,694.53085840085987
632,0.907634676,0.98350817,0.764376938,694.54085840133484
638,0.920319796,0.958209276,0.788671553,694.55085840180982
642,0.914310038,0.970271945,0.751553357,694.56085840228479
648,0.937153161,0.947668135,0.760177016,694.57085840275977
655,0.920486212,0.957915902,0.776186109,694.58183398446999
660,0.936935782,0.94153446,0.77253896,694.59083398489747
665,0.878018558,0.986940503,0.755461514,694.60083398537245
675,0.891173124,0.9673298,0.748669028,694.6208339863224
683,0.913736582,0.951734602,0.782390177,694.63083398679737
688,0.917764962,0.9927665,0.755078495,694.64083398727234
694,0.933879375,0.97697717,0.776399136,694.65083398774732
699,0.893876731,0.991150022,0.808375657,694.66083398822229
705,0.913949609,0.977421761,0.782896638,694.67083398869727
713,0.917492032,0.980216384,0.767310679,694.68180957040749
718,0.894135416,0.971145809,0.776785314,694.69080957083497
722,0.911258519,1.00570393,0.755419731,694.70080957130995
733,0.920704067,0.983592153,0.776698768,694.71080957178492
753,0.947309315,0.969911277,0.757377565,694.75080957368482
757,0.914201677,0.976976275,0.7641716,694.76080957415979
764,0.910689294,0.96761328,0.773388267,694.77080957463477
771,0.920847178,0.970308483,0.757717371,694.78187670907937
779,0.914228499,0.989958584,0.770672083,694.80087670998182
785,0.92060107,0.970740616,0.776450038,694.8108767104568
790,0.930516124,0.954317272,0.766642034,694.82087671093177
798,0.893912673,0.984568179,0.802013993,694.83087671140675
803,0.917800844,0.986184657,0.748716831,694.84087671188172
809,0.93084228,0.973289192,0.754536331,694.85087671235669
814,0.901353657,1.00256062,0.75236702,694.86087671283167
820,0.937018394,0.960933149,0.779169142,694.87087671330664
827,0.91785413,0.992606461,0.748843431,694.88185229501687
832,0.93704766,0.973909974,0.785672843,694.89085229544435
846,0.930605233,0.954157174,0.760407031,694.9108522963943
851,0.914514065,0.982936621,0.745582342,694.92085229686927
858,0.897414386,0.961368859,0.773443818,694.93085229734425
869,0.943912864,0.973370612,0.76685971,694.95085229829419
874,0.914187849,0.963964641,0.757687986,694.96085229876917
880,0.900653958,0.958181679,0.776459396,694.97085229924414
887,0.923497081,0.935577869,0.785083055,694.98182788095437
892,0.927002549,0.964500427,0.788731158,694.99082788138185
897,0.924362123,0.999209702,0.761377752,695.00082788185682
904,0.946932316,0.964055836,0.782233655,695.0108278823318
909,0.950468004,0.986409068,0.779512942,695.02082788280677
916,0.920453489,0.931904078,0.763212204,695.03082788328175
921,0.907322407,0.964504898,0.776500523,695.04082788375672
927,0.920576692,0.97729671,0.782826662,695.05082788423169
931,0.884319484,0.967843354,0.767497122,695.06082788470667
938,0.906746566,0.945973039,0.807334304,695.07082788518164
945,0.920606673,0.970728099,0.77645725,695.08180346689187
949,0.923787653,0.980674982,0.792213321,695.09080346731935
962,0.94081068,0.982830703,0.757729292,695.1108034682693
967,0.901360512,1.00254512,0.75237602,695.12080346874427
974,0.923770964,0.948125899,0.772852063,695.13080346921925
978,0.947183311,0.963612735,0.763507128,695.14080346969422
989,0.90101099,0.970582962,0.757985711,695.16080347064417
994,0.930879116,0.966705143,0.748175979,695.17080347111914
1001,0.924037278,0.980234921,0.773485124,695.18187060556374
1005,0.914427519,1.00263464,0.764694631,695.19087060599122
1009,0.920889914,0.963711321,0.751364529,695.2008706064662
1016,0.890862167,0.948323786,0.760794342,695.21087060694117
1021,0.89426136,0.964401901,0.76418978,695.22087060741615
1032,0.913971424,0.957828999,0.770051062,695.24087060836609
1038,0.924069583,0.973661125,0.767118812,695.25087060884107
1048,0.940017521,0.958165288,0.800924897,695.27087060979102
1054,0.920830011,0.976848364,0.764103234,695.28184619150124
1058,0.910891771,0.980281711,0.767415226,695.29084619192872
1063,0.927522123,0.996161163,0.77064079,695.3008461924037
1073,0.920859873,0.970279932,0.757733762,695.31084619287867
1085,0.910785258,0.967438042,0.767161965,695.33084619382862
1095,0.914077938,0.970672607,0.770304203,695.35084619477857
1103,0.917264223,0.961063743,0.773193121,695.37084619572852
1111,0.874634504,0.970828354,0.752085686,695.38182177743874
1116,0.920560002,0.964291513,0.776339233,695.39082177786622
1120,0.927501738,0.983164132,0.764148653,695.4008217783412
1125,0.917100728,0.961350441,0.78568238,695.41082177881617
1129,0.937250197,0.967034101,0.766826034,695.42082177929115
1146,0.917373717,0.973900497,0.773450196,695.45082178071607
1156,0.923852801,0.967526078,0.779481411,695.47082178166602
1163,0.897770107,0.993317068,0.767842174,695.48179736337624
1168,0.916855633,0.96178025,0.804416537,695.49079736380372
1173,0.93747437,0.973152399,0.75447309,695.5007973642787
1183,0.933665633,0.938248932,0.769426048,695.51079736475367
1188,0.907689571,0.976883471,0.758040011,695.52079736522865
1196,0.904093981,0.967667103,0.77349937,695.53079736570362
1209,0.917627811,0.973450303,0.7547279,695.56079736712854
1215,0.923940539,0.967369199,0.77324456,695.57079736760352
1222,0.917348266,0.980458856,0.779825389,695.58186450204812
1227,0.92696774,0.938493371,0.775754631,695.5908645024756
1232,0.914502144,0.969920635,0.739101231,695.60086450295057
1238,0.90445745,0.960510314,0.742160082,695.61086450342555
1243,0.907590449,0.944479465,0.744922459,695.62086450390052
1249,0.930586755,0.960699856,0.766791224,695.6308645043755
1254,0.897645533,0.967471421,0.761099815,695.64086450485047
1260,0.927613497,0.995995998,0.764408708,695.65086450532544
1265,0.904094696,0.967665493,0.773500323,695.66086450580042
1276,0.907399118,0.977395236,0.779890478,695.68084008793812
1282,0.930282235,0.954721749,0.785390675,695.6908400884131
1286,0.907325983,0.984040618,0.78937912,695.70084008888807
1297,0.947215497,0.976583064,0.770014644,695.71084008936305
1312,0.950704515,0.972955763,0.754302084,695.74084009078797
1327,0.937080801,0.986878037,0.792181551,695.77084009221289
1333,0.894321144,0.970808983,0.764324784,695.78181567392312
1338,0.923528612,0.948549747,0.791589558,695.7908156743506
1343,0.901207983,0.983263493,0.752005517,695.80081567482557
1349,0.917625248,0.973456025,0.754724562,695.81081567530055
1354,0.927457035,0.957179368,0.75115931,695.82081567577552
1362,0.930833101,0.960267246,0.748058796,695.8308156762505
1366,0.947213769,0.976586819,0.770012498,695.84081567672547
1373,0.917435527,0.960759223,0.760714054,695.85081567720044
1383,0.924347341,0.986200273,0.754892886,695.87081567815039
1391,0.887947023,0.990030646,0.758544743,695.88179125986062
1395,0.907357395,0.977468908,0.783011675,695.8907912602881
1400,0.917455375,0.993301034,0.780079484,695.90079126076307
1411,0.910716712,0.948007762,0.760549963,695.91079126123805
1416,0.923994362,0.973789692,0.773371935,695.92079126171302
1423,0.900855005,0.970853031,0.770484507,695.930791262188
1427,0.910693407,0.935017586,0.75405395,695.94079126266297
1432,0.927323759,0.950897038,0.757279515,695.95079126313794
1437,0.921004474,0.97653681,0.75162816,695.96079126361292
1443,0.900711954,0.984136641,0.789465964,695.97079126408789
1450,0.910853207,0.954282939,0.754433811,695.98185839853249
1459,0.920680106,0.957560718,0.763736188,696.00085839943495
1468,0.936924338,0.967605114,0.791805983,696.0208584003849
1475,0.933994293,0.957215369,0.757323563,696.03085840085987
1480,0.91749382,0.967169583,0.760847211,696.04085840133484
1486,0.907465816,0.990308225,0.783267319,696.05085840180982
1491,0.934100866,0.970058918,0.757576764,696.06085840228479
1496,0.923806489,0.961088657,0.779363811,696.07085840275977
1504,0.933821261,0.97706753,0.782674313,696.08183398446999
1509,0.910818517,0.980405927,0.773670793,696.09083398489747
1523,0.93388623,0.963919163,0.769942164,696.11083398584742
1528,0.904237926,0.973925412,0.767392993,696.1208339863224
1535,0.937511861,0.966567039,0.748113513,696.13083398679737
1540,0.904570758,0.973338604,0.742422044,696.14083398727234
1547,0.947110713,0.983279228,0.782637596,696.15083398774732
1556,0.92367506,0.954802215,0.78548646,696.17083398869727
1563,0.900672197,0.958140612,0.776482999,696.18180957040749
1567,0.936906099,0.954603612,0.785316586,696.19080957083497
1572,0.914315283,0.976761162,0.757968307,696.20080957130995
1577,0.933782399,0.951069474,0.769692421,696.21080957178492
1582,0.907699883,0.976860464,0.758053243,696.2208095722599
1590,0.913829327,0.938523889,0.76969403,696.23080957273487
1594,0.940943837,0.976070523,0.745143116,696.24080957320984
1599,0.92392087,0.973914683,0.779627144,696.25080957368482
1603,0.910470188,0.967984915,0.792155862,696.26080957415979
1608,0.920771062,0.957396567,0.75750351,696.27080957463477
1616,0.911022604,0.973526537,0.754826069,696.28178515634499
1621,0.914035797,0.983769655,0.783065796,696.29078515677247
1626,0.924165487,0.993029654,0.773766339,696.30078515724745
1636,0.953487575,0.964051485,0.788421154,696.31078515772242
1640,0.924082279,0.993176341,0.780009151,696.3207851581974
1646,0.930265069,0.96126157,0.791776538,696.33078515867237
1651,0.947281539,0.982976019,0.770157754,696.34078515914734
1658,0.937266648,0.966997206,0.766847312,696.35078515962232
1663,0.92448163,0.959894001,0.729434252,696.36078516009729
1669,0.920416594,0.944989264,0.775980592,696.37078516057227
1676,0.934080362,0.97660625,0.763958335,696.38185229501687
1681,0.923899174,0.960920811,0.773133278,696.39085229544435
1691,0.920526028,0.957826316,0.776237667,696.4108522963943
1696,0.89433682,0.970773697,0.764345109,696.42085229686927
1716,0.920556009,0.951257825,0.769868255,696.46085229876917
1723,0.957086146,0.973261297,0.77296561,696.47085229924414
1730,0.920822322,0.983366668,0.770501316,696.48182788095437
1735,0.923818827,0.961060941,0.779379785,696.49082788138185
1740,0.921071529,1.00247133,0.764646471,696.50082788185682
1750,0.95695591,0.966972172,0.779089689,696.5108278823318
1755,0.914658904,0.976150215,0.733011305,696.52082788280677
1763,0.917345941,0.967421293,0.773356616,696.53082788328175
1767,0.914515853,0.989433765,0.751992702,696.54082788375672
1774,0.930660307,0.967076004,0.766944051,696.55082788423169
1779,0.917708755,0.960266173,0.742016375,696.56082788470667
1785,0.923931599,0.973890483,0.779641032,696.57082788518164
1793,0.917625546,0.96041286,0.748259187,696.58180346689187
1797,0.924151242,0.980018973,0.767282248,696.59080346731935
1802,0.933930159,0.9573192,0.763590991,696.60080346779432
1809,0.914386511,0.963598728,0.745244265,696.6108034682693
1833,0.907491505,0.970706642,0.770426691,696.66080347064417
1840,0.927278161,0.983545601,0.782910585,696.67080347111914
1846,0.930797279,0.973349929,0.760828614,696.68177905282937
1854,0.917561531,0.993102968,0.773866236,696.70077905373182
1864,0.920564651,0.951238394,0.769879401,696.7107790542068
1869,0.917378366,0.960847437,0.766990483,696.72077905468177
1877,0.920824409,1.00290596,0.783377826,696.73077905515675
1882,0.937574446,0.99251169,0.761126041,696.74077905563172
1888,0.923827589,0.96104151,0.779390991,696.75077905610669
1892,0.937634349,0.979374826,0.748387337,696.76077905658167
1904,0.950502634,0.986331344,0.779557705,696.78184619150124
1909,0.953855276,0.976429045,0.769961178,696.79084619192872
1914,0.894514859,0.970454276,0.751874685,696.8008461924037
1920,0.92399025,0.980300248,0.779774666,696.81084619287867
1931,0.904007256,0.974323034,0.786145508,696.83084619382862
1936,0.927479446,0.976672947,0.764062047,696.84084619430359
1946,0.890876114,1.00692391,0.799434006,696.86084619525354
1953,0.920840561,0.963781953,0.757651031,696.87084619572852
1960,0.947439134,0.969659865,0.751195133,696.88182177743874
1965,0.924286544,1.00584066,0.774038315,696.89082177786622
1979,0.927544773,0.94397974,0.738456607,696.91082177881617
1983,0.897503674,0.967709601,0.77361697,696.92082177929115
1991,0.920346797,0.94510591,0.78224057,696.93082177976612
1996,0.917516649,0.967118323,0.760876656,696.94082178024109
