_ID_,mag[0],mag[1],mag[2],time
4,0.197615296,-0.349184632,0.568394065,436.26812939799856
9,0.200636476,-0.365135729,0.571037889,436.27812939847354
15,0.240388498,-0.326175004,0.564858019,436.28812939894851
26,0.223962352,-0.316474259,0.586693406,436.29810498061124
34,0.233201876,-0.371093184,0.570179284,436.30810498108622
39,0.194314241,-0.339387745,0.58385849,436.31810498156119
45,0.210783347,-0.336085677,0.574451685,436.32810498203617
60,0.227117985,-0.332604468,0.577191055,436.35810498346109
66,0.223816946,-0.32280755,0.59265548,436.36810498393606
75,0.243206128,-0.367970258,0.554839194,436.38810498488601
81,0.233582839,-0.332425356,0.58312434,436.39808056654874
92,0.21752809,-0.329752386,0.562276661,436.41808056749869
98,0.233378604,-0.338677883,0.595183372,436.42808056797367
104,0.21985741,-0.383949906,0.582413077,436.43808056844864
110,0.230579197,-0.336083382,0.555806518,436.44808056892361
115,0.223892599,-0.322905868,0.586606324,436.45808056939859
122,0.220429525,-0.345539689,0.577108681,436.46808056987356
126,0.230110943,-0.361573726,0.567448318,436.47808057034854
133,0.226978883,-0.338944346,0.58317101,436.48808057082351
140,0.214263931,-0.33306095,0.559275448,436.49814770522062
148,0.226783499,-0.338682294,0.601408422,436.50814770569559
157,0.249650583,-0.335111886,0.604008973,436.52814770664554
163,0.220692486,-0.345891625,0.552799225,436.53814770712052
170,0.210815683,-0.329595566,0.580697,436.54814770759549
175,0.204077959,-0.355527043,0.568168163,436.55814770807046
181,0.220757604,-0.345978975,0.546720088,436.56814770854544
186,0.207625523,-0.326476961,0.577794909,436.57814770902041
192,0.23336868,-0.364782214,0.564278305,436.58814770949539
198,0.227137968,-0.352216125,0.552524209,436.59812329115812
205,0.233660936,-0.332526177,0.577082157,436.60812329163309
209,0.208289146,-0.301248699,0.547915697,436.61812329210807
220,0.236914605,-0.335730433,0.573900402,436.63812329305802
226,0.223796532,-0.355424792,0.555567443,436.64812329353299
231,0.220372215,-0.365051359,0.558486283,436.65812329400796
238,0.203900307,-0.348759711,0.592609048,436.66812329448294
243,0.217389777,-0.336093038,0.568258941,436.67812329495791
249,0.237194493,-0.329576254,0.555792093,436.68812329543289
264,0.239805534,-0.351506829,0.58870244,436.70809887757059
269,0.23043038,-0.342413127,0.561758935,436.71809887804557
276,0.233717412,-0.313013703,0.595702231,436.72809887852054
281,0.194249034,-0.345824093,0.583784461,436.73809887899552
287,0.223559141,-0.348575652,0.586102962,436.74809887947049
292,0.181234822,-0.352598488,0.571788907,436.75809887994546
301,0.24010855,-0.338852912,0.576813161,436.77809888089541
307,0.230518624,-0.33600077,0.561898768,436.78809888137039
312,0.211078301,-0.329947144,0.556386411,436.79807446303312
319,0.239920169,-0.358189017,0.570346653,436.80807446350809
328,0.207178757,-0.345465899,0.595650971,436.82807446445804
334,0.224162653,-0.323265165,0.562317133,436.83807446493302
340,0.230159238,-0.348576456,0.579892159,436.84807446540799
345,0.184722245,-0.323466271,0.587509036,436.85807446588296
351,0.220569342,-0.345724314,0.564977765,436.86807446635794
356,0.240132913,-0.332354486,0.583035588,436.87807446683291
362,0.230439126,-0.342422217,0.56178385,436.88807446730789
370,0.224032402,-0.323090464,0.574475408,436.89814160170499
378,0.210653797,-0.34243542,0.580458939,436.90814160217997
393,0.213991925,-0.339223355,0.577406287,436.93814160360489
399,0.230391696,-0.335829526,0.57406652,436.94814160407986
404,0.194467112,-0.33958596,0.571764827,436.95814160455484
410,0.210444376,-0.368273437,0.567779481,436.96814160502981
415,0.227071255,-0.332536221,0.583322644,436.97814160550479
425,0.207637951,-0.34608075,0.553106487,436.99811718764249
431,0.210717246,-0.342521012,0.574375093,437.00811718811747
436,0.227078274,-0.352134407,0.558618844,437.01811718859244
447,0.197377652,-0.348859042,0.592775881,437.03811718954239
457,0.203934014,-0.361861855,0.57413435,437.05811719049234
464,0.239701986,-0.344836175,0.607089877,437.06811719096731
469,0.217143595,-0.355349481,0.567892492,437.07811719144229
475,0.214180559,-0.319887549,0.583873391,437.08811719191726
483,0.233582109,-0.338948399,0.576969206,437.09809277357999
493,0.178178459,-0.3496584,0.556738794,437.11809277452994
500,0.2008477,-0.345823437,0.577569604,437.12809277500492
506,0.220333785,-0.358467996,0.570794582,437.13809277547989
512,0.22707741,-0.332542628,0.583340228,437.14809277595486
517,0.207955718,-0.307327539,0.572136164,437.15809277642984
523,0.217272744,-0.335932106,0.580454946,437.16809277690481
528,0.210638881,-0.34894371,0.574263513,437.17809277737979
535,0.230040461,-0.36800459,0.567359328,437.18809277785476
541,0.250417292,-0.32307753,0.549588084,437.19806835951749
547,0.19113344,-0.342802703,0.574830353,437.20806835999247
552,0.233737633,-0.332625568,0.571036041,437.21806836046744
557,0.230293974,-0.348755807,0.567746699,437.22806836094242
563,0.220443547,-0.345554292,0.577148736,437.23806836141739
570,0.239822298,-0.351524264,0.588750303,437.24806836189236
575,0.201221526,-0.333262712,0.55961746,437.25806836236734
581,0.223507017,-0.348501831,0.592219234,437.26806836284231
586,0.23327291,-0.358119607,0.582687974,437.27806836331729
599,0.24044016,-0.319705039,0.571158528,437.29804394545499
607,0.214131862,-0.339408129,0.565275669,437.30804394592997
611,0.207705751,-0.326580018,0.571758926,437.31804394640494
622,0.220167205,-0.351712167,0.595267117,437.33804394735489
628,0.23376222,-0.32612744,0.577259183,437.34804394782986
633,0.224133581,-0.336282521,0.549928308,437.35804394830484
643,0.207277939,-0.339064896,0.595821917,437.37804394925479
649,0.197499648,-0.355548888,0.574441075,437.38804394972976
655,0.213976905,-0.326140642,0.595934272,437.39811108412687
661,0.207323685,-0.345655859,0.583534598,437.40811108460184
666,0.227343127,-0.332897455,0.55903852,437.41811108507682
672,0.207174048,-0.351984739,0.589484572,437.42811108555179
678,0.223762199,-0.329254866,0.592611253,437.43811108602677
685,0.239908457,-0.345109761,0.588884175,437.44811108650174
690,0.210366949,-0.355106235,0.592394412,437.45811108697671
699,0.246714056,-0.319268495,0.595341682,437.47811108792666
705,0.207307041,-0.352162302,0.577334166,437.48811108840164
713,0.243485108,-0.329157114,0.58002317,437.49808667006437
722,0.223595917,-0.34209016,0.592360854,437.50808667053934
726,0.21118021,-0.323548973,0.556565225,437.51808667101432
732,0.207456663,-0.345833421,0.571384072,437.52808667148929
738,0.249956965,-0.348576158,0.561252534,437.53808667196427
744,0.243062615,-0.36123839,0.579377592,437.54808667243924
749,0.207671851,-0.339592248,0.559356153,437.55808667291421
756,0.217281103,-0.335940808,0.580478847,437.56808667338919
761,0.24697499,-0.319618315,0.571026385,437.57808667386416
771,0.24351193,-0.342252076,0.561528742,437.59806225600187
787,0.246714488,-0.319268912,0.595342875,437.62806225742679
792,0.223576993,-0.348594189,0.586153805,437.63806225790177
798,0.230256587,-0.342173517,0.580057919,437.64806225837674
803,0.211331621,-0.317221969,0.550620377,437.65806225885171
809,0.240557253,-0.32638979,0.552809656,437.66806225932669
814,0.20400776,-0.342367262,0.592803717,437.67806225980166
819,0.207581699,-0.326411813,0.583934844,437.68806226027664
826,0.230426967,-0.329342514,0.58032012,437.69812939467374
835,0.220583543,-0.345739126,0.565018296,437.70812939514872
840,0.22708714,-0.332552791,0.583368003,437.71812939562369
846,0.236833692,-0.348674208,0.567628562,437.72812939609867
852,0.20422253,-0.336125731,0.580774605,437.73812939657364
858,0.230323076,-0.342262328,0.573982656,437.74812939704861
863,0.203995407,-0.368469089,0.561891615,437.75812939752359
870,0.239980727,-0.345204473,0.582825422,437.76812939799856
874,0.224348471,-0.310450166,0.562623382,437.77812939847354
880,0.226836249,-0.351804227,0.582988083,437.78812939894851
891,0.201334208,-0.320352018,0.565979898,437.80810498108622
895,0.2269665,-0.351978928,0.570829868,437.81810498156119
902,0.23721303,-0.310004652,0.580568969,437.82810498203617
908,0.233580977,-0.345470935,0.57081306,437.83810498251114
914,0.230279937,-0.335674047,0.586277544,437.84810498298611
919,0.240195483,-0.338962913,0.570796311,437.85810498346109
925,0.22058703,-0.345742702,0.565028191,437.86810498393606
929,0.246921703,-0.339134097,0.552415431,437.87810498441104
936,0.210886225,-0.336212248,0.568480313,437.88810498488601
943,0.233789593,-0.319632143,0.583490252,437.89808056654874
952,0.246745691,-0.332368433,0.576861084,437.90808056702372
962,0.236687541,-0.355006665,0.57358849,437.92808056797367
968,0.193972453,-0.358505487,0.595749199,437.93808056844864
975,0.236772031,-0.348590404,0.573717594,437.94808056892361
979,0.220437393,-0.352071583,0.570978224,437.95808056939859
986,0.223756701,-0.335772812,0.58644259,437.96808056987356
991,0.234121099,-0.320074975,0.553111315,437.97808057034854
997,0.217103451,-0.355288029,0.574042857,437.98808057082351
1011,0.237096518,-0.32943511,0.568042517,438.01805615343619
1018,0.240371212,-0.326137424,0.571073651,438.02805615391117
1024,0.210508347,-0.355292439,0.580267966,438.03805615438614
1029,0.230482042,-0.335943103,0.568059325,438.04805615486111
1034,0.217187956,-0.348871768,0.57417202,438.05805615533609
1044,0.243714139,-0.322930336,0.568034708,438.07805615628604
1051,0.223721072,-0.348783284,0.574035048,438.08805615676101
1059,0.230400681,-0.342362642,0.567939162,438.09803173842374
1067,0.220849514,-0.326503307,0.565441251,438.10803173889872
1071,0.194430336,-0.339528084,0.577924907,438.11803173937369
1077,0.217425212,-0.336129904,0.56836009,438.12803173984867
1082,0.246624455,-0.33220312,0.589045107,438.13803174032364
1089,0.217275575,-0.342458785,0.574310124,438.14803174079861
1094,0.220550269,-0.339161098,0.577341318,438.15803174127359
1100,0.227184117,-0.326149493,0.583532751,438.16803174174856
1105,0.213999242,-0.345754713,0.571274221,438.17803174222354
1111,0.22703281,-0.332476646,0.589478016,438.18803174269851
1117,0.233972922,-0.326405376,0.55906558,438.19809887709562
1124,0.230164886,-0.355106056,0.573755324,438.20809887757059
1138,0.207235128,-0.358591646,0.577241004,438.23809887899552
1144,0.210652411,-0.329366863,0.599025965,438.24809887947049
1148,0.190705106,-0.361810744,0.592738986,438.25809887994546
1154,0.263068289,-0.335398525,0.573413134,438.26809888042044
1165,0.233848289,-0.326236546,0.571239829,438.28809888137039
1173,0.207578748,-0.332932442,0.577773452,438.29807446303312
1185,0.217682645,-0.316885203,0.568758667,438.31807446398307
1191,0.223698631,-0.335692853,0.592541933,438.32807446445804
1203,0.253204107,-0.338706464,0.576623023,438.34807446540799
1208,0.243763834,-0.329525441,0.555758536,438.35807446588296
1213,0.204017177,-0.322786152,0.617554426,438.36807446635794
1218,0.224154517,-0.336304277,0.549988031,438.37807446683291
1235,0.243367195,-0.355109841,0.561339796,438.40805004944559
1240,0.200859845,-0.332768857,0.596175313,438.41805004992057
1246,0.236960456,-0.335778087,0.574031293,438.42805005039554
1252,0.233328402,-0.371244401,0.564275384,438.43805005087052
1258,0.210859895,-0.329641491,0.580823183,438.44805005134549
1262,0.224011377,-0.342639893,0.555956602,438.45805005182046
1268,0.207630977,-0.33953011,0.565504611,438.46805005229544
1272,0.230326608,-0.348789692,0.567839861,438.47805005277041
1286,0.191613376,-0.323848218,0.557068884,438.49802563490812
1294,0.220221102,-0.364835352,0.576849997,438.50802563538309
1298,0.240363821,-0.332653463,0.564899623,438.51802563585807
1305,0.220715731,-0.352439523,0.546712577,438.52802563633304
1310,0.21061182,-0.368486792,0.555727363,438.53802563680802
1317,0.252955526,-0.357960314,0.576249599,438.54802563728299
1322,0.217537925,-0.32321918,0.574722648,438.55802563775796
1328,0.240532815,-0.31982097,0.565157831,438.56802563823294
1333,0.24974595,-0.361345321,0.567139328,438.57802563870791
1339,0.197654024,-0.336157829,0.587075651,438.58802563918289
1345,0.21405381,-0.332764,0.583735824,438.59809277357999
1356,0.227354899,-0.339433491,0.552919328,438.61809277452994
1362,0.239900857,-0.358149379,0.576556623,438.62809277500492
1367,0.213988677,-0.332676649,0.589815021,438.63809277547989
1373,0.220376045,-0.358511984,0.570915222,438.64809277595486
1378,0.210721001,-0.355572551,0.562079906,438.65809277642984
