_ID_,cBrdConfig,checksum,gps1AntOffset[0],gps1AntOffset[1],gps1AntOffset[2],gps2AntOffset[0],gps2AntOffset[1],gps2AntOffset[2],gpsTimeSyncPeriodMs,insDynModel,insOffset[0],insOffset[1],insOffset[2],insRotation[0],insRotation[1],insRotation[2],ioConfig,key,lastLla[0],lastLla[1],lastLla[2],lastLlaTimeOfWeekMs,lastLlaUpdateDistance,lastLlaWeek,magDeclination,magInclination,refLla[0],refLla[1],refLla[2],RTKCfgBits,sensorConfig,ser0BaudRate,ser1BaudRate,size,startupGPSDtMs,startupImuDtMs,startupNavDtMs,sysCfgBits,zeroVelOffset[0],zeroVelOffset[1],zeroVelOffset[2],zeroVelRotation[0],zeroVelRotation[1],zeroVelRotation[2]
19,0,2554127673,0,0,0,0,0,0,1000,8,0,0,0,0,0,0,0,21,59.348150099999998,18.068786299999999,51.792999999999999,143549000,1000,2039,-0.223388016,0,40.055707550089494,-111.65863757137882,1418.5979414181784,0,15,921600,3000000,200,200,1,4,256,0,0,0,0,0,0
2165,0,2554127673,0,0,0,0,0,0,1000,8,0,0,0,0,0,0,0,21,59.348150099999998,18.068786299999999,51.792999999999999,143549000,1000,2039,-0.223388016,0,40.055707550089494,-111.65863757137882,1418.5979414181784,0,15,921600,3000000,200,200,1,4,256,0,0,0,0,0,0
7554,0,2554127673,0,0,0,0,0,0,1000,8,0,0,0,0,0,0,0,21,59.348150099999998,18.068786299999999,51.792999999999999,143549000,1000,2039,-0.223388016,0,40.055707550089494,-111.65863757137882,1418.5979414181784,0,15,921600,3000000,200,200,1,4,256,0,0,0,0,0,0
15904,0,2554127673,0,0,0,0,0,0,1000,8,0,0,0,0,0,0,0,21,59.348150099999998,18.068786299999999,51.792999999999999,143549000,1000,2039,-0.223388016,0,40.055707550089494,-111.65863757137882,1418.5979414181784,0,15,921600,3000000,200,200,1,4,256,0,0,0,0,0,0
18248,0,2554127673,0,0,0,0,0,0,1000,8,0,0,0,0,0,0,0,21,59.348150099999998,18.068786299999999,51.792999999999999,143549000,1000,2039,-0.223388016,0,40.055707550089494,-111.65863757137882,1418.5979414181784,0,15,921600,3000000,200,200,1,4,256,0,0,0,0,0,0
22818,0,2554127673,0,0,0,0,0,0,1000,8,0,0,0,0,0,0,0,21,59.348150099999998,18.068786299999999,51.792999999999999,143549000,1000,2039,-0.223388016,0,40.055707550089494,-111.65863757137882,1418.5979414181784,0,15,921600,3000000,200,200,1,4,256,0,0,0,0,0,0
28346,0,2554127673,0,0,0,0,0,0,1000,8,0,0,0,0,0,0,0,21,59.348150099999998,18.068786299999999,51.792999999999999,143549000,1000,2039,-0.223388016,0,40.055707550089494,-111.65863757137882,1418.5979414181784,0,15,921600,3000000,200,200,1,4,256,0,0,0,0,0,0
34057,0,2554127673,0,0,0,0,0,0,1000,8,0,0,0,0,0,0,0,21,59.348150099999998,18.068786299999999,51.792999999999999,143549000,1000,2039,-0.223388016,0,40.055707550089494,-111.65863757137882,1418.5979414181784,0,15,921600,3000000,200,200,1,4,256,0,0,0,0,0,0
39733,0,2554127673,0,0,0,0,0,0,1000,8,0,0,0,0,0,0,0,21,59.348150099999998,18.068786299999999,51.792999999999999,143549000,1000,2039,-0.223388016,0,40.055707550089494,-111.65863757137882,1418.5979414181784,0,15,921600,3000000,200,200,1,4,256,0,0,0,0,0,0
45474,0,2554127673,0,0,0,0,0,0,1000,8,0,0,0,0,0,0,0,21,59.348150099999998,18.068786299999999,51.792999999999999,143549000,1000,2039,-0.223388016,0,40.055707550089494,-111.65863757137882,1418.5979414181784,0,15,921600,3000000,200,200,1,4,256,0,0,0,0,0,0
51202,0,2554127673,0,0,0,0,0,0,1000,8,0,0,0,0,0,0,0,21,59.348150099999998,18.068786299999999,51.792999999999999,143549000,1000,2039,-0.223388016,0,40.055707550089494,-111.65863757137882,1418.5979414181784,0,15,921600,3000000,200,200,1,4,256,0,0,0,0,0,0
56893,0,2554127673,0,0,0,0,0,0,1000,8,0,0,0,0,0,0,0,21,59.348150099999998,18.068786299999999,51.792999999999999,143549000,1000,2039,-0.223388016,0,40.055707550089494,-111.65863757137882,1418.5979414181784,0,15,921600,3000000,200,200,1,4,256,0,0,0,0,0,0
62618,0,2554127673,0,0,0,0,0,0,1000,8,0,0,0,0,0,0,0,21,59.348150099999998,18.068786299999999,51.792999999999999,143549000,1000,2039,-0.223388016,0,40.055707550089494,-111.65863757137882,1418.5979414181784,0,15,921600,3000000,200,200,1,4,256,0,0,0,0,0,0
68323,0,2554127673,0,0,0,0,0,0,1000,8,0,0,0,0,0,0,0,21,59.348150099999998,18.068786299999999,51.792999999999999,143549000,1000,2039,-0.223388016,0,40.055707550089494,-111.65863757137882,1418.5979414181784,0,15,921600,3000000,200,200,1,4,256,0,0,0,0,0,0
74028,0,2554127673,0,0,0,0,0,0,1000,8,0,0,0,0,0,0,0,21,59.348150099999998,18.068786299999999,51.792999999999999,143549000,1000,2039,-0.223388016,0,40.055707550089494,-111.65863757137882,1418.5979414181784,0,15,921600,3000000,200,200,1,4,256,0,0,0,0,0,0
79703,0,2554127673,0,0,0,0,0,0,1000,8,0,0,0,0,0,0,0,21,59.348150099999998,18.068786299999999,51.792999999999999,143549000,1000,2039,-0.223388016,0,40.055707550089494,-111.65863757137882,1418.5979414181784,0,15,921600,3000000,200,200,1,4,256,0,0,0,0,0,0
85446,0,2554127673,0,0,0,0,0,0,1000,8,0,0,0,0,0,0,0,21,59.348150099999998,18.068786299999999,51.792999999999999,143549000,1000,2039,-0.223388016,0,40.055707550089494,-111.65863757137882,1418.5979414181784,0,15,921600,3000000,200,200,1,4,256,0,0,0,0,0,0
91133,0,2554127673,0,0,0,0,0,0,1000,8,0,0,0,0,0,0,0,21,59.348150099999998,18.068786299999999,51.792999999999999,143549000,1000,2039,-0.223388016,0,40.055707550089494,-111.65863757137882,1418.5979414181784,0,15,921600,3000000,200,200,1,4,256,0,0,0,0,0,0
96872,0,2554127673,0,0,0,0,0,0,1000,8,0,0,0,0,0,0,0,21,59.348150099999998,18.068786299999999,51.792999999999999,143549000,1000,2039,-0.223388016,0,40.055707550089494,-111.65863757137882,1418.5979414181784,0,15,921600,3000000,200,200,1,4,256,0,0,0,0,0,0
102597,0,2554127673,0,0,0,0,0,0,1000,8,0,0,0,0,0,0,0,21,59.348150099999998,18.068786299999999,51.792999999999999,143549000,1000,2039,-0.223388016,0,40.055707550089494,-111.65863757137882,1418.5979414181784,0,15,921600,3000000,200,200,1,4,256,0,0,0,0,0,0
108318,0,2554127673,0,0,0,0,0,0,1000,8,0,0,0,0,0,0,0,21,59.348150099999998,18.068786299999999,51.792999999999999,143549000,1000,2039,-0.223388016,0,40.055707550089494,-111.65863757137882,1418.5979414181784,0,15,921600,3000000,200,200,1,4,256,0,0,0,0,0,0
114019,0,2554127673,0,0,0,0,0,0,1000,8,0,0,0,0,0,0,0,21,59.348150099999998,18.068786299999999,51.792999999999999,143549000,1000,2039,-0.223388016,0,40.055707550089494,-111.65863757137882,1418.5979414181784,0,15,921600,3000000,200,200,1,4,256,0,0,0,0,0,0
