_ID_,mag[0],mag[1],mag[2],time
45,-0.260541052,-0.353659213,1.09854281,526.94184570549987
50,-0.352092028,-0.364098519,1.07466257,526.95184570597485
55,-0.26693514,-0.347741127,1.0803014,526.96184570644982
60,-0.342490435,-0.36081484,1.09000814,526.9718457069248
66,-0.27046594,-0.319734275,1.07176018,526.98184570739977
71,-0.296787947,-0.337172449,1.09007668,526.9918212890625
78,-0.228659138,-0.279519737,1.0999161,527.00182128953747
82,-0.263560802,-0.351063251,1.07711601,527.01182129001245
88,-0.218224317,-0.344938755,1.11982596,527.02182129048742
93,-0.280329257,-0.322476149,1.07487833,527.0318212909624
100,-0.237954125,-0.34433645,1.12004495,527.04182129143737
105,-0.329744995,-0.323829085,1.08458281,527.05182129191235
113,-0.277314693,-0.331152529,1.10231328,527.06182129238732
118,-0.326464564,-0.333050072,1.09355867,527.0718212928623
124,-0.300012082,-0.370698661,1.11700988,527.08182129333727
132,-0.316247731,-0.337117523,1.07184112,527.091796875
138,-0.274352282,-0.29708454,1.09384406,527.10179687547497
142,-0.313217491,-0.327552736,1.08125138,527.11179687594995
147,-0.263833851,-0.356597781,1.1015811,527.12179687642492
151,-0.323002428,-0.330469191,1.07820511,527.1317968768999
158,-0.270843238,-0.343328506,1.12040305,527.14179687737487
164,-0.290035993,-0.337734997,1.07769537,527.16179687832482
174,-0.266598195,-0.366707236,1.07371163,527.18179687927477
180,-0.335983604,-0.336511165,1.07205319,527.19186401367188
187,-0.214996964,-0.305330843,1.08688247,527.20186401414685
192,-0.277127892,-0.313270301,1.07197583,527.21186401462182
209,-0.237698078,-0.344874322,1.10157454,527.24186401604675
214,-0.286936551,-0.346590281,1.09897292,527.25186401652172
222,-0.284078389,-0.330581933,1.11468112,527.2618640169967
226,-0.325874805,-0.358635694,1.07450891,527.27186401747167
230,-0.28692615,-0.334429473,1.0869565,527.28186401794665
238,-0.336946696,-0.316270411,1.1217078,527.29183959960938
249,-0.33920002,-0.351790667,1.08095264,527.31183960055932
254,-0.270575911,-0.337790042,1.09593129,527.3218396010343
259,-0.339010507,-0.333910227,1.05061817,527.33183960150927
266,-0.287117183,-0.346224934,1.11127532,527.34183960198425
271,-0.329779029,-0.34814164,1.10860062,527.35183960245922
277,-0.309856355,-0.330865771,1.07805097,527.3618396029342
282,-0.319207668,-0.352935284,1.06227076,527.37183960340917
288,-0.283565581,-0.34991011,1.09578371,527.38183960388415
294,-0.315906405,-0.337834686,1.04721379,527.39181518554688
301,-0.238024756,-0.307663411,1.09013379,527.40181518602185
306,-0.251183182,-0.313342303,1.09628797,527.41181518649682
317,-0.280507773,-0.316028267,1.08116889,527.43181518744677
324,-0.211805463,-0.314370036,1.10201085,527.44181518792175
331,-0.319810957,-0.339508355,1.0933336,527.45181518839672
341,-0.329840094,-0.323643118,1.09072864,527.47181518934667
348,-0.293859094,-0.339585304,1.11765385,527.48181518982165
355,-0.345778435,-0.357672691,1.08703792,527.49179077148438
361,-0.287167847,-0.309565544,1.0813868,527.50179077195935
366,-0.328896374,-0.362122446,1.05909431,527.51179077243432
372,-0.270828009,-0.325086981,1.10237789,527.5217907729093
376,-0.322752982,-0.355338454,1.08378386,527.53179077338427
383,-0.283282965,-0.344382226,1.07132959,527.54179077385925
388,-0.332683086,-0.327493906,1.06300938,527.55179077433422
394,-0.30328387,-0.349315703,1.09601593,527.5617907748092
399,-0.35191232,-0.36446327,1.06235921,527.57179077528417
405,-0.277227759,-0.331332922,1.0961585,527.58179077575915
410,-0.315561175,-0.362890303,1.04664767,527.59185791015625
417,-0.228500247,-0.304206133,1.1116457,527.60185791063122
421,-0.254128784,-0.3413378,1.09876227,527.6118579111062
428,-0.237841159,-0.314114809,1.08384907,527.62185791158117
432,-0.293827206,-0.303103268,1.08160532,527.63185791205615
439,-0.251003742,-0.31979081,1.08999836,527.64185791253112
444,-0.297045112,-0.324465871,1.09651744,527.6518579130061
453,-0.26701507,-0.335397601,1.07443607,527.66185791348107
457,-0.312957406,-0.32809338,1.06278563,527.67185791395605
464,-0.300596654,-0.320780665,1.11200905,527.68185791443102
472,-0.342815399,-0.32360512,1.07856917,527.69183349609375
478,-0.240958974,-0.31741482,1.07457864,527.70183349656872
488,-0.293863654,-0.34566617,1.12366271,527.72183349751867
491,-0.342228442,-0.36744073,1.07755864,527.73183349799365
499,-0.260445923,-0.347761244,1.08638299,527.74183349846862
504,-0.355465025,-0.360777259,1.07784939,527.7518334989436
510,-0.287195474,-0.346050501,1.11744022,527.76183349941857
515,-0.326576859,-0.357188225,1.12374139,527.77183349989355
521,-0.287007779,-0.334252745,1.09311759,527.78183350036852
527,-0.319014847,-0.34722507,1.04396832,527.79180908203125
535,-0.20868817,-0.311069608,1.11128044,527.80180908250622
539,-0.263637751,-0.338721782,1.07125401,527.8118090829812
545,-0.218467042,-0.313990176,1.10824096,527.82180908345617
550,-0.273231298,-0.33592695,1.04990351,527.83180908393115
557,-0.208596691,-0.311253011,1.10513067,527.84180908440612
562,-0.280417889,-0.322294593,1.08103144,527.8518090848811
570,-0.257657915,-0.313332111,1.09022295,527.86180908535607
575,-0.345766753,-0.351596624,1.08103704,527.87180908583105
581,-0.263645291,-0.350884497,1.08327377,527.88180908630602
588,-0.312873363,-0.340439677,1.06865573,527.89178466796875
594,-0.271160454,-0.306124032,1.10897303,527.90178466844372
599,-0.342637539,-0.330052525,1.07227802,527.9117846689187
606,-0.300064266,-0.327954233,1.08110559,527.92178466939367
611,-0.319099993,-0.353129804,1.05613947,527.93178466986865
617,-0.264051408,-0.313498348,1.07799649,527.94178467034362
621,-0.348692089,-0.349186152,1.05346382,527.9517846708186
627,-0.277407914,-0.343135804,1.12048948,527.96178467129357
632,-0.325671434,-0.346848637,1.05020428,527.97178467176855
639,-0.257495642,-0.338020742,1.10195625,527.98178467224352
645,-0.339090496,-0.345902503,1.06880939,527.99185180664063
652,-0.192574307,-0.289569795,1.1146915,528.0018518071156
657,-0.263879329,-0.319941819,1.07169855,528.01185180759057
671,-0.224771932,-0.32650584,1.10188961,528.0418518090155
675,-0.300395012,-0.315076411,1.0937165,528.05185180949047
683,-0.280430555,-0.352705777,1.11108768,528.06185180996545
688,-0.329465747,-0.324382752,1.06613898,528.07185181044042
694,-0.283116668,-0.375157535,1.08908153,528.0818518109154
702,-0.329293668,-0.330826223,1.05984104,528.09182739257813
709,-0.280315876,-0.322485238,1.07489371,528.1018273930531
713,-0.319446981,-0.352408826,1.08076024,528.11182739352807
724,-0.312864363,-0.358697623,1.08670831,528.13182739447802
731,-0.287230581,-0.315485537,1.09358346,528.141827394953
736,-0.32270062,-0.324954212,1.05377269,528.15182739542797
743,-0.280914634,-0.309061289,1.10596144,528.16182739590295
747,-0.310167819,-0.324084997,1.09669816,528.17182739637792
758,-0.322810084,-0.349094301,1.08395851,528.19180297851563
765,-0.23166579,-0.295184493,1.09654665,528.2018029789906
770,-0.273905307,-0.322330564,1.08713961,528.21180297946557
775,-0.214877591,-0.305533171,1.08076429,528.22180297994055
780,-0.25720042,-0.332501322,1.07751644,528.23180298041552
788,-0.215065151,-0.323414981,1.11110115,528.2418029808905
792,-0.316384643,-0.324614018,1.07216513,528.25180298136547
800,-0.25443086,-0.316311479,1.09937775,528.26180298184045
805,-0.319493026,-0.321836501,1.05689132,528.27180298231542
810,-0.283501595,-0.32561785,1.07180023,528.2818029827904
818,-0.319164515,-0.352964669,1.06232011,528.29177856445313
825,-0.267427653,-0.340594679,1.1112504,528.3017785649281
830,-0.318893403,-0.347428858,1.03785276,528.31177856540307
836,-0.269863486,-0.381832302,1.08880973,528.32177856587805
841,-0.316379964,-0.330701083,1.07818449,528.33177856635302
848,-0.280138195,-0.353268296,1.09265864,528.341778566828
853,-0.322440356,-0.349830776,1.05936372,528.35177856730297
859,-0.290083915,-0.343665034,1.08990884,528.36177856777795
864,-0.316197485,-0.324983776,1.05987012,528.37177856825292
874,-0.325402796,-0.383898765,1.06783295,528.391845703125
881,-0.231572405,-0.307537198,1.10242724,528.40184570359997
886,-0.286177844,-0.348076344,1.04980505,528.41184570407495
892,-0.221621469,-0.311060041,1.09916878,528.42184570454992
901,-0.244892851,-0.306779385,1.11489081,528.44184570549987
906,-0.306507677,-0.334049284,1.08109045,528.45184570597485
913,-0.290240794,-0.331147909,1.09021008,528.46184570644982
918,-0.342264444,-0.367294967,1.08377171,528.4718457069248
925,-0.286694467,-0.340913504,1.08072662,528.48184570739977
933,-0.329773426,-0.311520547,1.07877636,528.4918212890625
938,-0.277431756,-0.318662494,1.10265994,528.50182128953747
943,-0.33895269,-0.340033501,1.05669832,528.51182129001245
949,-0.250447541,-0.357400298,1.08919275,528.52182129048742
954,-0.339031726,-0.339858472,1.06286228,528.5318212909624
962,-0.283315718,-0.350322545,1.08356023,528.54182129143737
967,-0.34864375,-0.35530293,1.05953312,528.55182129191235
973,-0.283743262,-0.331173658,1.09630108,528.56182129238732
978,-0.352357,-0.333013475,1.06930602,528.5718212928623
984,-0.273364782,-0.353845447,1.080302,528.58182129333727
990,-0.326321721,-0.33935234,1.09348154,528.591796875
998,-0.221872985,-0.316609204,1.12365854,528.60179687547497
1002,-0.283727646,-0.312932432,1.0782764,528.61179687594995
1013,-0.286574543,-0.328948408,1.06258094,528.6317968768999
1022,-0.273942709,-0.316099912,1.0873369,528.65179687784985
1029,-0.280983269,-0.33931312,1.1422081,528.66179687832482
1033,-0.316448152,-0.342701375,1.09638906,528.6717968787998
1040,-0.267386943,-0.340622336,1.11129677,528.68179687927477
1048,-0.33252731,-0.333804995,1.06294692,528.6917724609375
1054,-0.241158769,-0.329083025,1.10514152,528.70177246141247
1059,-0.338764966,-0.352571547,1.05643237,528.71177246188745
1064,-0.293354422,-0.358786613,1.10500109,528.72177246236242
1068,-0.303028524,-0.349731803,1.08379853,528.7317724628374
1075,-0.293093234,-0.371495903,1.09856486,528.74177246331237
1080,-0.329152465,-0.343211412,1.06577623,528.75177246378735
1090,-0.352340043,-0.333025068,1.06932545,528.7717724647373
1096,-0.273697108,-0.347050458,1.09892535,528.78177246521227
1102,-0.316166133,-0.33108902,1.06592,528.79183959960938
1110,-0.257753581,-0.306940526,1.09660792,528.80183960008435
1115,-0.270562708,-0.319425941,1.08415794,528.81183960055932
1121,-0.225141674,-0.313480169,1.12071025,528.8218396010343
1126,-0.283272475,-0.326016188,1.05955315,528.83183960150927
1133,-0.214935079,-0.335792571,1.11702359,528.84183960198425
1138,-0.273926347,-0.310027122,1.08134151,528.85183960245922
1147,-0.261221528,-0.315601379,1.11796904,528.8618396029342
1152,-0.338748604,-0.346498758,1.05043685,528.87183960340917
1158,-0.287100375,-0.333947241,1.10552037,528.88183960388415
1165,-0.339009315,-0.339873761,1.06288779,528.89181518554688
1171,-0.25420174,-0.316709846,1.08713078,528.90181518602185
1176,-0.325762302,-0.334376425,1.05058062,528.91181518649682
1183,-0.293160796,-0.353076875,1.0866996,528.9218151869718
