_ID_,baroTemp,genFaultCode,hdwStatus,imuPeriodMs,imuTemp,insStatus,mcuTemp,navPeriodMs,reserved1,reserved2[0],reserved2[1],reserved2[2],reserved2[3],timeOfWeekMs
1844,47.3356781,0,1114192,1,48.9556732,427885568,0,4,0,0,0,0,0,316373874
7628,47.4116249,0,1114195,1,49.0375366,427885568,0,4,0,0,0,0,0,316383910
13361,47.416687,0,1114192,1,49.0509186,427885568,0,4,0,0,0,0,0,316393894
19114,47.4268112,0,1114187,1,49.0547028,427885568,0,4,0,0,0,0,0,316403878
24795,47.4774399,0,1114187,1,49.1019974,427885568,0,4,0,0,0,0,0,316413877
