_ID_,cnoMean,ecef[0],ecef[1],ecef[2],hAcc,hMSL,lla[0],lla[1],lla[2],pDop,status,timeOfWeekMs,towOffset,vAcc,week
17,21.3809528,3098931.5500000003,1010872.62,5463960.8200000003,3.2440002,29.1690006,59.349997399999999,18.066345299999998,53.432000000000002,1.13999999,1074594578,316370600,315843.80944978888,8.71100044,2039
106,21.3809528,3098931.6200000001,1010872.65,5463960.9199999999,3.23600006,29.2840023,59.349997299999998,18.066345500000001,53.547000000000004,1.13999999,1074594578,316370800,315843.80944978888,8.69400024,2039
215,21.2857151,3098931.54,1010872.6,5463960.79,3.23000026,29.1340008,59.349997399999999,18.066345099999999,53.396000000000001,1.13999999,1074594578,316371000,315843.8094192713,8.67400074,2039
326,21.1904755,3098931.4900000002,1010872.61,5463960.8300000001,3.22400022,29.1430016,59.349997999999999,18.066345399999999,53.405000000000001,1.19999993,1074594577,316371200,315843.8094192713,8.66600037,2039
445,21.0952377,3098931.52,1010872.6800000001,5463961,3.21800017,29.3110008,59.349998299999996,18.0663464,53.573,1.19999993,1074594577,316371400,315843.8094192713,8.65500069,2039
563,21.0952377,3098931.6400000001,1010872.7100000001,5463961.1699999999,3.21200013,29.5270023,59.349998199999995,18.066346299999999,53.789000000000001,1.13999999,1074594578,316371600,315843.8094192713,8.63800049,2039
676,21.1428566,3098931.6800000002,1010872.7100000001,5463961.2599999998,3.20700026,29.6180019,59.349998199999995,18.066346100000001,53.881,1.13999999,1074594578,316371800,315843.8094192713,8.61900043,2039
793,21.1428566,3098931.7800000003,1010872.8100000001,5463961.5300000003,3.20100021,29.9190006,59.349998499999998,18.066347199999999,54.181000000000004,1.13999999,1074594578,316372000,315843.80948030646,8.60400009,2039
907,21.1904755,3098931.75,1010872.84,5463961.5700000003,3.1960001,29.9440022,59.349998799999995,18.0663479,54.207000000000001,1.13999999,1074594578,316372200,315843.80948030646,8.58500004,2039
1025,20.8095245,3098931.71,1010872.87,5463961.5899999999,3.19100022,29.9420013,59.349999099999998,18.066348599999998,54.204000000000001,1.13999999,1074594578,316372400,315843.80948030646,8.56599998,2039
