timeOfWeek, lla0,lla1,lla2,ned0,ned1,ned2,theta0,theta1,theta2
477636.742s, 59.3481709, 18.0688356, 65.40, 1057.368164, -2167.496338, -34.201630,   2.6,   1.1, -59.7
477636.782s, 59.3481709, 18.0688356, 65.40, 1057.368164, -2167.496338, -34.201630,   2.6,   1.1, -59.7
477636.822s, 59.3481709, 18.0688356, 65.40, 1057.368164, -2167.496338, -34.201626,   2.6,   1.1, -59.7
477636.862s, 59.3481709, 18.0688356, 65.40, 1057.368042, -2167.496338, -34.199936,   2.6,   1.1, -59.7
477636.902s, 59.3481709, 18.0688356, 65.40, 1057.368164, -2167.496338, -34.199936,   2.6,   1.1, -59.7
477636.942s, 59.3481709, 18.0688356, 65.40, 1057.368042, -2167.496338, -34.199932,   2.6,   1.1, -59.7
477636.982s, 59.3481709, 18.0688356, 65.40, 1057.368042, -2167.496338, -34.199932,   2.6,   1.1, -59.7
477637.022s, 59.3481709, 18.0688356, 65.40, 1057.368042, -2167.496338, -34.199932,   2.6,   1.1, -59.7
477637.062s, 59.3481709, 18.0688356, 65.39, 1057.368042, -2167.496338, -34.198467,   2.6,   1.1, -59.7
477637.102s, 59.3481709, 18.0688356, 65.39, 1057.368042, -2167.496338, -34.198467,   2.6,   1.1, -59.7
477637.142s, 59.3481709, 18.0688356, 65.39, 1057.368042, -2167.496338, -34.198467,   2.6,   1.1, -59.7
477637.182s, 59.3481709, 18.0688356, 65.39, 1057.368042, -2167.496338, -34.198467,   2.6,   1.1, -59.7
477637.222s, 59.3481709, 18.0688356, 65.39, 1057.368042, -2167.496338, -34.198463,   2.6,   1.1, -59.7
477637.262s, 59.3481709, 18.0688356, 65.39, 1057.368042, -2167.496338, -34.197006,   2.6,   1.1, -59.7
477637.302s, 59.3481709, 18.0688356, 65.39, 1057.368042, -2167.496338, -34.197006,   2.6,   1.1, -59.7
477637.342s, 59.3481709, 18.0688356, 65.39, 1057.368042, -2167.496338, -34.197006,   2.6,   1.1, -59.7
477637.382s, 59.3481709, 18.0688356, 65.39, 1057.368042, -2167.496338, -34.197006,   2.6,   1.1, -59.7
477637.422s, 59.3481709, 18.0688356, 65.39, 1057.368042, -2167.496338, -34.197006,   2.6,   1.1, -59.7
477637.462s, 59.3481709, 18.0688356, 65.39, 1057.368042, -2167.496094, -34.195534,   2.6,   1.1, -59.7
477637.502s, 59.3481709, 18.0688356, 65.39, 1057.368042, -2167.496094, -34.195534,   2.6,   1.1, -59.7
477637.542s, 59.3481709, 18.0688356, 65.39, 1057.368042, -2167.496094, -34.195534,   2.6,   1.1, -59.7
477637.582s, 59.3481709, 18.0688356, 65.39, 1057.368042, -2167.496094, -34.195530,   2.6,   1.1, -59.7
477637.622s, 59.3481709, 18.0688356, 65.39, 1057.368042, -2167.496094, -34.195530,   2.6,   1.1, -59.7
477637.662s, 59.3481709, 18.0688356, 65.39, 1057.368042, -2167.496094, -34.194054,   2.6,   1.1, -59.7
477637.702s, 59.3481709, 18.0688356, 65.39, 1057.368042, -2167.496094, -34.194054,   2.6,   1.1, -59.7
477637.742s, 59.3481709, 18.0688356, 65.39, 1057.368042, -2167.496094, -34.194054,   2.6,   1.1, -59.7
477637.782s, 59.3481709, 18.0688356, 65.39, 1057.368042, -2167.496094, -34.194054,   2.6,   1.1, -59.7
477637.822s, 59.3481709, 18.0688356, 65.39, 1057.368042, -2167.496094, -34.194050,   2.6,   1.1, -59.7
477637.862s, 59.3481709, 18.0688356, 65.39, 1057.368042, -2167.496094, -34.192570,   2.6,   1.1, -59.7
477637.902s, 59.3481709, 18.0688356, 65.39, 1057.368042, -2167.496094, -34.192570,   2.6,   1.1, -59.7
477637.942s, 59.3481709, 18.0688356, 65.39, 1057.368042, -2167.496094, -34.192570,   2.6,   1.1, -59.7
477637.982s, 59.3481709, 18.0688356, 65.39, 1057.368042, -2167.496094, -34.192570,   2.6,   1.1, -59.7
477638.022s, 59.3481709, 18.0688356, 65.39, 1057.368042, -2167.496094, -34.192566,   2.6,   1.1, -59.7
477638.062s, 59.3481709, 18.0688356, 65.39, 1057.368042, -2167.496094, -34.191257,   2.6,   1.1, -59.7
477638.102s, 59.3481709, 18.0688356, 65.39, 1057.368042, -2167.496094, -34.191257,   2.6,   1.1, -59.7
477638.142s, 59.3481709, 18.0688356, 65.39, 1057.368042, -2167.496094, -34.191254,   2.6,   1.1, -59.7
477638.182s, 59.3481709, 18.0688356, 65.39, 1057.368042, -2167.496094, -34.191254,   2.6,   1.1, -59.7
477638.222s, 59.3481709, 18.0688356, 65.39, 1057.368042, -2167.496094, -34.191254,   2.6,   1.1, -59.7
477638.262s, 59.3481709, 18.0688356, 65.39, 1057.368042, -2167.496094, -34.189751,   2.6,   1.1, -59.7
477638.302s, 59.3481709, 18.0688356, 65.39, 1057.368042, -2167.496094, -34.189751,   2.6,   1.1, -59.7
477638.342s, 59.3481709, 18.0688356, 65.39, 1057.368042, -2167.496094, -34.189751,   2.6,   1.1, -59.7
477638.382s, 59.3481709, 18.0688356, 65.39, 1057.368042, -2167.496094, -34.189751,   2.6,   1.1, -59.7
477638.422s, 59.3481709, 18.0688356, 65.39, 1057.368042, -2167.496094, -34.189751,   2.6,   1.1, -59.7
477638.462s, 59.3481709, 18.0688356, 65.38, 1057.368042, -2167.496094, -34.188263,   2.6,   1.1, -59.7
477638.502s, 59.3481709, 18.0688356, 65.38, 1057.368042, -2167.496094, -34.188263,   2.6,   1.1, -59.7
477638.542s, 59.3481709, 18.0688356, 65.38, 1057.368042, -2167.496094, -34.188263,   2.6,   1.1, -59.7
477638.582s, 59.3481709, 18.0688356, 65.38, 1057.368042, -2167.496094, -34.188263,   2.6,   1.1, -59.7
477638.622s, 59.3481709, 18.0688356, 65.38, 1057.368042, -2167.496094, -34.188263,   2.6,   1.1, -59.7
477638.662s, 59.3481709, 18.0688356, 65.38, 1057.368042, -2167.496094, -34.186928,   2.6,   1.1, -59.7
477638.702s, 59.3481709, 18.0688356, 65.38, 1057.368042, -2167.496094, -34.186928,   2.6,   1.1, -59.7
477638.742s, 59.3481709, 18.0688356, 65.38, 1057.368042, -2167.496094, -34.186928,   2.6,   1.1, -59.7
477638.782s, 59.3481709, 18.0688356, 65.38, 1057.368042, -2167.496094, -34.186928,   2.6,   1.1, -59.7
477638.822s, 59.3481709, 18.0688356, 65.38, 1057.368042, -2167.496094, -34.186928,   2.6,   1.1, -59.7
477638.862s, 59.3481709, 18.0688356, 65.38, 1057.368042, -2167.496094, -34.185600,   2.6,   1.1, -59.7
477638.902s, 59.3481709, 18.0688356, 65.38, 1057.368042, -2167.496094, -34.185600,   2.6,   1.1, -59.7
