obsCount, time1, time2, sat, SNR, LLI, code,P
22,1554989135,0.797000,12,188,0,1,19851186.759351,14,176,0,1,22208866.797023,2,172,0,1,21265965.500925,93,144,0,1,38434844.338723,25,192,0,1,19388331.722106,32,180,0,1,22746680.849990,54,176,0,1,18398912.687495,53,132,0,1,21189696.663648,60,148,0,12,25527954.041132,6,152,0,1,21698976.041527,64,152,0,12,26553570.433780,85,160,0,12,22648581.595905,44,160,0,1,19568579.343043,45,160,0,1,18672887.470000,36,148,0,1,21737758.454908,83,176,0,12,22081055.685402,62,88,0,12,26361529.356637,29,192,0,1,20750122.458707,37,100,0,1,21809603.484611,55,168,0,1,20807480.024889,31,160,0,1,21567930.193718,46,140,0,1,22392647.191754,
22,1554989135,0.997000,12,188,0,1,19851264.028915,14,176,0,1,22208917.228153,2,172,0,1,21265942.571339,93,144,0,1,38434841.441987,25,192,0,1,19388313.416827,32,180,0,1,22746775.883875,54,176,0,1,18398909.581356,53,132,0,1,21189838.935273,60,148,0,12,25528056.508811,6,152,0,1,21699033.993701,64,152,0,12,26553651.804145,85,160,0,12,22648632.899546,44,160,0,1,19568688.319653,45,160,0,1,18672817.337575,36,144,0,1,21737832.583433,83,176,0,12,22080972.919019,62,88,0,12,26361524.016870,29,192,0,1,20750011.510223,37,96,0,1,21809547.277459,55,168,0,1,20807322.606475,31,160,0,1,21567833.641664,46,140,0,1,22392488.063219,
22,1554989136,0.197000,12,188,0,1,19851341.123977,14,176,0,1,22208967.746533,2,172,0,1,21265919.729004,93,144,0,1,38434838.667403,25,192,0,1,19388295.076648,32,180,0,1,22746870.900311,54,176,0,1,18398906.475217,53,132,0,1,21189980.508890,60,148,0,12,25528158.889238,6,152,0,1,21699091.701571,64,152,0,12,26553733.069809,85,160,0,12,22648684.203186,44,160,0,1,19568797.296263,45,160,0,1,18672747.065548,36,144,0,1,21737906.816659,83,176,0,12,22080890.117736,62,88,0,12,26361519.095909,29,192,0,1,20749900.387237,37,96,0,1,21809491.035408,55,168,0,1,20807165.327662,31,160,0,1,21567736.915107,46,140,0,1,22392329.004484,
22,1554989136,0.397000,12,188,0,1,19851418.288840,14,176,0,1,22209018.352164,2,172,0,1,21265896.939019,93,144,0,1,38434835.980069,25,192,0,1,19388276.753920,32,180,0,1,22746965.916747,54,176,0,1,18398903.264377,53,132,0,1,21190122.623463,60,148,0,12,25528261.287116,6,152,0,1,21699149.583943,64,152,0,12,26553814.300573,85,160,0,12,22648735.314873,44,160,0,1,19568906.290323,45,160,0,1,18672676.793521,36,144,0,1,21737981.014985,83,176,0,12,22080807.473505,62,88,0,12,26361513.250086,29,192,0,1,20749789.386401,37,96,0,1,21809436.102122,55,168,0,1,20807007.944149,31,160,0,1,21567640.380502,46,140,0,1,22392169.841048,
22,1554989136,0.597000,12,188,0,1,19851495.331551,14,176,0,1,22209068.940346,2,172,0,1,21265874.131585,93,144,0,1,38434833.170584,25,192,0,1,19388258.553343,32,180,0,1,22747060.898282,54,176,0,1,18398900.210589,53,132,0,1,21190264.895088,60,148,0,12,25528363.789695,6,152,0,1,21699207.413964,64,152,0,12,26553895.705839,85,160,0,12,22648786.548713,44,160,0,1,19569015.284383,45,160,0,1,18672606.626195,36,144,0,1,21738055.230761,83,176,0,12,22080724.602420,62,88,0,12,26361506.828406,29,192,0,1,20749678.385566,37,96,0,1,21809380.941984,55,168,0,1,20806850.647886,31,160,0,1,21567543.706296,46,140,0,1,22392010.695062,
22,1554989136,0.797000,12,188,0,1,19851572.374263,14,176,0,1,22209119.545977,2,172,0,1,21265851.236899,93,144,0,1,38434830.413450,25,192,0,1,19388240.178263,32,180,0,1,22747156.001968,54,176,0,1,18398897.017199,53,132,0,1,21190406.678107,60,152,0,12,25528466.187572,6,152,0,1,21699265.313787,64,152,0,12,26553977.041304,85,160,0,12,22648837.747652,44,160,0,1,19569124.330793,45,160,0,1,18672536.371619,36,144,0,1,21738129.481437,83,176,0,12,22080641.801137,62,88,0,12,26361501.610791,29,192,0,1,20749567.489433,37,100,0,1,21809326.828859,55,168,0,1,20806693.089870,31,160,0,1,21567447.066990,46,140,0,1,22391851.601427,
22,1554989136,0.997000,12,188,0,1,19851649.521675,14,176,0,1,22209170.099258,2,172,0,1,21265828.534166,93,144,0,1,38434827.656315,25,192,0,1,19388221.890435,32,180,0,1,22747251.088205,54,176,0,1,18398893.841260,53,132,0,1,21190548.810131,60,152,0,12,25528568.585450,6,152,0,1,21699323.265960,64,152,0,12,26554058.498920,85,160,0,12,22648888.929140,44,160,0,1,19569233.377204,45,160,0,1,18672466.064691,36,144,0,1,21738203.557612,83,176,0,12,22080559.279058,62,88,0,12,26361494.787756,29,192,0,1,20749456.453697,37,100,0,1,21809271.057963,55,168,0,1,20806535.706356,31,160,0,1,21567350.392784,46,140,0,1,22391692.525242,
22,1554989137,0.197000,12,188,0,1,19851726.669088,14,176,0,1,22209220.582738,2,172,0,1,21265805.779082,93,144,0,1,38434824.724679,25,192,0,1,19388203.497906,32,180,0,1,22747346.017389,54,176,0,1,18398890.804922,53,132,0,1,21190690.994505,60,152,0,12,25528670.913527,6,152,0,1,21699381.235583,64,152,0,12,26554139.851835,85,160,0,12,22648940.075728,44,160,0,1,19569342.266563,45,160,0,1,18672395.740314,36,144,0,1,21738277.808288,83,176,0,12,22080476.477774,62,88,0,12,26361488.872132,29,192,0,1,20749345.435412,37,100,0,1,21809216.194478,55,168,0,1,20806378.305392,31,160,0,1,21567253.613876,46,140,0,1,22391533.396707,
22,1554989137,0.397000,12,188,0,1,19851803.816500,14,176,0,1,22209271.083668,2,172,0,1,21265782.989097,93,144,0,1,38434821.932644,25,192,0,1,19388185.227528,32,180,0,1,22747441.086176,54,176,0,1,18398887.698783,53,132,0,1,21190832.620472,60,152,0,12,25528773.206703,6,152,0,1,21699439.065605,64,152,0,12,26554221.204750,85,160,0,12,22648991.169966,44,160,0,1,19569451.365324,45,160,0,1,18672325.415936,36,144,0,1,21738352.093865,83,176,0,12,22080393.781193,62,88,0,12,26361483.288062,29,192,0,1,20749234.556728,37,100,0,1,21809162.098803,55,168,0,1,20806220.869528,31,160,0,1,21567156.817518,46,140,0,1,22391374.180920,
22,1554989137,0.597000,12,188,0,1,19851880.876662,14,176,0,1,22209321.602048,2,172,0,1,21265760.164212,93,144,0,1,38434819.123159,25,192,0,1,19388166.904799,32,180,0,1,22747536.154962,54,176,0,1,18398884.487943,53,132,0,1,21190974.735045,60,152,0,12,25528875.639481,6,152,0,1,21699497.017778,64,152,0,12,26554302.767068,85,160,0,12,22649042.351455,44,160,0,1,19569560.394284,45,160,0,1,18672255.266061,36,144,0,1,21738426.309641,83,176,0,12,22080310.997360,62,88,0,12,26361476.883832,29,192,0,1,20749123.520993,37,100,0,1,21809108.875639,55,168,0,1,20806063.468564,31,160,0,1,21567060.160762,46,136,0,1,22391215.122185,
