_ID_,bar,barTemp,humidity,mslBar,time
4,101.262833,46.3372192,3.56202126,5.17634678,537.26429052872118
8,101.258247,46.3422394,3.93209052,5.55867624,537.27229052910116
16,101.260109,46.3372192,4.12656689,5.40322638,537.28029052948114
19,101.265556,46.3372192,3.75609398,4.94947195,537.28829052986111
28,101.262833,46.3372192,3.67376137,5.17634678,537.30429053062107
36,101.260109,46.3372192,3.97955847,5.40322638,537.31629053119104
40,101.269958,46.3472595,3.8317101,4.5827632,537.32429053157102
45,101.26828,46.3372192,3.8619473,4.7226038,537.332290531951
51,101.265556,46.3372192,3.93251443,4.94947195,537.34026611351874
56,101.258247,46.3422394,3.66157246,5.55867624,537.34826611389872
61,101.260292,46.3221588,3.9396503,5.38813496,537.3562661142787
66,101.26828,46.3372192,3.7854979,4.7226038,537.36826611484867
72,101.264694,46.3321991,4.00938368,5.02140713,537.37626611522865
77,101.261978,46.3321991,3.65066457,5.24777985,537.38426611560863
82,101.260963,46.3422394,3.74978709,5.33229446,537.3922661159886
86,101.265373,46.3522797,3.80776143,4.96506643,537.40026611636858
89,101.260963,46.3422394,3.79095316,5.33229446,537.40826611674856
93,101.26828,46.3372192,4.27356863,4.7226038,537.43624169926625
97,101.265556,46.3372192,4.42644405,4.94947195,537.44424169964623
101,101.262833,46.3372192,3.97367787,5.17634678,537.45224170002621
111,101.26828,46.3372192,3.70316601,4.7226038,537.47224170097616
118,101.266594,46.327179,4.02155113,4.86345243,537.48824170173611
122,101.262833,46.3372192,4.02072144,5.17634678,537.49624170211609
133,101.261978,46.3321991,3.86237216,5.24777985,537.51224170287605
139,101.261154,46.327179,4.17443419,5.31619644,537.52424170344602
144,101.265556,46.3372192,3.77961731,4.94947195,537.532241703826
150,101.265556,46.3372192,3.96191692,4.94947195,537.57630883983802
154,101.271004,46.3372192,4.11480618,4.49574184,537.584308840218
158,101.261978,46.3321991,4.06818676,5.24777985,537.59230884059798
162,101.26828,46.3372192,4.07952452,4.7226038,537.60030884097796
165,101.269958,46.3472595,3.97872782,4.5827632,537.60830884135794
170,101.264694,46.3321991,4.2034297,5.02140713,537.61630884173792
176,101.260109,46.3372192,4.00896072,5.40322638,537.62830884230789
182,101.261978,46.3321991,3.95057988,5.24777985,537.63628442387562
187,101.267418,46.3321991,3.80944633,4.79453707,537.6442844242556
192,101.264511,46.3472595,3.97284722,5.03649855,537.65228442463558
197,101.262833,46.3372192,3.77373648,5.17634678,537.66028442501556
200,101.266411,46.3422394,3.92620993,4.87854338,537.66828442539554
206,101.265556,46.3372192,3.93251443,4.94947195,537.67628442577552
211,101.269135,46.3422394,3.84976101,4.65167713,537.68828442634549
216,101.260109,46.3372192,3.95015597,5.40322638,537.69628442672547
221,101.265556,46.3372192,3.70904708,4.94947195,537.70428442710545
228,101.263687,46.3422394,3.80859566,5.1054163,537.71228442748543
233,101.266411,46.3422394,3.89092612,4.87854338,537.72028442786541
236,101.264694,46.3321991,3.86825275,5.02140713,537.72828442824539
245,101.262833,46.3372192,4.04424286,5.17634678,537.74026001000311
254,101.265556,46.3372192,4.19124842,4.94947195,537.75626001076307
257,101.261154,46.327179,3.96862841,5.31619644,537.76426001114305
262,101.257385,46.3372192,3.95603657,5.63011312,537.77226001152303
268,101.26828,46.3372192,4.13244677,4.7226038,537.78026001190301
274,101.260109,46.3372192,3.70904708,5.40322638,537.79226001247298
279,101.263687,46.3422394,3.97325444,5.1054163,537.80026001285296
282,101.261978,46.3321991,3.91529703,5.24777985,537.80826001323294
287,101.264694,46.3321991,4.07406664,5.02140713,537.81626001361292
292,101.265556,46.3372192,4.13244677,4.94947195,537.8242600139929
297,101.271004,46.3372192,4.02660179,4.49574184,537.83226001437288
304,101.269135,46.3422394,3.82035732,4.65167713,537.8442355961306
308,101.270813,46.3522797,3.75483251,4.51183796,537.85223559651058
314,101.266411,46.3422394,3.45572948,4.87854338,537.86023559689056
317,101.265556,46.3372192,3.73257065,4.94947195,537.86823559727054
326,101.256531,46.3321991,3.77416205,5.70155096,537.8842355980305
332,101.265556,46.3372192,3.8972311,4.94947195,537.89623559860047
339,101.25843,46.327179,4.02155113,5.54308081,537.90423559898045
343,101.259254,46.3321991,3.7153542,5.47466278,537.91223559936043
348,101.265556,46.3372192,3.92663383,4.94947195,537.92023559974041
358,101.261154,46.327179,3.95686769,5.31619644,537.9363027344225
363,101.259254,46.3321991,3.9799819,5.47466278,537.94830273499247
368,101.251938,46.3372192,4.10892582,6.08390474,537.95630273537245
373,101.262833,46.3372192,3.95015597,5.17634678,537.96430273575243
378,101.265556,46.3372192,4.13832712,4.94947195,537.97230273613241
384,101.259254,46.3321991,4.10346794,5.47466278,537.98030273651239
387,101.266228,46.3572998,3.8308599,4.8936348,537.98830273689236
395,101.260963,46.3422394,4.17318678,5.33229446,538.00030273746233
398,101.264511,46.3472595,3.96108603,5.03649855,538.00830273784231
402,101.266411,46.3422394,3.93797112,4.87854338,538.01630273822229
411,101.260963,46.3422394,3.91444874,5.33229446,538.03230273898225
415,101.263687,46.3422394,4.0673418,5.1054163,538.04027832054999
423,101.269135,46.3422394,4.11438417,4.65167713,538.05227832111996
429,101.261787,46.3472595,3.93756342,5.26337481,538.06027832149994
432,101.263687,46.3422394,3.77919149,5.1054163,538.06827832187992
442,101.260963,46.3422394,3.84388041,5.33229446,538.08427832263988
447,101.262833,46.3372192,3.93251443,5.17634678,538.09227832301985
452,101.264511,46.3472595,3.89051795,5.03649855,538.10027832339983
460,101.261978,46.3321991,3.80944633,5.24777985,538.1122783239698
465,101.267418,46.3321991,4.22106934,4.79453707,538.12027832434978
468,101.266411,46.3422394,3.82035732,4.87854338,538.12827832472976
476,101.262833,46.3372192,4.04424286,5.17634678,538.1362539062975
480,101.265373,46.3522797,3.75483251,4.96506643,538.14425390667748
485,101.267235,46.3472595,4.06693554,4.80962801,538.15225390705746
491,101.260109,46.3372192,3.67964244,5.40322638,538.16425390762743
496,101.262833,46.3372192,3.93839502,5.17634678,538.17225390800741
502,101.264694,46.3321991,3.75651979,5.02140713,538.18025390838739
505,101.260963,46.3422394,3.81447649,5.33229446,538.18825390876736
509,101.263687,46.3422394,4.09674311,5.1054163,538.19625390914734
514,101.262833,46.3372192,3.7854979,5.17634678,538.20425390952732
520,101.264694,46.3321991,3.9799819,5.02140713,538.21625391009729
529,101.265556,46.3372192,3.70316601,4.94947195,538.23225391085725
533,101.260109,46.3372192,4.04424286,5.40322638,538.24022949242499
538,101.266411,46.3422394,4.19082737,4.87854338,538.24822949280497
542,101.262833,46.3372192,3.85018611,5.17634678,538.25622949318495
549,101.263687,46.3422394,3.94385171,5.1054163,538.26822949375492
554,101.259254,46.3321991,3.6565454,5.47466278,538.2762294941349
559,101.265556,46.3372192,3.59730792,4.94947195,538.28422949451488
564,101.262833,46.3372192,3.74433231,5.17634678,538.29222949489485
568,101.265556,46.3372192,4.00896072,4.94947195,538.30022949527483
571,101.262833,46.3372192,3.6678803,5.17634678,538.30822949565481
581,101.259071,46.3472595,3.8317101,5.48975468,538.32022949622478
584,101.265556,46.3372192,3.809021,4.94947195,538.32822949660476
592,101.260963,46.3422394,3.76742983,5.33229446,538.33629663090687
596,101.265556,46.3372192,4.07364416,4.94947195,538.34429663128685
601,101.267418,46.3321991,3.96822095,4.79453707,538.35229663166683
605,101.261787,46.3472595,3.87875652,5.26337481,538.36029663204681
610,101.264511,46.3472595,3.95520544,5.03649855,538.37229663261678
615,101.266411,46.3422394,4.07910252,4.87854338,538.38029663299676
618,101.261787,46.3472595,3.7729013,5.26337481,538.38829663337674
623,101.263687,46.3422394,3.83211899,5.1054163,538.39629663375672
627,101.266411,46.3422394,3.75566816,4.87854338,538.4042966341367
632,101.260963,46.3422394,4.23786831,5.33229446,538.41229663451668
637,101.264511,46.3472595,3.9140408,5.03649855,538.42429663508665
642,101.265556,46.3372192,4.00896072,4.94947195,538.43229663546663
646,101.270813,46.3522797,3.96066236,4.51183796,538.44027221703436
651,101.265556,46.3372192,3.69728518,4.94947195,538.44827221741434
656,101.270813,46.3522797,3.88421273,4.51183796,538.45627221779432
661,101.263687,46.3422394,3.86152267,5.1054163,538.4642722181743
668,101.265556,46.3372192,3.9031117,4.94947195,538.47627221874427
673,101.257385,46.3372192,3.97955847,5.63011312,538.48427221912425
678,101.263687,46.3422394,3.83211899,5.1054163,538.49227221950423
685,101.26265,46.3522797,4.04887152,5.19194078,538.50827222026419
692,101.267235,46.3472595,4.36682463,4.80962801,538.51627222064417
697,101.260109,46.3372192,3.84430528,5.40322638,538.52827222121414
705,101.261787,46.3472595,3.71997261,5.26337481,538.53624780278187
710,101.263687,46.3422394,3.96149325,5.1054163,538.54424780316185
715,101.265556,46.3372192,3.76785564,4.94947195,538.55224780354183
720,101.260109,46.3372192,3.84430528,5.40322638,538.56024780392181
